                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1129642946 |  2601198825 |   446751672 |  2353043307 |   397395839 |  4775818445 |  3257382348 |  1025180897 |   870862037 |  1749845922 |  1090573941 |  3585765477 |   249999981 |   683407188 |  2921423405 |  2581366849
  Cycles                             |  6743249056 |  6743249505 |  6743248697 |  6743249087 |  6743248909 |  6743248936 |  6743249454 |  6743250341 |  6743248656 |  6743249075 |  6743248514 |  6743248511 |  6743243868 |  6743249159 |  6743248459 |  6743249328
  IPC                                |        0.17 |        0.39 |        0.07 |        0.35 |        0.06 |        0.71 |        0.48 |        0.15 |        0.13 |        0.26 |        0.16 |        0.53 |        0.04 |        0.10 |        0.43 |        0.38
  Time (ns)                          |  2247749686 |  2247749835 |  2247749566 |  2247749696 |  2247749637 |  2247749646 |  2247749818 |  2247750114 |  2247749552 |  2247749692 |  2247749505 |  2247749504 |  2247747956 |  2247749720 |  2247749487 |  2247749776
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    60835835 |   480053579 |    74165318 |   209097366 |    54574438 |   636603841 |   491239149 |   173905903 |     7894418 |    40373502 |    35487577 |   193651894 |    58565837 |    12622874 |   194933818 |   113309467
  num incorrect                      |     1423025 |    32749251 |     4482442 |    34982411 |     7514617 |    64122308 |    55237878 |    15971382 |       52856 |      720265 |    16751957 |   135990806 |     6500447 |    17600146 |    33341006 |     6441354
  misprediction rate                 |       2.29% |       6.39% |       5.70% |      14.33% |      12.10% |       9.15% |      10.11% |       8.41% |       0.67% |       1.75% |      32.07% |      41.25% |       9.99% |      58.23% |      14.61% |       5.38%
  mpki                               |        1.26 |       12.59 |       10.03 |       14.87 |       18.91 |       13.43 |       16.96 |       15.58 |        0.06 |        0.41 |       15.36 |       37.93 |       26.00 |       25.75 |       11.41 |        2.50
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   113294457 |   426533239 |    75296895 |   267357602 |    69602124 |   714841542 |   521561311 |   118873037 |    76967214 |   156365633 |    85104533 |   292388201 |    21135842 |    73932096 |   354354435 |   246382755
    num misses                       |          47 |          39 |           4 |         862 |          91 |        3177 |       19031 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   393419105 |   847731990 |   135372727 |   984009596 |   185151219 |  1861848060 |  1312186985 |   354861533 |   237050504 |   687393932 |   479704148 |  1057730963 |    86633855 |   248687758 |  1231220087 |   787390520
    num misses                       |      607714 |          23 |      161979 |      518367 |     7187903 |      593704 |     7348170 |     5964577 |      423037 |      367565 |      492995 |       63270 |     1331697 |     1722232 |     8681163 |      245056
    miss rate                        |       0.15% |       0.00% |       0.12% |       0.05% |       3.88% |       0.03% |       0.56% |       1.68% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.54 |        0.00 |        0.36 |        0.22 |       18.09 |        0.12 |        2.26 |        5.82 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |        2.97 |        0.09
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      607761 |          62 |      161983 |      519229 |     7187994 |      596881 |     7367201 |     5964619 |      423040 |      367569 |      492998 |       63322 |     1349138 |     1722246 |     8681181 |      245064
    num misses                       |      188237 |          62 |      161983 |       16430 |     2146801 |       17333 |     1048474 |     1631144 |      422721 |      191026 |      333893 |       56557 |     1140466 |     1722227 |       66085 |        6296
    miss rate                        |      30.97% |     100.00% |     100.00% |       3.16% |      29.87% |       2.90% |      14.23% |      27.35% |      99.92% |      51.97% |      67.73% |      89.32% |      84.53% |     100.00% |       0.76% |       2.57%
    mpki                             |        0.17 |        0.00 |        0.36 |        0.01 |        5.40 |        0.00 |        0.32 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |        0.02 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   113294457 |   426533239 |    75296895 |   267357602 |    69602124 |   714841542 |   521561311 |   118873037 |    76967214 |   156365633 |    85104533 |   292388201 |    21135842 |    73932096 |   354354435 |   246382755
    num cache misses                 |      119932 |     6997765 |       13691 |     4678039 |     1661600 |    15792075 |    10003012 |      134583 |      602503 |      253873 |      128757 |      346662 |      420406 |       59403 |     5098586 |      300464
    miss rate                        |       0.11% |       1.64% |       0.02% |       1.75% |       2.39% |       2.21% |       1.92% |       0.11% |       0.78% |       0.16% |       0.15% |       0.12% |       1.99% |       0.08% |       1.44% |       0.12%
    mpki                             |        0.11 |        2.69 |        0.03 |        1.99 |        4.18 |        3.31 |        3.07 |        0.13 |        0.69 |        0.15 |        0.12 |        0.10 |        1.68 |        0.09 |        1.75 |        0.12
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   393419105 |   847731990 |   135372727 |   984009596 |   185151219 |  1861848060 |  1312186985 |   354861533 |   237050504 |   687393932 |   479704148 |  1057730963 |    86633855 |   248687758 |  1231220087 |   787390520
    num cache misses                 |    14010106 |     1176893 |    10370127 |    10135813 |    10648343 |    26415437 |    12428638 |    41407310 |    44692953 |    17960725 |    24195221 |     4312058 |     7484209 |    19005077 |     8607327 |    23341346
    miss rate                        |       3.56% |       0.14% |       7.66% |       1.03% |       5.75% |       1.42% |       0.95% |      11.67% |      18.85% |       2.61% |       5.04% |       0.41% |       8.64% |       7.64% |       0.70% |       2.96%
    mpki                             |       12.40 |        0.45 |       23.21 |        4.31 |       26.80 |        5.53 |        3.82 |       40.39 |       51.32 |       10.26 |       22.19 |        1.20 |       29.94 |       27.81 |        2.95 |        9.04
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    16229398 |     8408681 |    13752724 |    15258802 |    14903451 |    42632493 |    22991773 |    42931068 |    45296697 |    18282552 |    25919184 |     5007201 |     7930987 |    21420453 |    14258796 |    24468605
    num cache misses                 |    11631400 |     4288642 |    10383818 |     8360842 |    10643396 |     4875837 |    12282339 |    36755313 |    29449548 |    12783983 |    21638134 |     4621724 |     7587339 |    19064480 |     6231005 |     5374307
    miss rate                        |      71.67% |      51.00% |      75.50% |      54.79% |      71.42% |      11.44% |      53.42% |      85.61% |      65.01% |      69.92% |      83.48% |      92.30% |      95.67% |      89.00% |      43.70% |      21.96%
    mpki                             |       10.30 |        1.65 |       23.24 |        3.55 |       26.78 |        1.02 |        3.77 |       35.85 |       33.82 |        7.31 |       19.84 |        1.29 |       30.35 |       27.90 |        2.13 |        2.08
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    13808942 |     4522737 |    13752724 |     8846994 |    13242273 |     5304934 |    12844959 |    38145204 |    29450789 |    12876593 |    23233340 |     4971532 |     7614392 |    21420453 |     6804460 |     6235575
    num cache misses                 |    10458619 |     4199316 |    10365360 |     6089275 |     8741878 |     4171434 |     4627633 |     9478694 |    27008626 |    12268457 |    21383157 |     4572993 |     7395547 |    19005251 |     5193386 |     4841365
    miss rate                        |      75.74% |      92.85% |      75.37% |      68.83% |      66.01% |      78.63% |      36.03% |      24.85% |      91.71% |      95.28% |      92.04% |      91.98% |      97.13% |      88.72% |      76.32% |      77.64%
    mpki                             |        9.26 |        1.61 |       23.20 |        2.59 |       22.00 |        0.87 |        1.42 |        9.25 |       31.01 |        7.01 |       19.61 |        1.28 |       29.58 |       27.81 |        1.78 |        1.88
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   218510830 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      515.75 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      405.74 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      97.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
