                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |  1330549993 |   249999989 |   924053843 |  2777135300
  Cycles                             |  3748176905 |  3748173551 |  3748176893 |  3748176688
  IPC                                |        0.35 |        0.07 |        0.25 |        0.74
  Time (ns)                          |  1249392302 |  1249391184 |  1249392298 |  1249392230
Branch predictor stats               |             |             |             |            
  num correct                        |   105445950 |    43244780 |   155816448 |   300136615
  num incorrect                      |     8622546 |    11689069 |    14427667 |    45630863
  misprediction rate                 |       7.56% |      21.28% |       8.47% |      13.20%
  mpki                               |        6.48 |       46.76 |       15.61 |       16.43
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |   111825231 |    23761816 |   107257822 |   326757283
    num misses                       |          42 |           3 |          42 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   366154004 |    88558906 |   322139169 |  1248071892
    num misses                       |     1788407 |    21160488 |     5571175 |    12830821
    miss rate                        |       0.49% |      23.89% |       1.73% |       1.03%
    mpki                             |        1.34 |       84.64 |        6.03 |        4.62
  L2 TLB                             |             |             |             |            
    num accesses                     |     1788449 |    21160491 |     5571217 |    12830831
    num misses                       |      557933 |    10898466 |     1503332 |     1133927
    miss rate                        |      31.20% |      51.50% |      26.98% |       8.84%
    mpki                             |        0.42 |       43.59 |        1.63 |        0.41
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |   111825231 |    23761816 |   107257822 |   326757283
    num cache misses                 |      111108 |       55798 |       55850 |       66754
    miss rate                        |       0.10% |       0.23% |       0.05% |       0.02%
    mpki                             |        0.08 |        0.22 |        0.06 |        0.02
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   366154004 |    88558906 |   322139169 |  1248071892
    num cache misses                 |    19526358 |    28784398 |    37699369 |    40050438
    miss rate                        |       5.33% |      32.50% |      11.70% |       3.21%
    mpki                             |       14.68 |      115.14 |       40.80 |       14.42
  Cache L2                           |             |             |             |            
    num cache accesses               |    19806827 |    32640060 |    42187445 |    40690440
    num cache misses                 |    16665462 |    20537080 |    28145552 |    16698006
    miss rate                        |      84.14% |      62.92% |      66.72% |      41.04%
    mpki                             |       12.53 |       82.15 |       30.46 |        6.01
  Cache L3                           |             |             |             |            
    num cache accesses               |    16852525 |    24409906 |    32587959 |    17424143
    num cache misses                 |    15938738 |    18517155 |    23578777 |    12218216
    miss rate                        |      94.58% |      75.86% |      72.35% |      70.12%
    mpki                             |       11.98 |       74.07 |       25.52 |        4.40
DRAM summary                         |             |             |             |            
  num dram accesses                  |    90300098 |           0 |           0 |           0
  average dram access latency (ns)   |      140.75 |         inf |         inf |         inf
  average dram queueing delay        |       30.75 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      72.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
