                                   | Core 0    
  Instructions                     |  499999910
  Cycles                           |  429853851
  IPC                              |       1.16
  Time (ns)                        |  143284617
Branch predictor stats             |           
  num correct                      |   29744671
  num incorrect                    |     763553
  misprediction rate               |      2.50%
  mpki                             |       1.53
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49761683
    num misses                     |         14
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  150085290
    num misses                     |    2680828
    miss rate                      |      1.79%
    mpki                           |       5.36
  L2 TLB                           |           
    num accesses                   |    2680842
    num misses                     |     173668
    miss rate                      |      6.48%
    mpki                           |       0.35
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49761683
    num cache misses               |      54858
    miss rate                      |      0.11%
    mpki                           |       0.11
  Cache L1-D                       |           
    num cache accesses             |  150085290
    num cache misses               |   12565482
    miss rate                      |      8.37%
    mpki                           |      25.13
  Cache L2                         |           
    num cache accesses             |   12686452
    num cache misses               |    4024374
    miss rate                      |     31.72%
    mpki                           |       8.05
  Cache L3                         |           
    num cache accesses             |    4090987
    num cache misses               |    3737418
    miss rate                      |     91.36%
    mpki                           |       7.47
DRAM summary                       |           
  num dram accesses                |    4982915
  average dram access latency (ns) |      57.48
  average dram queueing delay      |       2.47
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
