                                   | Core 0    
  Instructions                     |  249999941
  Cycles                           |  214057088
  IPC                              |       1.17
  Time (ns)                        |   71352363
Branch predictor stats             |           
  num correct                      |   37707678
  num incorrect                    |    4237467
  misprediction rate               |     10.10%
  mpki                             |      16.95
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   40025757
    num misses                     |       1554
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  100673480
    num misses                     |     560488
    miss rate                      |      0.56%
    mpki                           |       2.24
  L2 TLB                           |           
    num accesses                   |     562042
    num misses                     |      79932
    miss rate                      |     14.22%
    mpki                           |       0.32
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   40025757
    num cache misses               |     739676
    miss rate                      |      1.85%
    mpki                           |       2.96
  Cache L1-D                       |           
    num cache accesses             |  100673480
    num cache misses               |     920330
    miss rate                      |      0.91%
    mpki                           |       3.68
  Cache L2                         |           
    num cache accesses             |    1699844
    num cache misses               |     900651
    miss rate                      |     52.98%
    mpki                           |       3.60
  Cache L3                         |           
    num cache accesses             |     940671
    num cache misses               |     336185
    miss rate                      |     35.74%
    mpki                           |       1.34
DRAM summary                       |           
  num dram accesses                |     395326
  average dram access latency (ns) |      97.61
  average dram queueing delay      |      12.57
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
