                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1565266914 |   8059326074 |   1254257771 |  13262297309 |   1233693428 |    249999989 |   2114289948 |    868817995 |   5100148955 |   3188119122 |   3579182642 |   6481162593 |  16363660144 |   6758963308 |  13160386278 |    450057877
  Cycles                             |  10180734474 |  10180733949 |  10180734888 |  10180733776 |  10180734322 |  10180727134 |  10180734834 |  10180735775 |  10180734173 |  10180735122 |  10180735773 |  10180734933 |  10180733920 |  10180733865 |  10180733793 |  10180735952
  IPC                                |         0.15 |         0.79 |         0.12 |         1.30 |         0.12 |         0.02 |         0.21 |         0.09 |         0.50 |         0.31 |         0.35 |         0.64 |         1.61 |         0.66 |         1.29 |         0.04
  Time (ns)                          |   3393578158 |   3393577983 |   3393578296 |   3393577925 |   3393578107 |   3393575711 |   3393578278 |   3393578592 |   3393578058 |   3393578374 |   3393578591 |   3393578311 |   3393577973 |   3393577955 |   3393577931 |   3393578651
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     14210089 |   1232009281 |     99411319 |   1175396957 |     23799818 |     43244780 |    112853731 |    119438674 |    552717154 |     73242204 |    545717287 |    977559495 |   1090342158 |    369536579 |    580556495 |    105452959
  num incorrect                      |        95190 |    315817234 |      8129524 |    196052701 |     32676634 |     11689069 |      2640553 |     16408349 |     84259834 |      1305556 |    116622689 |    109834045 |    187165973 |    254626315 |     32967835 |     11707652
  misprediction rate                 |        0.67% |       20.40% |        7.56% |       14.30% |       57.86% |       21.28% |        2.29% |       12.08% |       13.23% |        1.75% |       17.61% |       10.10% |       14.65% |       40.79% |        5.37% |        9.99%
  mpki                               |         0.06 |        39.19 |         6.48 |        14.78 |        26.49 |        46.76 |         1.25 |        18.89 |        16.52 |         0.41 |        32.58 |        16.95 |        11.44 |        37.67 |         2.51 |        26.01
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    138340215 |   1048504915 |    105080412 |   1505993617 |    135350368 |     23761816 |    210955801 |    152226132 |    600480448 |    285215567 |    493261812 |   1037661624 |   1985624001 |    554082538 |   1253717656 |     38030498
    num misses                       |            3 |           19 |           42 |         4447 |           14 |            3 |           47 |          105 |           10 |            4 |          634 |        37750 |           18 |           52 |            8 |        31058
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.08%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.01 |         0.00 |         0.00 |         0.00 |         0.07
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    426355125 |   2712906751 |    345319760 |   5545247318 |    461083750 |     88558906 |    734386369 |    404838831 |   2292003255 |   1253641450 |   1388366336 |   2610063884 |   6900328348 |   1998253446 |   4003150785 |    155915479
    num misses                       |       762094 |     12010092 |      1685567 |      2919439 |      3275880 |     21159592 |      1136277 |     15759502 |     23135580 |       665658 |      7373394 |     14553058 |     49070738 |       121775 |      1281446 |      2395897
    miss rate                        |        0.18% |        0.44% |        0.49% |        0.05% |        0.71% |       23.89% |        0.15% |        3.89% |        1.01% |        0.05% |        0.53% |        0.56% |        0.71% |        0.01% |        0.03% |        1.54%
    mpki                             |         0.49 |         1.49 |         1.34 |         0.22 |         2.66 |        84.64 |         0.54 |        18.14 |         4.54 |         0.21 |         2.06 |         2.25 |         3.00 |         0.02 |         0.10 |         5.32
  L2 TLB                             |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |       762097 |     12010111 |      1685609 |      2923886 |      3275894 |     21159595 |      1136324 |     15759607 |     23135590 |       665662 |      7374028 |     14590808 |     49070756 |       121827 |      1281454 |      2426955
    num misses                       |       761525 |      2514800 |       523688 |        92179 |      3275856 |     10898312 |       348639 |      4723910 |      2051834 |       348905 |       715829 |      2073026 |       374699 |       108814 |        31685 |      2053286
    miss rate                        |       99.92% |       20.94% |       31.07% |        3.15% |      100.00% |       51.51% |       30.68% |       29.97% |        8.87% |       52.41% |        9.71% |       14.21% |        0.76% |       89.32% |        2.47% |       84.60%
    mpki                             |         0.49 |         0.31 |         0.42 |         0.01 |         2.66 |        43.59 |         0.16 |         5.44 |         0.40 |         0.11 |         0.20 |         0.32 |         0.02 |         0.02 |         0.00 |         4.56
Cache Summary                        |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  Cache L1-I                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    138340215 |   1048504915 |    105080412 |   1505993617 |    135350368 |     23761816 |    210955801 |    152226132 |    600480448 |    285215567 |    493261812 |   1037661624 |   1985624001 |    554082538 |   1253717656 |     38030498
    num cache misses                 |      1075031 |      5371095 |       200504 |     20659199 |        94742 |       190059 |       208771 |      3314666 |       441684 |       406286 |     28612212 |     19705563 |     17156094 |       135215 |       206605 |       723709
    miss rate                        |        0.78% |        0.51% |        0.19% |        1.37% |        0.07% |        0.80% |        0.10% |        2.18% |        0.07% |        0.14% |        5.80% |        1.90% |        0.86% |        0.02% |        0.02% |        1.90%
    mpki                             |         0.69 |         0.67 |         0.16 |         1.56 |         0.08 |         0.76 |         0.10 |         3.82 |         0.09 |         0.13 |         7.99 |         3.04 |         1.05 |         0.02 |         0.02 |         1.61
  Cache L1-D                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |    426355125 |   2712906751 |    345319760 |   5545247318 |    461083750 |     88558906 |    734386369 |    404838831 |   2292003255 |   1253641450 |   1388366336 |   2610063884 |   6900328348 |   1998253446 |   4003150785 |    155915479
    num cache misses                 |     80510677 |     11148638 |     18471109 |     51570880 |     36053671 |     28757943 |     25988426 |     23100115 |     73451115 |     32386754 |     32855215 |     24384746 |     32516748 |      7472710 |    106096669 |     13425972
    miss rate                        |       18.88% |        0.41% |        5.35% |        0.93% |        7.82% |       32.47% |        3.54% |        5.71% |        3.20% |        2.58% |        2.37% |        0.93% |        0.47% |        0.37% |        2.65% |        8.61%
    mpki                             |        51.44 |         1.38 |        14.73 |         3.89 |        29.22 |       115.03 |        12.29 |        26.59 |        14.40 |        10.16 |         9.18 |         3.76 |         1.99 |         1.11 |         8.06 |        29.83
  Cache L2                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     81585729 |     18699049 |     18832250 |     72316665 |     40671894 |     32657292 |     29964884 |     30952236 |     74634906 |     32797238 |     62895456 |     44918594 |     49871510 |      7795618 |    106676061 |     14186268
    num cache misses                 |     53063023 |      7416343 |     17307172 |     28710605 |     36148413 |     24336052 |     21130077 |     22685509 |     51763902 |     22851311 |     32000693 |     23596080 |      4915582 |      7282245 |      3392632 |     13568292
    miss rate                        |       65.04% |       39.66% |       91.90% |       39.70% |       88.88% |       74.52% |       70.52% |       73.29% |       69.36% |       69.67% |       50.88% |       52.53% |        9.86% |       93.41% |        3.18% |       95.64%
    mpki                             |        33.90 |         0.92 |        13.80 |         2.16 |        29.30 |        97.34 |         9.99 |        26.11 |        10.15 |         7.17 |         8.94 |         3.64 |         0.30 |         1.08 |         0.26 |        30.15
  Cache L3                           |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num cache accesses               |     53063044 |      9632723 |     17468211 |     28798421 |     40671894 |     28070423 |     24953906 |     27229777 |     52546647 |     22861684 |     33430269 |     24427563 |      5117990 |      7472666 |      3776404 |     13605912
    num cache misses                 |     48757066 |      3169172 |     15158071 |      2062513 |     36047224 |     17337996 |     18601161 |     15331511 |     11243318 |     21941823 |      8168755 |      7319260 |      1185330 |      7228921 |      2144786 |     13090274
    miss rate                        |       91.89% |       32.90% |       86.78% |        7.16% |       88.63% |       61.77% |       74.54% |       56.30% |       21.40% |       95.98% |       24.44% |       29.96% |       23.16% |       96.74% |       56.79% |       96.21%
    mpki                             |        31.15 |         0.39 |        12.09 |         0.16 |        29.22 |        69.35 |         8.80 |        17.65 |         2.20 |         6.88 |         2.28 |         1.13 |         0.07 |         1.07 |         0.16 |        29.09
DRAM summary                         |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num dram accesses                  |    325948723 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns)   |       432.33 |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay        |       322.32 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  average dram bandwidth utilization |       96.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
Coherency Traffic                    |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num loads from dram                |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from dram cache          |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
