                                     | Core 0      | Core 1       | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1154902473 |  11176802402 |   448159037 |  6252328274 |   466277718 |  7858171928 |  3273784122 |   498734490 |   865774777 |  1757472033 |  1075738487 |  3946361119 |   249999981 |   680750333 |  9328354130 |  7450828157
  Cycles                             |  6175180842 |   6175180508 |  6175180842 |  6175181004 |  6175181783 |  6175180527 |  6175180509 |  6175182175 |  6175181086 |  6175181368 |  6175180520 |  6175181357 |  6175176316 |  6175180905 |  6175181848 |  6175181584
  IPC                                |        0.19 |         1.81 |        0.07 |        1.01 |        0.08 |        1.27 |        0.53 |        0.08 |        0.14 |        0.28 |        0.17 |        0.64 |        0.04 |        0.11 |        1.51 |        1.21
  Time (ns)                          |  2058393614 |   2058393503 |  2058393614 |  2058393668 |  2058393928 |  2058393509 |  2058393503 |  2058394059 |  2058393696 |  2058393790 |  2058393507 |  2058393786 |  2058392106 |  2058393635 |  2058393950 |  2058393862
Branch predictor stats               |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    61836072 |   2062684275 |    74398671 |   553912267 |    64123944 |  1047781375 |   493656517 |    84574161 |     7849071 |    40513109 |    35254074 |   210923177 |    58565837 |    12593156 |   621421036 |   328737970
  num incorrect                      |     1446613 |    140713762 |     4501508 |    92383076 |     8812502 |   105691234 |    55530350 |     7824279 |       52552 |      722600 |    16611490 |   150622680 |     6500447 |    17552597 |   106697771 |    18663724
  misprediction rate                 |       2.29% |        6.39% |       5.71% |      14.29% |      12.08% |       9.16% |      10.11% |       8.47% |       0.67% |       1.75% |      32.03% |      41.66% |       9.99% |      58.23% |      14.65% |       5.37%
  mpki                               |        1.25 |        12.59 |       10.04 |       14.78 |       18.90 |       13.45 |       16.96 |       15.69 |        0.06 |        0.41 |       15.44 |       38.17 |       26.00 |       25.78 |       11.44 |        2.50
TLB Summary                          |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   115458295 |   1832714424 |    75549313 |   709997989 |    81673443 |  1177654261 |   524227184 |    57833645 |    76517764 |   157057375 |    83994663 |   319602044 |    21135842 |    73700295 |  1131887875 |   709779851
    num misses                       |          47 |           39 |           4 |        2151 |          92 |        5097 |       19035 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   403283016 |   3642500229 |   135760887 |  2614392691 |   217289873 |  3064155826 |  1318803787 |   172422070 |   235676692 |   690171274 |   471770347 |  1161044199 |    86633855 |   247921032 |  3933492636 |  2266210426
    num misses                       |      611283 |           23 |      162472 |     1377044 |     8460843 |      954525 |     7370137 |     2920928 |      420634 |      368351 |      485649 |       68988 |     1331678 |     1719051 |    27965640 |      726812
    miss rate                        |       0.15% |        0.00% |       0.12% |       0.05% |       3.89% |       0.03% |       0.56% |       1.69% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.53 |         0.00 |        0.36 |        0.22 |       18.15 |        0.12 |        2.25 |        5.86 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.53 |        3.00 |        0.10
  L2 TLB                             |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      611330 |           62 |      162476 |     1379195 |     8460935 |      959622 |     7389172 |     2920970 |      420637 |      368355 |      485652 |       69040 |     1349119 |     1719065 |    27965658 |      726820
    num misses                       |      190772 |           62 |      162476 |       43663 |     2525355 |       27860 |     1050971 |      792260 |      420318 |      191593 |      329447 |       61434 |     1140466 |     1719046 |      213709 |       18009
    miss rate                        |      31.21% |      100.00% |     100.00% |       3.17% |      29.85% |       2.90% |      14.22% |      27.12% |      99.92% |      52.01% |      67.84% |      88.98% |      84.53% |     100.00% |       0.76% |       2.48%
    mpki                             |        0.17 |         0.00 |        0.36 |        0.01 |        5.42 |        0.00 |        0.32 |        1.59 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.53 |        0.02 |        0.00
Cache Summary                        |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   115458295 |   1832714424 |    75549313 |   709997989 |    81673443 |  1177654261 |   524227184 |    57833645 |    76517764 |   157057375 |    83994663 |   319602044 |    21135842 |    73700295 |  1131887875 |   709779851
    num cache misses                 |       38421 |     17258184 |        3259 |     8612028 |      977222 |    24129667 |     8935070 |       29791 |      120621 |       52248 |       32830 |       64461 |      345596 |       14972 |     9377080 |       44309
    miss rate                        |       0.03% |        0.94% |       0.00% |       1.21% |       1.20% |       2.05% |       1.70% |       0.05% |       0.16% |       0.03% |       0.04% |       0.02% |       1.64% |       0.02% |       0.83% |       0.01%
    mpki                             |        0.03 |         1.54 |        0.01 |        1.38 |        2.10 |        3.07 |        2.73 |        0.06 |        0.14 |        0.03 |        0.03 |        0.02 |        1.38 |        0.02 |        1.01 |        0.01
  Cache L1-D                         |             |              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   403283016 |   3642500229 |   135760887 |  2614392691 |   217289873 |  3064155826 |  1318803787 |   172422070 |   235676692 |   690171274 |   471770347 |  1161044199 |    86633855 |   247921032 |  3933492636 |  2266210426
    num cache misses                 |    14192568 |       126391 |    10396039 |    24057999 |    12061798 |    42006375 |    11780535 |    20129281 |    44377954 |    17850437 |    23813089 |     4225461 |     7409996 |    18949423 |    18080505 |    60051154
    miss rate                        |       3.52% |        0.00% |       7.66% |       0.92% |       5.55% |       1.37% |       0.89% |      11.67% |      18.83% |       2.59% |       5.05% |       0.36% |       8.55% |       7.64% |       0.46% |       2.65%
    mpki                             |       12.29 |         0.01 |       23.20 |        3.85 |       25.87 |        5.35 |        3.60 |       40.36 |       51.26 |       10.16 |       22.14 |        1.07 |       29.64 |       27.84 |        1.94 |        8.06
