                                   | Core 0    
  Instructions                     |  499999988
  Cycles                           |  336941977
  IPC                              |       1.48
  Time (ns)                        |  112313992
Branch predictor stats             |           
  num correct                      |   27991202
  num incorrect                    |    4784151
  misprediction rate               |     14.60%
  mpki                             |       9.57
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   55470952
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  236294951
    num misses                     |     329083
    miss rate                      |      0.14%
    mpki                           |       0.66
  L2 TLB                           |           
    num accesses                   |     329139
    num misses                     |      32350
    miss rate                      |      9.83%
    mpki                           |       0.06
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   55470952
    num cache misses               |     159090
    miss rate                      |      0.29%
    mpki                           |       0.32
  Cache L1-D                       |           
    num cache accesses             |  236294951
    num cache misses               |    1485203
    miss rate                      |      0.63%
    mpki                           |       2.97
  Cache L2                         |           
    num cache accesses             |    1654376
    num cache misses               |    1215219
    miss rate                      |     73.45%
    mpki                           |       2.43
  Cache L3                         |           
    num cache accesses             |    1225842
    num cache misses               |     992654
    miss rate                      |     80.98%
    mpki                           |       1.99
DRAM summary                       |           
  num dram accesses                |    1353113
  average dram access latency (ns) |      50.24
  average dram queueing delay      |       0.23
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
