                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  6643263366 |  5603015717 |   270221614 |   407442611 |   273562637 |   626928492 |   664155982 |   249999886 |  3617174383 |   667605087 |  1182265914 |   512153768 |  2041881065 |  1345954395 |  1958910581 |  4119327537
  Cycles                             |  3801492634 |  3801493064 |  3801492898 |  3801493314 |  3801494194 |  3801492909 |  3801493380 |  3801489021 |  3801493119 |  3801493241 |  3801493399 |  3801494349 |  3801493261 |  3801492789 |  3801492600 |  3801493658
  IPC                                |        1.75 |        1.47 |        0.07 |        0.11 |        0.07 |        0.16 |        0.17 |        0.07 |        0.95 |        0.18 |        0.31 |        0.13 |        0.54 |        0.35 |        0.52 |        1.08
  Time (ns)                          |  1267164212 |  1267164355 |  1267164300 |  1267164438 |  1267164732 |  1267164303 |  1267164460 |  1267163007 |  1267164373 |  1267164414 |  1267164467 |  1267164783 |  1267164421 |  1267164263 |  1267164200 |  1267164553
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   526645161 |  1034039734 |    46323196 |     7475452 |    44670398 |    38078665 |    40635638 |    34399075 |   158742413 |    19689483 |   129615967 |     4650870 |   164207302 |     1755877 |   111653604 |   548527095
  num incorrect                      |    43080318 |    70541358 |     4121645 |    10466137 |     2697815 |    22914064 |     1516552 |     4720676 |     9023707 |     9541364 |    19659110 |       31158 |    27592438 |       29758 |    18953406 |    55415225
  misprediction rate                 |       7.56% |       6.39% |       8.17% |      58.33% |       5.70% |      37.57% |       3.60% |      12.07% |       5.38% |      32.64% |      13.17% |       0.67% |      14.39% |       1.67% |      14.51% |       9.18%
  mpki                               |        6.48 |       12.59 |       15.25 |       25.69 |        9.86 |       36.55 |        2.28 |       18.88 |        2.49 |       14.29 |       16.63 |        0.06 |       13.51 |        0.02 |        9.68 |       13.45
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
