                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5719983466 |  5553567187 |  4382831902 |  5071678778 |   950447540 |  1662352813 |  8495421856 |   249999989
  Cycles                             |  4700676367 |  4700676386 |  4700676362 |  4700676375 |  4700676671 |  4700676397 |  4700676360 |  4700673955
  IPC                                |        1.22 |        1.18 |        0.93 |        1.08 |        0.20 |        0.35 |        1.81 |        0.05
  Time (ns)                          |  1566892122 |  1566892129 |  1566892121 |  1566892125 |  1566892224 |  1566892132 |  1566892120 |  1566891318
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   506252807 |   601497498 |   564542294 |   288897000 |   160647567 |   101033156 |   391223899 |    43244780
  num incorrect                      |    84439686 |    91646987 |   131763679 |    48897862 |    14835141 |    60797734 |     3256305 |    11689069
  misprediction rate                 |      14.30% |      13.22% |      18.92% |      14.48% |       8.45% |      37.57% |       0.83% |      21.28%
  mpki                               |       14.76 |       16.50 |       30.06 |        9.64 |       15.61 |       36.57 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   649345299 |   653900314 |   614590746 |   569673376 |   110299874 |   198355647 |   649941413 |    23761816
    num misses                       |        1971 |          10 |         289 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2392199672 |  2496237238 |  1712057452 |  2383648122 |   330433157 |   764392089 |  4888544857 |    88558906
    num misses                       |     1263641 |    25239610 |     3063884 |     1538086 |     5661692 |     5244385 |      659738 |    21161340
    miss rate                        |       0.05% |       1.01% |       0.18% |       0.06% |       1.71% |       0.69% |       0.01% |      23.90%
    mpki                             |        0.22 |        4.54 |        0.70 |        0.30 |        5.96 |        3.15 |        0.08 |       84.65
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1265612 |    25239620 |     3064173 |     1538142 |     5661734 |     5244395 |      659781 |    21161343
    num misses                       |       40028 |     2234552 |      488272 |      242638 |     1532520 |     4167649 |      188741 |    10898914
    miss rate                        |       3.16% |       8.85% |      15.93% |      15.77% |      27.07% |      79.47% |      28.61% |      51.50%
    mpki                             |        0.01 |        0.40 |        0.11 |        0.05 |        1.61 |        2.51 |        0.02 |       43.60
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   649345299 |   653900314 |   614590746 |   569673376 |   110299874 |   198355647 |   649941413 |    23761816
    num cache misses                 |     9401601 |      531867 |    19210336 |     1869335 |      148814 |      119578 |      587971 |      276659
    miss rate                        |       1.45% |       0.08% |       3.13% |       0.33% |       0.13% |       0.06% |       0.09% |       1.16%
    mpki                             |        1.64 |        0.10 |        4.38 |        0.37 |        0.16 |        0.07 |        0.07 |        1.11
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2392199672 |  2496237238 |  1712057452 |  2383648122 |   330433157 |   764392089 |  4888544857 |    88558906
    num cache misses                 |    22549692 |    80134288 |    21456121 |    15276634 |    38936141 |    12315462 |    45962229 |    29089269
    miss rate                        |       0.94% |       3.21% |       1.25% |       0.64% |      11.78% |       1.61% |       0.94% |      32.85%
    mpki                             |        3.94 |       14.43 |        4.90 |        3.01 |       40.97 |        7.41 |        5.41 |      116.36
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    32093310 |    81322048 |    41808761 |    17218894 |    45096823 |    14676176 |    46565137 |    33696903
    num cache misses                 |    13503973 |    56634870 |    18852970 |    13475111 |    34899825 |    11830943 |    32175132 |    26088525
    miss rate                        |      42.08% |      69.64% |      45.09% |      78.26% |      77.39% |      80.61% |      69.10% |      77.42%
    mpki                             |        2.36 |       10.20 |        4.30 |        2.66 |       36.72 |        7.12 |        3.79 |      104.35
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    13648957 |    57300562 |    19999888 |    13552507 |    40913125 |    14112788 |    32190314 |    30443170
    num cache misses                 |     3210568 |     4615195 |     3445398 |     9473774 |    28867966 |    10615988 |     6151308 |    24458387
    miss rate                        |      23.52% |       8.05% |      17.23% |      69.90% |      70.56% |      75.22% |      19.11% |      80.34%
    mpki                             |        0.56 |        0.83 |        0.79 |        1.87 |       30.37 |        6.39 |        0.72 |       97.83
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   124875985 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      156.10 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       46.09 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
