                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   249999886 |  1674846679 |  1845118607 |  4915332540 |  1541508978 |   506122089 |   682839720 |   980231543 |   266987518 |  1098741779 |   669639256 |  1706007313 |  1046780097 |   774871509 |  1881027286 |  1487322560
  Cycles                             |  2420467154 |  2420470094 |  2420469492 |  2420469467 |  2420469931 |  2420469480 |  2420469534 |  2420469480 |  2420469461 |  2420469490 |  2420470102 |  2420469480 |  2420470007 |  2420469513 |  2420469985 |  2420469461
  IPC                                |        0.10 |        0.69 |        0.76 |        2.03 |        0.64 |        0.21 |        0.28 |        0.40 |        0.11 |        0.45 |        0.28 |        0.70 |        0.43 |        0.32 |        0.78 |        0.61
  Time (ns)                          |   806822385 |   806823365 |   806823164 |   806823156 |   806823311 |   806823160 |   806823178 |   806823160 |   806823154 |   806823164 |   806823368 |   806823160 |   806823336 |   806823171 |   806823329 |   806823154
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    34399075 |    86465327 |   164179588 |   226346361 |    87261018 |    30767123 |    36478734 |   149975563 |    45519493 |    47670198 |    40963087 |   137176699 |    23922214 |    15428253 |   125491304 |   224352271
  num incorrect                      |     4720676 |    65028589 |    27473669 |     1881904 |    14788975 |    18514888 |      853306 |    38385650 |     4085866 |     2715466 |     1519797 |    23033124 |      425783 |     2335585 |    21494423 |    25191898
  misprediction rate                 |      12.07% |      42.92% |      14.34% |       0.82% |      14.49% |      37.57% |       2.29% |      20.38% |       8.24% |       5.39% |       3.58% |      14.38% |       1.75% |      13.15% |      14.62% |      10.10%
  mpki                               |       18.88 |       38.83 |       14.89 |        0.38 |        9.59 |       36.58 |        1.25 |       39.16 |       15.30 |        2.47 |        2.27 |       13.50 |        0.41 |        3.01 |       11.43 |       16.94
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
