                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   855254775 |  1361433352 |  1694322958 |   966424206 |   678136699 |  1154236611 |  1864307990
  Cycles                             |  1140497183 |  1140500143 |  1140499840 |  1140499853 |  1140499849 |  1140499932 |  1140499841 |  1140499830
  IPC                                |        0.22 |        0.75 |        1.19 |        1.49 |        0.85 |        0.59 |        1.01 |        1.63
  Time (ns)                          |   380165728 |   380166714 |   380166613 |   380166618 |   380166616 |   380166644 |   380166614 |   380166610
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19238776 |    77945027 |    74338020 |     1253165 |    41199485 |   174115031 |   247420267
  num incorrect                      |     2521753 |      340964 |    13234384 |     4232961 |       21238 |    24791784 |    19516347 |    25084585
  misprediction rate                 |       5.85% |       1.74% |      14.51% |       5.39% |       1.67% |      37.57% |      10.08% |       9.21%
  mpki                               |       10.09 |        0.40 |        9.72 |        2.50 |        0.02 |       36.56 |       16.91 |       13.46
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    77163938 |   153577477 |   161709015 |   110716813 |    80870137 |   184696272 |   280409755
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        6850 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   337444251 |   638835762 |   516942038 |   722875198 |   311902346 |   464181649 |   729842948
    num misses                       |       88470 |      170457 |      411345 |      163973 |    25992457 |     2130215 |     2529538 |      233893
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.60% |       0.68% |       0.54% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       26.90 |        3.14 |        2.19 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      170461 |      411401 |      163981 |    25992463 |     2130225 |     2536388 |      235174
    num misses                       |       88474 |       94726 |       64771 |        4196 |    18605050 |     1691067 |      364814 |        6835
    miss rate                        |     100.00% |      55.57% |      15.74% |       2.56% |      71.58% |      79.38% |      14.38% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.25 |        2.49 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    77163938 |   153577477 |   161709015 |   110716813 |    80870137 |   184696272 |   280409755
    num cache misses                 |        1012 |       10656 |      226756 |       12931 |       57702 |       11480 |     3055924 |     5770559
    miss rate                        |       0.00% |       0.01% |       0.15% |       0.01% |       0.05% |       0.01% |       1.65% |       2.06%
    mpki                             |        0.00 |        0.01 |        0.17 |        0.01 |        0.06 |        0.02 |        2.65 |        3.10
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   337444251 |   638835762 |   516942038 |   722875198 |   311902346 |   464181649 |   729842948
    num cache misses                 |     5660469 |     8422778 |     3813494 |    13767225 |     7876307 |     4829265 |     4037975 |     9538649
    miss rate                        |       7.48% |       2.50% |       0.60% |       2.66% |       1.09% |       1.55% |       0.87% |       1.31%
    mpki                             |       22.64 |        9.85 |        2.80 |        8.13 |        8.15 |        7.12 |        3.50 |        5.12
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7681176 |     8440227 |     4050111 |    13842464 |     7936771 |     5361735 |     7262444 |    15381895
    num cache misses                 |     5661481 |     5972711 |     1948747 |      386524 |     5230213 |     2372123 |     1524037 |      567482
    miss rate                        |      73.71% |      70.76% |      48.12% |       2.79% |      65.90% |      44.24% |      20.99% |       3.69%
    mpki                             |       22.65 |        6.98 |        1.43 |        0.23 |        5.41 |        3.50 |        1.32 |        0.30
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7681176 |     5981884 |     2010751 |      451131 |     5250220 |     3062439 |     1696007 |      646378
    num cache misses                 |     5660165 |     5960197 |     1893787 |      386472 |     5013167 |     1684111 |     1493515 |      565707
    miss rate                        |      73.69% |      99.64% |      94.18% |      85.67% |      95.48% |      54.99% |      88.06% |      87.52%
    mpki                             |       22.64 |        6.97 |        1.39 |        0.23 |        5.19 |        2.48 |        1.29 |        0.30
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30232651 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      154.13 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       44.12 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
