                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1962068999 |   961844386 |  1105574933 |   371603293 |  1657198929 |   249999973 |  1388704359 |   515583853
  Cycles                             |  1105165285 |  1105165438 |  1105165341 |  1105165500 |  1105165281 |  1105162563 |  1105165331 |  1105165502
  IPC                                |        1.78 |        0.87 |        1.00 |        0.34 |        1.50 |        0.23 |        1.26 |        0.47
  Time (ns)                          |   368388429 |   368388480 |   368388447 |   368388500 |   368388427 |   368387521 |   368388444 |   368388501
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   111784522 |   147166483 |    21950689 |     7074563 |   146780522 |    40600608 |   111739272 |    31335210
  num incorrect                      |    18968550 |    37672942 |     3266397 |     9824717 |    24533369 |     2521753 |    18745382 |    18856023
  misprediction rate                 |      14.51% |      20.38% |      12.95% |      58.14% |      14.32% |       5.85% |      14.37% |      37.57%
  mpki                               |        9.67 |       39.17 |        2.95 |       26.44 |       14.80 |       10.09 |       13.50 |       36.57
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   220271646 |   125104496 |   105659497 |    41007754 |   187944364 |    41868591 |   203483588 |    61523370
    num misses                       |          56 |          19 |          74 |          14 |         636 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   921996140 |   323659906 |   558365282 |   137237293 |   693431449 |    75636447 |   665824159 |   237077555
    num misses                       |      591510 |     1429438 |     1305215 |      986302 |      368664 |       88470 |     3724681 |     1630046
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.65 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      591566 |     1429457 |     1305289 |      986316 |      369300 |       88474 |     3724746 |     1630056
    num misses                       |       93403 |      299454 |       17865 |      986305 |       11668 |       88474 |       23419 |     1295263
    miss rate                        |      15.79% |      20.95% |       1.37% |     100.00% |       3.16% |     100.00% |       0.63% |      79.46%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.65 |        0.01 |        0.35 |        0.02 |        2.51
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   220271646 |   125104496 |   105659497 |    41007754 |   187944364 |    41868591 |   203483588 |    61523370
    num cache misses                 |      442449 |      596570 |       52762 |       17397 |     2325499 |        4623 |     6094016 |       28366
    miss rate                        |       0.20% |       0.48% |       0.05% |       0.04% |       1.24% |       0.01% |       2.99% |       0.05%
    mpki                             |        0.23 |        0.62 |        0.05 |        0.05 |        1.40 |        0.02 |        4.39 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   921996140 |   323659906 |   558365282 |   137237293 |   693431449 |    75636447 |   665824159 |   237077555
    num cache misses                 |     5531101 |     1323594 |     8798925 |    10564661 |     6137217 |     5661940 |    22013261 |     3696686
    miss rate                        |       0.60% |       0.41% |       1.58% |       7.70% |       0.89% |       7.49% |       3.31% |       1.56%
    mpki                             |        2.82 |        1.38 |        7.96 |       28.43 |        3.70 |       22.65 |       15.85 |        7.17
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5974574 |     2214875 |     8993591 |    11991263 |     8467477 |     7671459 |    28129039 |     4306295
    num cache misses                 |     3346438 |      772753 |     2069446 |    10581974 |     1275209 |     5666563 |      621682 |     3210305
    miss rate                        |      56.01% |      34.89% |      23.01% |      88.25% |      15.06% |      73.87% |       2.21% |      74.55%
    mpki                             |        1.71 |        0.80 |        1.87 |       28.48 |        0.77 |       22.67 |        0.45 |        6.23
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3347649 |     1074681 |     2211622 |    11991179 |     1280616 |     7671459 |      647229 |     3866274
    num cache misses                 |      166949 |      691913 |      693960 |    10558851 |      111609 |     5605140 |      523154 |     2091609
    miss rate                        |       4.99% |      64.38% |      31.38% |      88.06% |       8.72% |      73.06% |      80.83% |      54.10%
    mpki                             |        0.09 |        0.72 |        0.63 |       28.41 |        0.07 |       22.42 |        0.38 |        4.06
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    28720875 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      147.53 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       37.52 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
