                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      
  Instructions                       |  8076230856 |  1613770894 |   249999989 |  2254268266 |   920727245 |  6161619030 |  4777118344 |  10432690545
  Cycles                             |  6600943094 |  6600943247 |  6600925175 |  6600944298 |  6600943733 |  6600943407 |  6600943756 |   6600943848
  IPC                                |        1.22 |        0.24 |        0.04 |        0.34 |        0.14 |        0.93 |        0.72 |         1.58
  Time (ns)                          |  2200314365 |  2200314416 |  2200308392 |  2200314766 |  2200314578 |  2200314469 |  2200314585 |   2200314616
Branch predictor stats               |             |             |             |             |             |             |             |             
  num correct                        |   460209696 |    14644097 |    43244780 |   120514569 |   126678027 |   283739274 |   720386889 |    695437087
  num incorrect                      |    77869739 |       98080 |    11689069 |     2819419 |    17406954 |     2359439 |    81020405 |    119256141
  misprediction rate                 |      14.47% |       0.67% |      21.28% |       2.29% |      12.08% |       0.82% |      10.11% |       14.64%
  mpki                               |        9.64 |        0.06 |       46.76 |        1.25 |       18.91 |        0.38 |       16.96 |        11.43
TLB Summary                          |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |   907203699 |   142626734 |    23761816 |   224479322 |   161287879 |   471385639 |   764932264 |   1265875729
    num misses                       |          56 |           3 |           3 |          47 |         108 |          43 |       27917 |           18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |             
    num accesses                     |  3795348925 |   439480075 |    88558906 |   780987555 |   429056619 |  3545606410 |  1924288599 |   4398815778
    num misses                       |     2452019 |      785177 |    21160064 |     1213607 |    16730560 |      477780 |    10748712 |     31209677
    miss rate                        |       0.06% |       0.18% |      23.89% |       0.16% |       3.90% |       0.01% |       0.56% |        0.71%
    mpki                             |        0.30 |        0.49 |       84.64 |        0.54 |       18.17 |        0.08 |        2.25 |         2.99
  L2 TLB                             |             |             |             |             |             |             |             |             
    num accesses                     |     2452075 |      785180 |    21160067 |     1213654 |    16730668 |      477823 |    10776629 |     31209695
    num misses                       |      386393 |      784587 |    10898509 |      369528 |     5002400 |      137677 |     1532127 |       238284
    miss rate                        |      15.76% |      99.92% |      51.51% |      30.45% |      29.90% |      28.81% |      14.22% |        0.76%
    mpki                             |        0.05 |        0.49 |       43.59 |        0.16 |        5.43 |        0.02 |        0.32 |         0.02
Cache Summary                        |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |             
    num cache accesses               |   907203699 |   142626734 |    23761816 |   224479322 |   161287879 |   471385639 |   764932264 |   1265875729
    num cache misses                 |     1283779 |      113115 |       32467 |       47700 |     1683671 |      182953 |    13177932 |     10563579
    miss rate                        |       0.14% |       0.08% |       0.14% |       0.02% |       1.04% |       0.04% |       1.72% |        0.83%
    mpki                             |        0.16 |        0.07 |        0.13 |        0.02 |        1.83 |        0.03 |        2.76 |         1.01
  Cache L1-D                         |             |             |             |             |             |             |             |             
    num cache accesses               |  3795348925 |   439480075 |    88558906 |   780987555 |   429056619 |  3545606410 |  1924288599 |   4398815778
    num cache misses                 |    22687210 |    82825569 |    28789039 |    27444378 |    23792952 |    32004236 |    17350963 |     20738088
    miss rate                        |       0.60% |      18.85% |      32.51% |       3.51% |       5.55% |       0.90% |       0.90% |        0.47%
    mpki                             |        2.81 |       51.32 |      115.16 |       12.17 |       25.84 |        5.19 |        3.63 |         1.99
  Cache L2                           |             |             |             |             |             |             |             |             
    num cache accesses               |    23998856 |    82942769 |    32660980 |    31362496 |    30282802 |    32273313 |    31334162 |     31594320
    num cache misses                 |     9928462 |    50343261 |    19630133 |    19971536 |    18107054 |    16370303 |     7360969 |      1482140
    miss rate                        |      41.37% |      60.70% |      60.10% |      63.68% |      59.79% |      50.72% |      23.49% |        4.69%
    mpki                             |        1.23 |       31.20 |       78.52 |        8.86 |       19.67 |        2.66 |        1.54 |         0.14
  Cache L3                           |             |             |             |             |             |             |             |             
    num cache accesses               |    10422037 |    50347346 |    23562627 |    23989399 |    22944399 |    16491678 |     8180692 |      1778014
    num cache misses                 |     5508176 |    50285478 |    19047044 |    19200318 |    16177440 |    13698727 |     7254936 |      1479288
    miss rate                        |      52.85% |      99.88% |      80.84% |      80.04% |      70.51% |      83.06% |      88.68% |       83.20%
    mpki                             |        0.68 |       31.16 |       76.19 |        8.52 |       17.57 |        2.22 |        1.52 |         0.14
DRAM summary                         |             |             |             |             |             |             |             |             
  num dram accesses                  |   207033796 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      251.84 |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      141.84 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
