                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1126390152 |  2313941973 |   445362389 |  2018812909 |   393150416 |  4189381529 |  2918351030 |  1331458175 |   865060047 |  1744875633 |  1084836304 |  3546608378 |   249999981 |   681439044 |  2757270489 |  1898422533
  Cycles                             |  6760913700 |  6760914903 |  6760914229 |  6760914125 |  6760913759 |  6760913555 |  6760913619 |  6760913763 |  6760916826 |  6760915022 |  6760914490 |  6760914771 |  6760910543 |  6760915446 |  6760915370 |  6760914229
  IPC                                |        0.17 |        0.34 |        0.07 |        0.30 |        0.06 |        0.62 |        0.43 |        0.20 |        0.13 |        0.26 |        0.16 |        0.52 |        0.04 |        0.10 |        0.41 |        0.28
  Time (ns)                          |  2253637900 |  2253638301 |  2253638076 |  2253638042 |  2253637920 |  2253637852 |  2253637873 |  2253637921 |  2253638942 |  2253638341 |  2253638163 |  2253638257 |  2253636848 |  2253638482 |  2253638457 |  2253638076
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    60708736 |   427040461 |    73936497 |   179364956 |    53941785 |   556035842 |   440214904 |   225172111 |     7842440 |    40232887 |    35397270 |   192674446 |    58565837 |    12600859 |   183644492 |    83120443
  num incorrect                      |     1420027 |    29132908 |     4462341 |    29936933 |     7434288 |    56541561 |    49413024 |    20774500 |       52510 |      717669 |    16697633 |   134071011 |     6500447 |    17564922 |    31528022 |     4723197
  misprediction rate                 |       2.29% |       6.39% |       5.69% |      14.30% |      12.11% |       9.23% |      10.09% |       8.45% |       0.67% |       1.75% |      32.05% |      41.03% |       9.99% |      58.23% |      14.65% |       5.38%
  mpki                               |        1.26 |       12.59 |       10.02 |       14.83 |       18.91 |       13.50 |       16.93 |       15.60 |        0.06 |        0.41 |       15.39 |       37.80 |       26.00 |       25.78 |       11.43 |        2.49
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   113017881 |   379430148 |    75047973 |   229205908 |    68854718 |   629261071 |   467099200 |   154485449 |    76454418 |   155947942 |    84675296 |   289939968 |    21135842 |    73760378 |   334560224 |   181410377
    num misses                       |          47 |          39 |           4 |         757 |          89 |        2743 |       16986 |          42 |           3 |           4 |           3 |          52 |       17441 |          14 |          18 |           8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   392137111 |   754116396 |   134989293 |   843957607 |   183193010 |  1638293744 |  1174185670 |   462448646 |   235479506 |   685541809 |   476635791 |  1047306780 |    86633855 |   248119769 |  1162605556 |   579902395
    num misses                       |      607310 |          23 |      161493 |      441695 |     7098107 |      504900 |     6456647 |     7878815 |      420271 |      366117 |      489846 |       63268 |     1331697 |     1719876 |     8261384 |      179602
    miss rate                        |       0.15% |       0.00% |       0.12% |       0.05% |       3.87% |       0.03% |       0.55% |       1.70% |       0.18% |       0.05% |       0.10% |       0.01% |       1.54% |       0.69% |       0.71% |       0.03%
    mpki                             |        0.54 |        0.00 |        0.36 |        0.22 |       18.05 |        0.12 |        2.21 |        5.92 |        0.49 |        0.21 |        0.45 |        0.02 |        5.33 |        2.52 |        3.00 |        0.09
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      607357 |          62 |      161497 |      442452 |     7098196 |      507643 |     6473633 |     7878857 |      420274 |      366121 |      489849 |       63320 |     1349138 |     1719890 |     8261402 |      179610
    num misses                       |      187904 |          62 |      161497 |       14175 |     2120691 |       14939 |      923685 |     2142352 |      419957 |      190561 |      332176 |       56556 |     1140462 |     1719871 |       63390 |        4659
    miss rate                        |      30.94% |     100.00% |     100.00% |       3.20% |      29.88% |       2.94% |      14.27% |      27.19% |      99.92% |      52.05% |      67.81% |      89.32% |      84.53% |     100.00% |       0.77% |       2.59%
    mpki                             |        0.17 |        0.00 |        0.36 |        0.01 |        5.39 |        0.00 |        0.32 |        1.61 |        0.49 |        0.11 |        0.31 |        0.02 |        4.56 |        2.52 |        0.02 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   113017881 |   379430148 |    75047973 |   229205908 |    68854718 |   629261071 |   467099200 |   154485449 |    76454418 |   155947942 |    84675296 |   289939968 |    21135842 |    73760378 |   334560224 |   181410377
    num cache misses                 |      119438 |     6663741 |       14821 |     4303492 |     1665481 |    14357936 |     8839639 |      173830 |      611976 |      253786 |      131341 |      362441 |      419416 |       59428 |     4955161 |      336959
    miss rate                        |       0.11% |       1.76% |       0.02% |       1.88% |       2.42% |       2.28% |       1.89% |       0.11% |       0.80% |       0.16% |       0.16% |       0.13% |       1.98% |       0.08% |       1.48% |       0.19%
    mpki                             |        0.11 |        2.88 |        0.03 |        2.13 |        4.24 |        3.43 |        3.03 |        0.13 |        0.71 |        0.15 |        0.12 |        0.10 |        1.68 |        0.09 |        1.80 |        0.18
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
