                                   | Core 0    
  Instructions                     |  499999978
  Cycles                           |  442502969
  IPC                              |       1.13
  Time (ns)                        |  147500990
Branch predictor stats             |           
  num correct                      |   75184359
  num incorrect                    |    8433234
  misprediction rate               |     10.09%
  mpki                             |      16.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   79977756
    num misses                     |       3035
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  200753915
    num misses                     |    1048907
    miss rate                      |      0.52%
    mpki                           |       2.10
  L2 TLB                           |           
    num accesses                   |    1051942
    num misses                     |     152858
    miss rate                      |     14.53%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   79977756
    num cache misses               |    1474847
    miss rate                      |      1.84%
    mpki                           |       2.95
  Cache L1-D                       |           
    num cache accesses             |  200753915
    num cache misses               |    1800917
    miss rate                      |      0.90%
    mpki                           |       3.60
  Cache L2                         |           
    num cache accesses             |    3437409
    num cache misses               |    1856633
    miss rate                      |     54.01%
    mpki                           |       3.71
  Cache L3                         |           
    num cache accesses             |    2019355
    num cache misses               |    1263201
    miss rate                      |     62.55%
    mpki                           |       2.53
DRAM summary                       |           
  num dram accesses                |    1496949
  average dram access latency (ns) |      56.71
  average dram queueing delay      |       1.70
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
