                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999981 |  1012165658 |  1488926265 |   412967554
  Cycles                             |  1838230791 |  1838232791 |  1838232703 |  1838233267
  IPC                                |        0.14 |        0.55 |        0.81 |        0.22
  Time (ns)                          |   612743597 |   612744264 |   612744235 |   612744423
Branch predictor stats               |             |             |             |            
  num correct                        |    58565837 |    54534463 |     1933307 |    68202922
  num incorrect                      |     6500447 |     1275349 |       32764 |     4330010
  misprediction rate                 |       9.99% |       2.29% |       1.67% |       5.97%
  mpki                               |       26.00 |        1.26 |        0.02 |       10.49
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    21135842 |   101120440 |   170568850 |    69182054
    num misses                       |       17441 |          47 |           6 |           4
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    86633855 |   350626043 |  1113727171 |   126124201
    num misses                       |     1331665 |      551784 |    40050612 |      150030
    miss rate                        |       1.54% |       0.16% |       3.60% |       0.12%
    mpki                             |        5.33 |        0.55 |       26.90 |        0.36
  L2 TLB                             |             |             |             |            
    num accesses                     |     1349106 |      551831 |    40050618 |      150034
    num misses                       |     1140463 |      168252 |    28613301 |      150034
    miss rate                        |      84.53% |      30.49% |      71.44% |     100.00%
    mpki                             |        4.56 |        0.17 |       19.22 |        0.36
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    21135842 |   101120440 |   170568850 |    69182054
    num cache misses                 |      382519 |       74475 |      522689 |        7846
    miss rate                        |       1.81% |       0.07% |       0.31% |       0.01%
    mpki                             |        1.53 |        0.07 |        0.35 |        0.02
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    86633855 |   350626043 |  1113727171 |   126124201
    num cache misses                 |     7440913 |    12469586 |    12207003 |     9602764
    miss rate                        |       8.59% |       3.56% |       1.10% |       7.61%
    mpki                             |       29.76 |       12.32 |        8.20 |       23.25
  Cache L2                           |             |             |             |            
    num cache accesses               |     7848328 |    14444518 |    12781696 |    12913790
    num cache misses                 |     7448494 |     9725198 |     8683320 |     9610610
    miss rate                        |      94.91% |      67.33% |      67.94% |      74.42%
    mpki                             |       29.79 |        9.61 |        5.83 |       23.27
  Cache L3                           |             |             |             |            
    num cache accesses               |     7474366 |    11755382 |     8735538 |    12913790
    num cache misses                 |     7417678 |     9498721 |     8428301 |     9604708
    miss rate                        |      99.24% |      80.80% |      96.48% |      74.38%
    mpki                             |       29.67 |        9.38 |        5.66 |       23.26
DRAM summary                         |             |             |             |            
  num dram accesses                  |    44737212 |           0 |           0 |           0
  average dram access latency (ns)   |      144.85 |         inf |         inf |         inf
  average dram queueing delay        |       34.84 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      73.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
