                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4447006536 |   819996093 |  3884960053 |   249999989 |  4228129897 |  3201587405 |   564607263 |  1003770598
  Cycles                             |  4906024230 |  4906024800 |  4906024200 |  4906021413 |  4906024217 |  4906024360 |  4906024624 |  4906024242
  IPC                                |        0.91 |        0.17 |        0.79 |        0.05 |        0.86 |        0.65 |        0.12 |        0.20
  Time (ns)                          |  1635341410 |  1635341600 |  1635341400 |  1635340471 |  1635341406 |  1635341454 |  1635341542 |  1635341414
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   238441006 |   112830260 |    72735818 |    43244780 |   544636588 |    73621608 |   132307097 |   170245713
  num incorrect                      |   169451335 |    15463357 |    11016279 |    11689069 |   127040553 |     1312563 |    14696762 |    15698823
  misprediction rate                 |      41.54% |      12.05% |      13.15% |      21.28% |      18.91% |       1.75% |      10.00% |       8.44%
  mpki                               |       38.10 |       18.86 |        2.84 |       46.76 |       30.05 |        0.41 |       26.03 |       15.64
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   360603740 |   143677447 |   369979925 |    23761816 |   592948462 |   286348318 |    47735975 |   116411860
    num misses                       |          52 |         100 |         118 |           3 |         282 |           4 |       38554 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1309047607 |   382189620 |  1972455743 |    88558906 |  1651563670 |  1258660078 |   195610731 |   347462331
    num misses                       |       78172 |    14877274 |     4428358 |    21160564 |     2963930 |      668934 |     2974720 |     5854678
    miss rate                        |       0.01% |       3.89% |       0.22% |      23.89% |       0.18% |       0.05% |       1.52% |       1.68%
    mpki                             |        0.02 |       18.14 |        1.14 |       84.64 |        0.70 |        0.21 |        5.27 |        5.83
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       78224 |    14877374 |     4428476 |    21160567 |     2964212 |      668938 |     3013274 |     5854720
    num misses                       |       69646 |     4467252 |       60365 |    10898766 |      471433 |      350171 |     2549215 |     1593634
    miss rate                        |      89.03% |      30.03% |       1.36% |      51.51% |      15.90% |      52.35% |      84.60% |      27.22%
    mpki                             |        0.02 |        5.45 |        0.02 |       43.60 |        0.11 |        0.11 |        4.52 |        1.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   360603740 |   143677447 |   369979925 |    23761816 |   592948462 |   286348318 |    47735975 |   116411860
    num cache misses                 |       98275 |     1850465 |       92752 |       69636 |    17115912 |      107046 |      785054 |       59020
    miss rate                        |       0.03% |       1.29% |       0.03% |       0.29% |       2.89% |       0.04% |       1.64% |       0.05%
    mpki                             |        0.02 |        2.26 |        0.02 |        0.28 |        4.05 |        0.03 |        1.39 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1309047607 |   382189620 |  1972455743 |    88558906 |  1651563670 |  1258660078 |   195610731 |   347462331
    num cache misses                 |     4803808 |    21462908 |    30453705 |    28846678 |    20534628 |    32632770 |    16762195 |    40565092
    miss rate                        |       0.37% |       5.62% |       1.54% |      32.57% |       1.24% |       2.59% |       8.57% |      11.67%
    mpki                             |        1.08 |       26.17 |        7.84 |      115.39 |        4.86 |       10.19 |       29.69 |       40.41
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5036467 |    28441143 |    31789128 |    32788869 |    38683381 |    32872568 |    17593656 |    45250665
    num cache misses                 |     4720502 |    18238018 |     5484839 |    21178268 |     4428117 |    22595079 |    16616935 |    29931342
    miss rate                        |      93.73% |      64.13% |      17.25% |      64.59% |      11.45% |      68.74% |      94.45% |      66.15%
    mpki                             |        1.06 |       22.24 |        1.41 |       84.71 |        1.05 |        7.06 |       29.43 |       29.82
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     4856854 |    23386100 |     6787593 |    25118540 |     5501996 |    22776757 |    16665202 |    34631470
    num cache misses                 |     4717818 |    17345159 |     4995597 |    20151434 |     3815261 |    22076356 |    15501219 |    23334364
    miss rate                        |      97.14% |      74.17% |      73.60% |      80.23% |      69.34% |      96.92% |      93.02% |      67.38%
    mpki                             |        1.06 |       21.15 |        1.29 |       80.61 |        0.90 |        6.90 |       27.45 |       23.25
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   145901946 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      178.05 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       68.04 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
