                                   | Core 0    
  Instructions                     |  249999879
  Cycles                           |  182572215
  IPC                              |       1.37
  Time (ns)                        |   60857405
Branch predictor stats             |           
  num correct                      |    5768210
  num incorrect                    |     102901
  misprediction rate               |      1.75%
  mpki                             |       0.41
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   22339856
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   98207449
    num misses                     |      52434
    miss rate                      |      0.05%
    mpki                           |       0.21
  L2 TLB                           |           
    num accesses                   |      52438
    num misses                     |      27304
    miss rate                      |     52.07%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   22339856
    num cache misses               |      29529
    miss rate                      |      0.13%
    mpki                           |       0.12
  Cache L1-D                       |           
    num cache accesses             |   98207449
    num cache misses               |    2547303
    miss rate                      |      2.59%
    mpki                           |      10.19
  Cache L2                         |           
    num cache accesses             |    2593840
    num cache misses               |    1836782
    miss rate                      |     70.81%
    mpki                           |       7.35
  Cache L3                         |           
    num cache accesses             |    1859679
    num cache misses               |    1798950
    miss rate                      |     96.73%
    mpki                           |       7.20
DRAM summary                       |           
  num dram accesses                |    2278486
  average dram access latency (ns) |      50.93
  average dram queueing delay      |       0.93
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
