                                     | Core 0      | Core 1      | Core 2      | Core 3       | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12      | Core 13     | Core 14      | Core 15    
  Instructions                       |  1525177104 |  7474846256 |  1206228826 |  13022258944 |  1198567525 |   249999989 |  2026340953 |   845336229 |  5431211735 |  3057331470 |  3320277477 |  6390961262 |  14750677733 |  6460077856 |  11995335942 |   434276140
  Cycles                             |  9674403740 |  9674403313 |  9674403689 |   9674403296 |  9674403469 |  9674398914 |  9674405317 |  9674404989 |  9674404433 |  9674404792 |  9674403312 |  9674404892 |   9674403233 |  9674404386 |   9674403300 |  9674405877
  IPC                                |        0.16 |        0.77 |        0.12 |         1.35 |        0.12 |        0.03 |        0.21 |        0.09 |        0.56 |        0.32 |        0.34 |        0.66 |         1.52 |        0.67 |         1.24 |        0.04
  Time (ns)                          |  3224801247 |  3224801105 |  3224801230 |   3224801099 |  3224801157 |  3224799638 |  3224801773 |  3224801663 |  3224801478 |  3224801598 |  3224801104 |  3224801631 |   3224801078 |  3224801462 |   3224801100 |  3224801959
Branch predictor stats               |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  num correct                        |    13851489 |  1142916974 |    95707448 |   1154490810 |    22745492 |    43244780 |   108705125 |   116296540 |   590449029 |    70311875 |   506262690 |   964042652 |    982788012 |   350134468 |    529820786 |   101759920
  num incorrect                      |       92798 |   292812541 |     7836377 |    192583723 |    31250341 |    11689069 |     2542489 |    15962267 |    89944375 |     1253102 |   108172035 |   108269958 |    168715140 |   244767174 |     30071862 |    11299427
  misprediction rate                 |       0.67% |      20.39% |       7.57% |       14.30% |      57.88% |      21.28% |       2.29% |      12.07% |      13.22% |       1.75% |      17.61% |      10.10% |       14.65% |      41.14% |        5.37% |       9.99%
  mpki                               |        0.06 |       39.17 |        6.50 |        14.79 |       26.07 |       46.76 |        1.25 |       18.88 |       16.56 |        0.41 |       32.58 |       16.94 |        11.44 |       37.89 |         2.51 |       26.02
TLB Summary                          |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  I-TLB                              |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |   134797387 |   972395336 |   100879328 |   1478699739 |   130637345 |    23761816 |   202643322 |   148145457 |   639386223 |   273408015 |   457578244 |  1023095917 |   1789986743 |   526145493 |   1142217587 |    36666731
    num misses                       |           3 |          19 |          42 |         4365 |          14 |           3 |          47 |         101 |          10 |           4 |         596 |       37258 |           18 |          52 |            8 |       30036
    miss rate                        |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |        0.00% |       0.08%
    mpki                             |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |         0.00 |        0.00 |         0.00 |        0.07
  D-TLB                              |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |   415508872 |  2516190509 |   332074627 |   5444652970 |   442457491 |    88558906 |   702921898 |   393914093 |  2436953855 |  1199572559 |  1287915777 |  2572978095 |   6220406388 |  1905195170 |   3646224972 |   150414379
    num misses                       |      743030 |    11135209 |     1633377 |      2864473 |     3096415 |    21159391 |     1087163 |    15354385 |    24606604 |      635458 |     6842555 |    14295005 |     44251756 |      115628 |      1172428 |     2316666
    miss rate                        |       0.18% |       0.44% |       0.49% |        0.05% |       0.70% |      23.89% |       0.15% |       3.90% |       1.01% |       0.05% |       0.53% |       0.56% |        0.71% |       0.01% |        0.03% |       1.54%
    mpki                             |        0.49 |        1.49 |        1.35 |         0.22 |        2.58 |       84.64 |        0.54 |       18.16 |        4.53 |        0.21 |        2.06 |        2.24 |         3.00 |        0.02 |         0.10 |        5.33
  L2 TLB                             |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num accesses                     |      743033 |    11135228 |     1633419 |      2868838 |     3096429 |    21159394 |     1087210 |    15354486 |    24606614 |      635462 |     6843151 |    14332263 |     44251774 |      115680 |      1172436 |     2346702
    num misses                       |      742474 |     2331954 |      508569 |        90516 |     3096391 |    10898125 |      334628 |     4606590 |     2177483 |      332346 |      664673 |     2040006 |       338347 |      103193 |        28950 |     1985156
    miss rate                        |      99.92% |      20.94% |      31.14% |        3.16% |     100.00% |      51.50% |      30.78% |      30.00% |       8.85% |      52.30% |       9.71% |      14.23% |        0.76% |      89.21% |        2.47% |      84.59%
    mpki                             |        0.49 |        0.31 |        0.42 |         0.01 |        2.58 |       43.59 |        0.17 |        5.45 |        0.40 |        0.11 |        0.20 |        0.32 |         0.02 |        0.02 |         0.00 |        4.57
Cache Summary                        |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
  Cache L1-I                         |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num cache accesses               |   134797387 |   972395336 |   100879328 |   1478699739 |   130637345 |    23761816 |   202643322 |   148145457 |   639386223 |   273408015 |   457578244 |  1023095917 |   1789986743 |   526145493 |   1142217587 |    36666731
    num cache misses                 |      433086 |     3690888 |      135157 |     18186521 |       48264 |      105631 |      120060 |     2235198 |      234969 |      174381 |    26115601 |    17570939 |     14881516 |      121125 |        95174 |      624837
    miss rate                        |       0.32% |       0.38% |       0.13% |        1.23% |       0.04% |       0.44% |       0.06% |       1.51% |       0.04% |       0.06% |       5.71% |       1.72% |        0.83% |       0.02% |        0.01% |       1.70%
    mpki                             |        0.28 |        0.49 |        0.11 |         1.40 |        0.04 |        0.42 |        0.06 |        2.64 |        0.04 |        0.06 |        7.87 |        2.75 |         1.01 |        0.02 |         0.01 |        1.44
  Cache L1-D                         |             |             |             |              |             |             |             |             |             |             |             |             |              |             |              |            
    num cache accesses               |   415508872 |  2516190509 |   332074627 |   5444652970 |   442457491 |    88558906 |   702921898 |   393914093 |  2436953855 |  1199572559 |  1287915777 |  2572978095 |   6220406388 |  1905195170 |   3646224972 |   150414379
    num cache misses                 |    78417953 |     9596683 |    17772981 |     49817775 |    34177173 |    28750603 |    24821452 |    22053776 |    78509625 |    30857402 |    29786956 |    22924714 |     28682290 |     7111798 |     96587747 |    12895662
    miss rate                        |      18.87% |       0.38% |       5.35% |        0.91% |       7.72% |      32.46% |       3.53% |       5.60% |       3.22% |       2.57% |       2.31% |       0.89% |        0.46% |       0.37% |        2.65% |       8.57%
