                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  514164986 |  345294203 |  522135890 |  523040821 |  249999883 |  926812333 |  374204283 |  376470500
  Cycles                             |  503986746 |  503986976 |  503986838 |  503986666 |  503985957 |  503986659 |  503986658 |  503987039
  IPC                                |       1.02 |       0.69 |       1.04 |       1.04 |       0.50 |       1.84 |       0.74 |       0.75
  Time (ns)                          |  167995582 |  167995659 |  167995613 |  167995555 |  167995319 |  167995553 |  167995553 |  167995680
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   68043979 |    7630750 |   41982759 |   34628342 |   13325983 |   73508568 |     485487 |   56835426
  num incorrect                      |    6831971 |     133958 |    7058348 |    5979352 |     311809 |    6030836 |       8228 |    6341989
  misprediction rate                 |      9.12% |      1.73% |     14.39% |     14.72% |      2.29% |      7.58% |      1.67% |     10.04%
  mpki                               |      13.29 |       0.39 |      13.52 |      11.43 |       1.25 |       6.51 |       0.02 |      16.85
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   76954828 |   31623650 |   76491697 |   63407270 |   24892730 |   77390849 |   42869361 |   60203101
    num misses                       |        404 |          4 |         65 |         18 |         47 |         42 |          6 |       2506
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  200997446 |  136084274 |  250292332 |  220348031 |   86640605 |  255294054 |  279903366 |  151449489
    num misses                       |      75490 |      63830 |    1399815 |    1550825 |     133154 |    1256662 |   10158174 |     843980
    miss rate                        |      0.04% |      0.05% |      0.56% |      0.70% |      0.15% |      0.49% |      3.63% |      0.56%
    mpki                             |       0.15 |       0.18 |       2.68 |       2.97 |       0.53 |       1.36 |      27.15 |       2.24
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      75894 |      63834 |    1399880 |    1550843 |     133201 |    1256704 |   10158180 |     846486
    num misses                       |       2154 |      38644 |       9008 |      12087 |      40811 |     392106 |    7309083 |     125079
    miss rate                        |      2.84% |     60.54% |      0.64% |      0.78% |     30.64% |     31.20% |     71.95% |     14.78%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.53 |       0.33
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   76954828 |   31623650 |   76491697 |   63407270 |   24892730 |   77390849 |   42869361 |   60203101
    num cache misses                 |    1818504 |      45814 |    2647135 |     804788 |      31783 |     149011 |     265327 |    1209913
    miss rate                        |      2.36% |      0.14% |      3.46% |      1.27% |      0.13% |      0.19% |      0.62% |      2.01%
    mpki                             |       3.54 |       0.13 |       5.07 |       1.54 |       0.13 |       0.16 |       0.71 |       3.21
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  200997446 |  136084274 |  250292332 |  220348031 |   86640605 |  255294054 |  279903366 |  151449489
    num cache misses                 |    2945216 |    3298176 |    8596720 |    1567865 |    3085430 |   13689697 |    3116308 |    1525547
    miss rate                        |      1.47% |      2.42% |      3.43% |      0.71% |      3.56% |      5.36% |      1.11% |      1.01%
    mpki                             |       5.73 |       9.55 |      16.46 |       3.00 |      12.34 |      14.77 |       8.33 |       4.05
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    4837929 |    3364142 |   11267464 |    2480263 |    3600757 |   13847656 |    3391935 |    2845479
    num cache misses                 |     830056 |    2627972 |    2271251 |    1044431 |    2645647 |   12815455 |    2553635 |    1663301
    miss rate                        |     17.16% |     78.12% |     20.16% |     42.11% |     73.47% |     92.55% |     75.29% |     58.45%
    mpki                             |       1.61 |       7.61 |       4.35 |       2.00 |      10.58 |      13.83 |       6.82 |       4.42
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     904675 |    2655982 |    2298297 |    1155049 |    3149768 |   12824457 |    2563975 |    1773941
    num cache misses                 |     748653 |    2555145 |     477036 |     778615 |    2439471 |     345813 |    2306191 |     899795
    miss rate                        |     82.75% |     96.20% |     20.76% |     67.41% |     77.45% |      2.70% |     89.95% |     50.72%
    mpki                             |       1.46 |       7.40 |       0.91 |       1.49 |       9.76 |       0.37 |       6.16 |       2.39
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   13614401 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     157.60 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      47.59 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     81.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
