                                   | Core 0    
  Instructions                     |   99999931
  Cycles                           |   99782174
  IPC                              |       1.00
  Time (ns)                        |   33260725
Branch predictor stats             |           
  num correct                      |    1021249
  num incorrect                    |     248524
  misprediction rate               |     19.57%
  mpki                             |       2.49
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9191444
    num misses                     |         49
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   51375935
    num misses                     |      62535
    miss rate                      |      0.12%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      62584
    num misses                     |       1646
    miss rate                      |      2.63%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9191444
    num cache misses               |      19279
    miss rate                      |      0.21%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |   51375935
    num cache misses               |     711305
    miss rate                      |      1.38%
    mpki                           |       7.11
  Cache L2                         |           
    num cache accesses             |     761156
    num cache misses               |     313706
    miss rate                      |     41.21%
    mpki                           |       3.14
  Cache L3                         |           
    num cache accesses             |     344378
    num cache misses               |     270520
    miss rate                      |     78.55%
    mpki                           |       2.71
DRAM summary                       |           
  num dram accesses                |     524656
  average dram access latency (ns) |      51.91
  average dram queueing delay      |       1.91
Coherency Traffic                  |           
  num loads from dram              |     195237
  num loads from dram cache        |          0
  num loads from remote cache      |          0
