                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   249999981 |  1016164251 |  1590983825 |   405429437
  Cycles                             |  1794260220 |  1794262200 |  1794262032 |  1794262383
  IPC                                |        0.14 |        0.57 |        0.89 |        0.23
  Time (ns)                          |   598086740 |   598087400 |   598087344 |   598087461
Branch predictor stats               |             |             |             |            
  num correct                        |    58565837 |    54766832 |     2078288 |    66955853
  num incorrect                      |     6500447 |     1280692 |       35220 |     4225529
  misprediction rate                 |       9.99% |       2.29% |       1.67% |       5.94%
  mpki                               |       26.00 |        1.26 |        0.02 |       10.42
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    21135842 |   101587876 |   182224356 |    67830504
    num misses                       |       17441 |          47 |           6 |           4
    miss rate                        |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |    86633855 |   352269001 |  1190190811 |   124044635
    num misses                       |     1331673 |      552359 |    43094507 |      147391
    miss rate                        |       1.54% |       0.16% |       3.62% |       0.12%
    mpki                             |        5.33 |        0.54 |       27.09 |        0.36
  L2 TLB                             |             |             |             |            
    num accesses                     |     1349114 |      552406 |    43094513 |      147395
    num misses                       |     1140465 |      169040 |    30822444 |      147395
    miss rate                        |      84.53% |      30.60% |      71.52% |     100.00%
    mpki                             |        4.56 |        0.17 |       19.37 |        0.36
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    21135842 |   101587876 |   182224356 |    67830504
    num cache misses                 |      363075 |       60551 |      342547 |        5776
    miss rate                        |       1.72% |       0.06% |       0.19% |       0.01%
    mpki                             |        1.45 |        0.06 |        0.22 |        0.01
  Cache L1-D                         |             |             |             |            
    num cache accesses               |    86633855 |   352269001 |  1190190811 |   124044635
    num cache misses                 |     7423839 |    12485503 |    13063142 |     9432622
    miss rate                        |       8.57% |       3.54% |       1.10% |       7.60%
    mpki                             |       29.70 |       12.29 |        8.21 |       23.27
  Cache L2                           |             |             |             |            
    num cache accesses               |     7806886 |    14406567 |    13409098 |    12696397
    num cache misses                 |     7399759 |     9473152 |     9089670 |     9438398
    miss rate                        |      94.79% |      65.76% |      67.79% |      74.34%
    mpki                             |       29.60 |        9.32 |        5.71 |       23.28
  Cache L3                           |             |             |             |            
    num cache accesses               |     7420598 |    11403940 |     9093314 |    12696397
    num cache misses                 |     7270909 |     9111669 |     8565399 |     9429872
    miss rate                        |      97.98% |      79.90% |      94.19% |      74.27%
    mpki                             |       29.08 |        8.97 |        5.38 |       23.26
DRAM summary                         |             |             |             |            
  num dram accesses                  |    44003040 |           0 |           0 |           0
  average dram access latency (ns)   |      142.36 |         inf |         inf |         inf
  average dram queueing delay        |       32.35 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      73.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
