                                   | Core 0    
  Instructions                     |   99999914
  Cycles                           |   54908759
  IPC                              |       1.82
  Time (ns)                        |   18302920
Branch predictor stats             |           
  num correct                      |    4605063
  num incorrect                    |      38465
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7649541
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   57543555
    num misses                     |       7862
    miss rate                      |      0.01%
    mpki                           |       0.08
  L2 TLB                           |           
    num accesses                   |       7905
    num misses                     |       1392
    miss rate                      |     17.61%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7649541
    num cache misses               |       7015
    miss rate                      |      0.09%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   57543555
    num cache misses               |     548696
    miss rate                      |      0.95%
    mpki                           |       5.49
  Cache L2                         |           
    num cache accesses             |     557574
    num cache misses               |     384266
    miss rate                      |     68.92%
    mpki                           |       3.84
  Cache L3                         |           
    num cache accesses             |     386219
    num cache misses               |     300030
    miss rate                      |     77.68%
    mpki                           |       3.00
DRAM summary                       |           
  num dram accesses                |     574269
  average dram access latency (ns) |      57.79
  average dram queueing delay      |       2.78
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
