                                   | Core 0    
  Instructions                     |  249999886
  Cycles                           |  162175563
  IPC                              |       1.54
  Time (ns)                        |   54058521
Branch predictor stats             |           
  num correct                      |   11512706
  num incorrect                    |      95915
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   19126240
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  143858207
    num misses                     |      19396
    miss rate                      |      0.01%
    mpki                           |       0.08
  L2 TLB                           |           
    num accesses                   |      19439
    num misses                     |       5911
    miss rate                      |     30.41%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   19126240
    num cache misses               |      17282
    miss rate                      |      0.09%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  143858207
    num cache misses               |    1346674
    miss rate                      |      0.94%
    mpki                           |       5.39
  Cache L2                         |           
    num cache accesses             |    1367764
    num cache misses               |     952984
    miss rate                      |     69.67%
    mpki                           |       3.81
  Cache L3                         |           
    num cache accesses             |     957076
    num cache misses               |     709197
    miss rate                      |     74.10%
    mpki                           |       2.84
DRAM summary                       |           
  num dram accesses                |    1368079
  average dram access latency (ns) |     101.11
  average dram queueing delay      |      16.07
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
