                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  1116018795 |  2534257059 |   421049505 |  2288970599 |   384638763 |  5002812204 |  3114201948 |   935011948 |   865671427 |  1739877858 |  1054866812 |  3615085219 |   249999981 |   665679728 |  2879489926 |  2588392433
  Cycles                             |  6605036818 |  6605037833 |  6605035720 |  6605036379 |  6605037102 |  6605035841 |  6605035290 |  6605035307 |  6605035977 |  6605035726 |  6605036059 |  6605035663 |  6605033463 |  6605036664 |  6605036806 |  6605035539
  IPC                                |        0.17 |        0.38 |        0.06 |        0.35 |        0.06 |        0.76 |        0.47 |        0.14 |        0.13 |        0.26 |        0.16 |        0.55 |        0.04 |        0.10 |        0.44 |        0.39
  Time (ns)                          |  2201678940 |  2201679278 |  2201678574 |  2201678793 |  2201679034 |  2201678614 |  2201678430 |  2201678436 |  2201678659 |  2201678576 |  2201678687 |  2201678555 |  2201677821 |  2201678888 |  2201678936 |  2201678513
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    59762054 |   467699626 |    69588995 |   203337027 |    52816845 |   668004685 |   469704516 |   157716868 |     7848156 |    40091890 |    34925566 |   194399940 |    58565837 |    12424580 |   191989747 |   113558149
  num incorrect                      |     1398227 |    31906635 |     4400563 |    33923457 |     7274452 |    67251470 |    52757211 |    14595221 |       52546 |      715063 |    16413873 |   137412955 |     6500447 |    17282877 |    32916341 |     6455824
  misprediction rate                 |       2.29% |       6.39% |       5.95% |      14.30% |      12.11% |       9.15% |      10.10% |       8.47% |       0.67% |       1.75% |      31.97% |      41.41% |       9.99% |      58.18% |      14.64% |       5.38%
  mpki                               |        1.25 |       12.59 |       10.45 |       14.82 |       18.91 |       13.44 |       16.94 |       15.61 |        0.06 |        0.41 |       15.56 |       38.01 |       26.00 |       25.96 |       11.43 |        2.49
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
