                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999879 |  399739393 |  633137080 |  755540214
  Cycles                             |  441134873 |  441137046 |  441137035 |  441136961
  IPC                                |       0.57 |       0.91 |       1.44 |       1.71
  Time (ns)                          |  147044958 |  147045682 |  147045679 |  147045654
Branch predictor stats               |            |            |            |           
  num correct                        |    5768210 |    8212807 |   50978309 |  100729205
  num incorrect                      |     102901 |    1160759 |    8537457 |   10116203
  misprediction rate                 |      1.75% |     12.38% |     14.34% |      9.13%
  mpki                               |       0.41 |       2.90 |      13.48 |      13.39
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   22339856 |   38339247 |   92799636 |  113078559
    num misses                       |          4 |         62 |         65 |        563
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   98207447 |  202197749 |  303558698 |  294370020
    num misses                       |      52544 |     509030 |    1703639 |      93736
    miss rate                        |      0.05% |      0.25% |      0.56% |      0.03%
    mpki                             |       0.21 |       1.27 |       2.69 |       0.12
  L2 TLB                             |            |            |            |           
    num accesses                     |      52548 |     509092 |    1703704 |      94299
    num misses                       |      27303 |       6429 |      10583 |       2923
    miss rate                        |     51.96% |      1.26% |      0.62% |      3.10%
    mpki                             |       0.11 |       0.02 |       0.02 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   22339856 |   38339247 |   92799636 |  113078559
    num cache misses                 |      15860 |      19440 |    2744248 |    2297621
    miss rate                        |      0.07% |      0.05% |      2.96% |      2.03%
    mpki                             |       0.06 |       0.05 |       4.33 |       3.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   98207447 |  202197749 |  303558698 |  294370020
    num cache misses                 |    2546444 |    3248420 |   10016850 |    4059574
    miss rate                        |      2.59% |      1.61% |      3.30% |      1.38%
    mpki                             |      10.19 |       8.13 |      15.82 |       5.37
  Cache L2                           |            |            |            |           
    num cache accesses               |    2567315 |    3308623 |   12762639 |    6370351
    num cache misses                 |    1749749 |     678492 |      62974 |     278948
    miss rate                        |     68.15% |     20.51% |      0.49% |      4.38%
    mpki                             |       7.00 |       1.70 |       0.10 |       0.37
  Cache L3                           |            |            |            |           
    num cache accesses               |    1756570 |     719444 |      64873 |     292203
    num cache misses                 |    1729306 |     241019 |      40753 |     102821
    miss rate                        |     98.45% |     33.50% |     62.82% |     35.19%
    mpki                             |       6.92 |       0.60 |       0.06 |       0.14
DRAM summary                         |            |            |            |           
  num dram accesses                  |    2687443 |          0 |          0 |          0
  average dram access latency (ns)   |     231.12 |        inf |        inf |        inf
  average dram queueing delay        |      91.08 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     73.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
