                                   | Core 0    
  Instructions                     |   99999938
  Cycles                           |  485090470
  IPC                              |       0.21
  Time (ns)                        |  161696824
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796243
    num misses                     |    2948216
    miss rate                      |      3.94%
    mpki                           |      29.48
  L2 TLB                           |           
    num accesses                   |    2948222
    num misses                     |    1855388
    miss rate                      |     62.93%
    mpki                           |      18.55
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189502
    miss rate                      |     19.11%
    mpki                           |      21.90
  Cache L1-D                       |           
    num cache accesses             |   74796243
    num cache misses               |    3436060
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6788634
    num cache misses               |    5458324
    miss rate                      |     80.40%
    mpki                           |      54.58
  Cache L3                         |           
    num cache accesses             |    6621396
    num cache misses               |    5441096
    miss rate                      |     82.17%
    mpki                           |      54.41
DRAM summary                       |           
  num dram accesses                |   10865808
  average dram access latency (ns) |      51.62
  average dram queueing delay      |       1.62
Coherency Traffic                  |           
  num loads from dram              |    2590912
  num loads from dram cache        |          0
  num loads from remote cache      |          0
