                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  404483546 |  249999898 |  288748642 |  298977357
  Cycles                             |  894019097 |  894014656 |  894019031 |  894018776
  IPC                                |       0.45 |       0.28 |       0.32 |       0.33
  Time (ns)                          |  298006366 |  298004886 |  298006344 |  298006259
Branch predictor stats               |            |            |            |           
  num correct                        |     533034 |    4856955 |   17783785 |   45188777
  num incorrect                      |       9033 |    6669357 |     565960 |    9917391
  misprediction rate                 |      1.67% |     57.86% |      3.08% |     18.00%
  mpki                               |       0.02 |      26.68 |       1.96 |      33.17
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   46314305 |   27532058 |   27471322 |   41561962
    num misses                       |          6 |         14 |         22 |        140
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  302634293 |   93614435 |   95229447 |  116375124
    num misses                       |   11096089 |     661938 |     827168 |     628462
    miss rate                        |      3.67% |      0.71% |      0.87% |      0.54%
    mpki                             |      27.43 |       2.65 |       2.86 |       2.10
  L2 TLB                             |            |            |            |           
    num accesses                     |   11096095 |     661952 |     827190 |     628602
    num misses                       |    7985568 |     661946 |      74163 |      54855
    miss rate                        |     71.97% |    100.00% |      8.97% |      8.73%
    mpki                             |      19.74 |       2.65 |       0.26 |       0.18
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   46314305 |   27532058 |   27471322 |   41561962
    num cache misses                 |     778288 |     102718 |     267698 |    2750304
    miss rate                        |      1.68% |      0.37% |      0.97% |      6.62%
    mpki                             |       1.92 |       0.41 |       0.93 |       9.20
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  302634293 |   93614435 |   95229447 |  116375124
    num cache misses                 |    3838422 |    7342936 |    6160143 |    2579380
    miss rate                        |      1.27% |      7.84% |      6.47% |      2.22%
    mpki                             |       9.49 |      29.37 |      21.33 |       8.63
  Cache L2                           |            |            |            |           
    num cache accesses               |    4744010 |    8403802 |    7065488 |    5514936
    num cache misses                 |    3881402 |    7445654 |    3386255 |    2828882
    miss rate                        |     81.82% |     88.60% |     47.93% |     51.29%
    mpki                             |       9.60 |      29.78 |      11.73 |       9.46
  Cache L3                           |            |            |            |           
    num cache accesses               |    4008744 |    8403802 |    4058068 |    3015122
    num cache misses                 |    3823042 |    7444098 |    3271146 |    2774744
    miss rate                        |     95.37% |     88.58% |     80.61% |     92.03%
    mpki                             |       9.45 |      29.78 |      11.33 |       9.28
DRAM summary                         |            |            |            |           
  num dram accesses                  |   24100414 |          0 |          0 |          0
  average dram access latency (ns)   |     189.67 |        inf |        inf |        inf
  average dram queueing delay        |      79.66 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     80.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
