                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  467339816 |  432066723 |  249999883 |  355947815
  Cycles                             |  238043377 |  238043343 |  238041050 |  238043554
  IPC                                |       1.96 |       1.82 |       1.05 |       1.50
  Time (ns)                          |   79347793 |   79347781 |   79347017 |   79347852
Branch predictor stats               |            |            |            |           
  num correct                        |   86248195 |   54425898 |   13678195 |   28661719
  num incorrect                      |    5884155 |    5973213 |    9414386 |    4799791
  misprediction rate                 |      6.39% |      9.89% |     40.77% |     14.34%
  mpki                               |      12.59 |      13.82 |      37.66 |      13.48
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   76633388 |   66666305 |   20500819 |   52163177
    num misses                       |         39 |        358 |         52 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  152308855 |  174784770 |   73920987 |  170643967
    num misses                       |         23 |      54654 |       4511 |     956751
    miss rate                        |      0.00% |      0.03% |      0.01% |      0.56%
    mpki                             |       0.00 |       0.13 |       0.02 |       2.69
  L2 TLB                             |            |            |            |           
    num accesses                     |         62 |      55012 |       4563 |     956816
    num misses                       |         62 |       1798 |       4160 |       6069
    miss rate                        |    100.00% |      3.27% |     91.17% |      0.63%
    mpki                             |       0.00 |       0.00 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   76633388 |   66666305 |   20500819 |   52163177
    num cache misses                 |     713685 |    1386504 |       1453 |    1520226
    miss rate                        |      0.93% |      2.08% |      0.01% |      2.91%
    mpki                             |       1.53 |       3.21 |       0.01 |       4.27
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  152308855 |  174784770 |   73920987 |  170643967
    num cache misses                 |       1282 |    1435881 |     265758 |    5679741
    miss rate                        |      0.00% |      0.82% |      0.36% |      3.33%
    mpki                             |       0.00 |       3.32 |       1.06 |      15.96
  Cache L2                           |            |            |            |           
    num cache accesses               |     715103 |    2826506 |     268612 |    7200522
    num cache misses                 |       3499 |     148225 |     257782 |      24570
    miss rate                        |      0.49% |      5.24% |     95.97% |      0.34%
    mpki                             |       0.01 |       0.34 |       1.03 |       0.07
  Cache L3                           |            |            |            |           
    num cache accesses               |       3635 |     152357 |     259208 |      25263
    num cache misses                 |       3493 |      42738 |     256923 |      13835
    miss rate                        |     96.09% |     28.05% |     99.12% |     54.76%
    mpki                             |       0.01 |       0.10 |       1.03 |       0.04
DRAM summary                         |            |            |            |           
  num dram accesses                  |     514490 |          0 |          0 |          0
  average dram access latency (ns)   |     112.27 |        inf |        inf |        inf
  average dram queueing delay        |       2.26 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
