                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1029336826 |   249999981 |   418241909 |  2286354346 |  1832444341 |   994994053 |  2560330410 |  2978239568
  Cycles                             |  3278349981 |  3278348415 |  3278350073 |  3278349889 |  3278349870 |  3278349871 |  3278350349 |  3278350085
  IPC                                |        0.31 |        0.08 |        0.13 |        0.70 |        0.56 |        0.30 |        0.78 |        0.91
  Time (ns)                          |  1092783327 |  1092782805 |  1092783358 |  1092783297 |  1092783290 |  1092783291 |  1092783450 |  1092783362
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |     9346575 |    58565837 |    69078523 |   349320303 |     2384648 |    61626297 |   117902309 |   239458386
  num incorrect                      |       62614 |     6500447 |     4400563 |    89680330 |       40412 |     2115902 |      980352 |    40225587
  misprediction rate                 |       0.67% |       9.99% |       5.99% |      20.43% |       1.67% |       3.32% |       0.82% |      14.38%
  mpki                               |        0.06 |       26.00 |       10.52 |       39.22 |        0.02 |        2.13 |        0.38 |       13.51
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    90974160 |    21135842 |    70128215 |   297509583 |   209906378 |    94495125 |   195875987 |   436265306
    num misses                       |           3 |       17441 |           4 |          19 |           6 |          22 |          43 |          65
    miss rate                        |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   280401401 |    86633855 |   127578742 |   769569479 |  1370733712 |   329913060 |  1473297369 |  1427846086
    num misses                       |      501330 |     1331685 |      151881 |     3411021 |    49448860 |     2639050 |      197874 |     7964835
    miss rate                        |       0.18% |       1.54% |       0.12% |       0.44% |       3.61% |       0.80% |       0.01% |       0.56%
    mpki                             |        0.49 |        5.33 |        0.36 |        1.49 |       26.99 |        2.65 |        0.08 |        2.67
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      501333 |     1349126 |      151885 |     3411040 |    49448866 |     2639072 |      197917 |     7964900
    num misses                       |      500956 |     1140464 |      151885 |      713675 |    35305175 |      261226 |       57732 |       50736
    miss rate                        |      99.92% |      84.53% |     100.00% |      20.92% |      71.40% |       9.90% |      29.17% |       0.64%
    mpki                             |        0.49 |        4.56 |        0.36 |        0.31 |       19.27 |        0.26 |        0.02 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    90974160 |    21135842 |    70128215 |   297509583 |   209906378 |    94495125 |   195875987 |   436265306
    num cache misses                 |      706972 |      471290 |       19811 |     2094760 |     1153628 |      697841 |      223944 |    15136298
    miss rate                        |       0.78% |       2.23% |       0.03% |       0.70% |       0.55% |       0.74% |       0.11% |       3.47%
    mpki                             |        0.69 |        1.89 |        0.05 |        0.92 |        0.63 |        0.70 |        0.09 |        5.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   280401401 |    86633855 |   127578742 |   769569479 |  1370733712 |   329913060 |  1473297369 |  1427846086
    num cache misses                 |    52960627 |     7503948 |     9732741 |     3750991 |    15359427 |    19086876 |    14270765 |    48688293
    miss rate                        |      18.89% |       8.66% |       7.63% |       0.49% |       1.12% |       5.79% |       0.97% |       3.41%
    mpki                             |       51.45 |       30.02 |       23.27 |        1.64 |        8.38 |       19.18 |        5.57 |       16.35
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    53667612 |     8000928 |    13083906 |     6585956 |    16549372 |    21328121 |    14566783 |    63952097
    num cache misses                 |    34877276 |     7657596 |     9752552 |     3323621 |    11937549 |     9951936 |    10313233 |    12184094
    miss rate                        |      64.99% |      95.71% |      74.54% |      50.47% |      72.13% |      46.66% |      70.80% |      19.05%
    mpki                             |       33.88 |       30.63 |       23.32 |        1.45 |        6.51 |       10.00 |        4.03 |        4.09
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    34877289 |     7683901 |    13083906 |     4078623 |    11974144 |    11529919 |    10387998 |    12328447
    num cache misses                 |    23723637 |     7459613 |     9736090 |     2233632 |    10593495 |     6290125 |     8012076 |     2440333
    miss rate                        |      68.02% |      97.08% |      74.41% |      54.76% |      88.47% |      54.55% |      77.13% |      19.79%
    mpki                             |       23.05 |       29.84 |       23.28 |        0.98 |        5.78 |        6.32 |        3.13 |        0.82
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   103238464 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      255.18 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      145.17 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      94.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
