                                   | Core 0    
  Instructions                     |   99999890
  Cycles                           |  152257665
  IPC                              |       0.66
  Time (ns)                        |   50752555
Branch predictor stats             |           
  num correct                      |    4412429
  num incorrect                    |      77840
  misprediction rate               |      1.73%
  mpki                             |       0.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    8826080
    num misses                     |         57
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   38104621
    num misses                     |      39053
    miss rate                      |      0.10%
    mpki                           |       0.39
  L2 TLB                           |           
    num accesses                   |      39110
    num misses                     |      30500
    miss rate                      |     77.99%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    8826080
    num cache misses               |      90586
    miss rate                      |      1.03%
    mpki                           |       0.91
  Cache L1-D                       |           
    num cache accesses             |   38104621
    num cache misses               |    2608361
    miss rate                      |      6.85%
    mpki                           |      26.08
  Cache L2                         |           
    num cache accesses             |    2870856
    num cache misses               |    2521201
    miss rate                      |     87.82%
    mpki                           |      25.21
  Cache L3                         |           
    num cache accesses             |    2694653
    num cache misses               |    2496575
    miss rate                      |     92.65%
    mpki                           |      24.97
DRAM summary                       |           
  num dram accesses                |    4976766
  average dram access latency (ns) |      52.98
  average dram queueing delay      |       2.98
Coherency Traffic                  |           
  num loads from dram              |    1985619
  num loads from dram cache        |          0
  num loads from remote cache      |          0
