                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  413028440 |  464469672 |  249999979 |  382562674
  Cycles                             |  256219070 |  256219200 |  256217306 |  256219197
  IPC                                |       1.61 |       1.81 |       0.98 |       1.49
  Time (ns)                          |   85406357 |   85406400 |   85405769 |   85406399
Branch predictor stats               |            |            |            |           
  num correct                        |   17528342 |   58314739 |   38222132 |   34527526
  num incorrect                      |    1010705 |    6561311 |    9793313 |    5914599
  misprediction rate                 |      5.45% |     10.11% |     20.40% |     14.62%
  mpki                               |       2.45 |      14.13 |      39.17 |      15.46
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   39899382 |   71851163 |   32523298 |   43697018
    num misses                       |          8 |        358 |         19 |        223
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  128301365 |  188103246 |   84159510 |  160223749
    num misses                       |      36599 |      54687 |     372549 |      88383
    miss rate                        |      0.03% |      0.03% |      0.44% |      0.06%
    mpki                             |       0.09 |       0.12 |       1.49 |       0.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      36607 |      55045 |     372568 |      88606
    num misses                       |       1107 |       1798 |      78122 |       2779
    miss rate                        |      3.02% |      3.27% |     20.97% |      3.14%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   39899382 |   71851163 |   32523298 |   43697018
    num cache misses                 |       5119 |    1534362 |     167656 |     618458
    miss rate                        |      0.01% |      2.14% |      0.52% |      1.42%
    mpki                             |       0.01 |       3.30 |       0.67 |       1.62
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  128301365 |  188103246 |   84159510 |  160223749
    num cache misses                 |    3468737 |    1443128 |     345726 |    1194578
    miss rate                        |      2.70% |      0.77% |      0.41% |      0.75%
    mpki                             |       8.40 |       3.11 |       1.38 |       3.12
  Cache L2                           |            |            |            |           
    num cache accesses               |    3482496 |    2983999 |     580475 |    1813767
    num cache misses                 |      77733 |     197118 |     230661 |     692653
    miss rate                        |      2.23% |      6.61% |     39.74% |     38.19%
    mpki                             |       0.19 |       0.42 |       0.92 |       1.81
  Cache L3                           |            |            |            |           
    num cache accesses               |      86421 |     203629 |     298919 |     693389
    num cache misses                 |      41508 |      46198 |      96186 |      18752
    miss rate                        |     48.03% |     22.69% |     32.18% |      2.70%
    mpki                             |       0.10 |       0.10 |       0.38 |       0.05
DRAM summary                         |            |            |            |           
  num dram accesses                  |     290409 |          0 |          0 |          0
  average dram access latency (ns)   |     110.78 |        inf |        inf |        inf
  average dram queueing delay        |       0.77 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
