                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1720427574 |  12945689438 |    906267495 |   1408725122 |   4248916990 |   4757675686 |   2171778427 |   4959197534 |   6081338447 |   2693092562 |  14576830597 |   1217952472 |   1616902437 |    249999989 |   5960572693 |   3349381563
  Cycles                             |  10227225147 |  10227223500 |  10227223535 |  10227223718 |  10227223634 |  10227225157 |  10227225323 |  10227224494 |  10227223500 |  10227223847 |  10227223504 |  10227224878 |  10227225062 |  10227217923 |  10227223508 |  10227223705
  IPC                                |         0.17 |         1.27 |         0.09 |         0.14 |         0.42 |         0.47 |         0.21 |         0.48 |         0.59 |         0.26 |         1.43 |         0.12 |         0.16 |         0.02 |         0.58 |         0.33
  Time (ns)                          |   3409075049 |   3409074500 |   3409074512 |   3409074573 |   3409074545 |   3409075053 |   3409075108 |   3409074832 |   3409074500 |   3409074616 |   3409074502 |   3409074960 |   3409075021 |   3409072641 |   3409074503 |   3409074569
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     15598153 |    738398080 |    152573791 |    180909124 |      5536652 |    421614482 |    134080482 |    915222401 |    330323709 |     49805769 |   1580490728 |    184344992 |    128163090 |     43244780 |    911416822 |    147070695
  num incorrect                      |       104440 |    124907792 |     14133632 |     42437359 |        93828 |     70332895 |      4702607 |     62435467 |    229917172 |      7505644 |    240958589 |     40399685 |     10481757 |     11689069 |    233485357 |      8357816
  misprediction rate                 |        0.67% |       14.47% |        8.48% |       19.00% |        1.67% |       14.30% |        3.39% |        6.39% |       41.04% |       13.10% |       13.23% |       17.98% |        7.56% |       21.28% |       20.39% |        5.38%
  mpki                               |         0.06 |         9.65 |        15.60 |        30.12 |         0.02 |        14.78 |         2.17 |        12.59 |        37.81 |         2.79 |        16.53 |        33.17 |         6.48 |        46.76 |        39.17 |         2.50
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
