                                   | Core 0    
  Instructions                     |   99999974
  Cycles                           |   83164753
  IPC                              |       1.20
  Time (ns)                        |   27721585
Branch predictor stats             |           
  num correct                      |    5412374
  num incorrect                    |     989322
  misprediction rate               |     15.45%
  mpki                             |       9.89
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11164647
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   47753618
    num misses                     |      51269
    miss rate                      |      0.11%
    mpki                           |       0.51
  L2 TLB                           |           
    num accesses                   |      51325
    num misses                     |       6549
    miss rate                      |     12.76%
    mpki                           |       0.07
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11164647
    num cache misses               |      47858
    miss rate                      |      0.43%
    mpki                           |       0.48
  Cache L1-D                       |           
    num cache accesses             |   47753618
    num cache misses               |     404029
    miss rate                      |      0.85%
    mpki                           |       4.04
  Cache L2                         |           
    num cache accesses             |     457419
    num cache misses               |     354430
    miss rate                      |     77.48%
    mpki                           |       3.54
  Cache L3                         |           
    num cache accesses             |     360106
    num cache misses               |     293598
    miss rate                      |     81.53%
    mpki                           |       2.94
DRAM summary                       |           
  num dram accesses                |     570812
  average dram access latency (ns) |      50.71
  average dram queueing delay      |       0.71
Coherency Traffic                  |           
  num loads from dram              |     187554
  num loads from dram cache        |          0
  num loads from remote cache      |          0
