                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  293394691 |  371787550 |  564153664 |  657086440 |  397115703 |  285919570 |  695050188 |  249999909
  Cycles                             |  383727837 |  383727767 |  383727603 |  383728002 |  383727605 |  383727600 |  383727601 |  383724749
  IPC                                |       0.76 |       0.97 |       1.47 |       1.71 |       1.03 |       0.75 |       1.81 |       0.65
  Time (ns)                          |  127909279 |  127909256 |  127909201 |  127909334 |  127909202 |  127909200 |  127909200 |  127908250
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   17821471 |   56796912 |   45419961 |   37997324 |   17381909 |   43301332 |   46554163 |   13325983
  num incorrect                      |   10724627 |   14656194 |    7641343 |    6444766 |   16597296 |    9444741 |    7892382 |     311809
  misprediction rate                 |     37.57% |     20.51% |     14.40% |     14.50% |     48.85% |     17.91% |     14.50% |      2.29%
  mpki                               |      36.55 |      39.42 |      13.54 |       9.81 |      41.79 |      33.03 |      11.36 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   34992285 |   48411255 |   82707470 |   74261756 |   29727116 |   39663125 |   84250180 |   24892730
    num misses                       |         10 |         19 |         65 |         56 |         52 |        140 |         18 |         47
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  135059087 |  125021001 |  270624868 |  307378447 |  113093454 |  111216861 |  292569823 |   86640595
    num misses                       |     923121 |     551397 |    1511908 |     197108 |       4854 |     598507 |    2012532 |     133016
    miss rate                        |      0.68% |      0.44% |      0.56% |      0.06% |      0.00% |      0.54% |      0.69% |      0.15%
    mpki                             |       3.15 |       1.48 |       2.68 |       0.30 |       0.01 |       2.09 |       2.90 |       0.53
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |     923131 |     551416 |    1511973 |     197164 |       4906 |     598647 |    2012550 |     133063
    num misses                       |     733218 |     115444 |       9750 |      31130 |       4288 |      53845 |      15291 |      40810
    miss rate                        |     79.43% |     20.94% |      0.64% |     15.79% |     87.40% |      8.99% |      0.76% |     30.67%
    mpki                             |       2.50 |       0.31 |       0.02 |       0.05 |       0.01 |       0.19 |       0.02 |       0.16
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   34992285 |   48411255 |   82707470 |   74261756 |   29727116 |   39663125 |   84250180 |   24892730
    num cache misses                 |      20586 |     242811 |    2705288 |     211510 |       4733 |    2332248 |     699273 |      24404
    miss rate                        |      0.06% |      0.50% |      3.27% |      0.28% |      0.02% |      5.88% |      0.83% |      0.10%
    mpki                             |       0.07 |       0.65 |       4.80 |       0.32 |       0.01 |       8.16 |       1.01 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  135059087 |  125021001 |  270624868 |  307378447 |  113093454 |  111216861 |  292569823 |   86640595
    num cache misses                 |    2108208 |     510773 |    9206962 |    1880439 |     282951 |    2399687 |    1397157 |    3046392
    miss rate                        |      1.56% |      0.41% |      3.40% |      0.61% |      0.25% |      2.16% |      0.48% |      3.52%
    mpki                             |       7.19 |       1.37 |      16.32 |       2.86 |       0.71 |       8.39 |       2.01 |      12.19
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2291918 |     853442 |   11913444 |    2092467 |     292980 |    4833339 |    2100638 |    3497810
    num cache misses                 |    1985793 |     338651 |    1807614 |    1467748 |     271285 |    2313688 |     183747 |    2467461
    miss rate                        |     86.64% |     39.68% |     15.17% |     70.14% |     92.60% |     47.87% |      8.75% |     70.54%
    mpki                             |       6.77 |       0.91 |       3.20 |       2.23 |       0.68 |       8.09 |       0.26 |       9.87
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2169677 |     440232 |    1808971 |    1468323 |     276786 |    2415193 |     187994 |    2900608
    num cache misses                 |     487708 |     142728 |      28743 |     147714 |     268480 |     568275 |      23272 |    2145853
    miss rate                        |     22.48% |     32.42% |      1.59% |     10.06% |     97.00% |     23.53% |     12.38% |     73.98%
    mpki                             |       1.66 |       0.38 |       0.05 |       0.22 |       0.68 |       1.99 |       0.03 |       8.58
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5586125 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     118.14 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       8.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     43.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
