                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  531033500 |  1519556819 |  249999898 |  829918184 |  1233374996 |  1205807337 |  426292160 |  255761559
  Cycles                             |  899790675 |   899790718 |  899789565 |  899790667 |   899790681 |   899790667 |  899790910 |  899790851
  IPC                                |       0.59 |        1.69 |       0.28 |       0.92 |        1.37 |        1.34 |       0.47 |       0.28
  Time (ns)                          |  299930225 |   299930239 |  299929855 |  299930222 |   299930227 |   299930222 |  299930303 |  299930284
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   80765660 |   101027677 |    4856955 |   17284254 |   108952462 |    55521673 |   22779557 |   20267807
  num incorrect                      |   17388430 |    17374331 |    6669357 |    2558405 |    18172402 |      460638 |     532960 |    1656446
  misprediction rate                 |     17.72% |      14.67% |     57.86% |     12.89% |      14.29% |       0.82% |      2.29% |      7.56%
  mpki                               |      32.74 |       11.43 |      26.68 |       3.08 |       14.73 |        0.38 |       1.25 |       6.48
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   73370104 |   184332132 |   27532058 |   79530330 |   139940004 |    92244744 |   43033584 |   21433756
    num misses                       |        178 |          18 |         14 |         70 |         502 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  206222946 |   640561455 |   93614435 |  416819724 |   516012740 |   693866907 |  150670616 |   70523823
    num misses                       |    1102491 |     4538979 |     661938 |     996605 |      273789 |       93342 |     229423 |     342304
    miss rate                        |      0.53% |       0.71% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.49%
    mpki                             |       2.08 |        2.99 |       2.65 |       1.20 |        0.22 |        0.08 |       0.54 |       1.34
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |    1102669 |     4538997 |     661952 |     996675 |      274291 |       93385 |     229470 |     342346
    num misses                       |     104130 |       34903 |     661946 |      13934 |        8861 |       27481 |      73051 |     106425
    miss rate                        |      9.44% |       0.77% |    100.00% |      1.40% |       3.23% |      29.43% |     31.83% |     31.09%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.42
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   73370104 |   184332132 |   27532058 |   79530330 |   139940004 |    92244744 |   43033584 |   21433756
    num cache misses                 |    4293991 |     1609700 |      18828 |     150801 |     1939980 |       82397 |      43594 |      41022
    miss rate                        |      5.85% |       0.87% |      0.07% |      0.19% |       1.39% |       0.09% |      0.10% |      0.19%
    mpki                             |       8.09 |        1.06 |       0.08 |       0.18 |        1.57 |        0.07 |       0.10 |       0.16
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  206222946 |   640561455 |   93614435 |  416819724 |   516012740 |   693866907 |  150670616 |   70523823
    num cache misses                 |    4740523 |     3048022 |    7294764 |    6735282 |     4793499 |     6523400 |    5326384 |    3754217
    miss rate                        |      2.30% |       0.48% |      7.79% |      1.62% |       0.93% |       0.94% |      3.54% |      5.32%
    mpki                             |       8.93 |        2.01 |      29.18 |       8.12 |        3.89 |        5.41 |      12.49 |      14.68
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    9233973 |     4683544 |    8258450 |    6997981 |     6749340 |     6613819 |    6082777 |    3826474
    num cache misses                 |    4641135 |      532100 |    7313592 |    3479007 |     2686563 |     4567223 |    4380459 |    3514239
    miss rate                        |     50.26% |      11.36% |     88.56% |     49.71% |      39.80% |      69.06% |     72.01% |     91.84%
    mpki                             |       8.74 |        0.35 |      29.25 |       4.19 |        2.18 |        3.79 |      10.28 |      13.74
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    4840929 |      558600 |    8258450 |    3591011 |     2702850 |     4575639 |    5105484 |    3545563
    num cache misses                 |    1174082 |      179946 |    7292423 |     679522 |      326611 |     2306761 |    3798988 |    3037722
    miss rate                        |     24.25% |      32.21% |     88.30% |     18.92% |      12.08% |      50.41% |     74.41% |     85.68%
    mpki                             |       2.21 |        0.12 |      29.17 |       0.82 |        0.26 |        1.91 |       8.91 |      11.88
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   26680154 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     178.86 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      68.85 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     89.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
