                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   408176011 |  1463121625 |   249999981 |   983234253
  Cycles                             |  3048305656 |  3048305450 |  3048302113 |  3048305727
  IPC                                |        0.13 |        0.48 |        0.08 |        0.32
  Time (ns)                          |  1016101886 |  1016101817 |  1016100705 |  1016101909
Branch predictor stats               |             |             |             |            
  num correct                        |    67412098 |   221698461 |    58565837 |    32711418
  num incorrect                      |     4262009 |    48366424 |     6500447 |    15345703
  misprediction rate                 |       5.95% |      17.91% |       9.99% |      31.93%
  mpki                               |       10.44 |       33.06 |       26.00 |       15.61
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    68323228 |   202583882 |    21135842 |    77687540
    num misses                       |           4 |         318 |       17441 |           3
    miss rate                        |       0.00% |       0.00% |       0.08% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.07 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   124801962 |   568382757 |    86633855 |   427479441
    num misses                       |      148353 |     3020823 |     1331671 |      441523
    miss rate                        |       0.12% |       0.53% |       1.54% |       0.10%
    mpki                             |        0.36 |        2.06 |        5.33 |        0.45
  L2 TLB                             |             |             |             |            
    num accesses                     |      148357 |     3021141 |     1349112 |      441526
    num misses                       |      148357 |      276599 |     1140457 |      300528
    miss rate                        |     100.00% |       9.16% |      84.53% |      68.07%
    mpki                             |        0.36 |        0.19 |        4.56 |        0.31
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    68323228 |   202583882 |    21135842 |    77687540
    num cache misses                 |        6464 |    11791699 |      366891 |       57139
    miss rate                        |       0.01% |       5.82% |       1.74% |       0.07%
    mpki                             |        0.02 |        8.06 |        1.47 |        0.06
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   124801962 |   568382757 |    86633855 |   427479441
    num cache misses                 |     9494567 |    11948073 |     7425976 |    21706123
    miss rate                        |       7.61% |       2.10% |       8.57% |       5.08%
    mpki                             |       23.26 |        8.17 |       29.70 |       22.08
  Cache L2                           |             |             |             |            
    num cache accesses               |    12774841 |    24302689 |     7813032 |    23296828
    num cache misses                 |     9501031 |    10999493 |     7406177 |    19311309
    miss rate                        |      74.37% |      45.26% |      94.79% |      82.89%
    mpki                             |       23.28 |        7.52 |       29.62 |       19.64
  Cache L3                           |             |             |             |            
    num cache accesses               |    12774841 |    11565061 |     7427206 |    20844875
    num cache misses                 |     9493354 |     3383510 |     7173118 |    19236568
    miss rate                        |      74.31% |      29.26% |      96.58% |      92.28%
    mpki                             |       23.26 |        2.31 |       28.69 |       19.56
DRAM summary                         |             |             |             |            
  num dram accesses                  |    45504278 |           0 |           0 |           0
  average dram access latency (ns)   |      247.13 |         inf |         inf |         inf
  average dram queueing delay        |      127.11 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      89.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
