                                   | Core 0    
  Instructions                     |  249999868
  Cycles                           |  304850085
  IPC                              |       0.82
  Time (ns)                        |  101616695
Branch predictor stats             |           
  num correct                      |   15498693
  num incorrect                    |     530274
  misprediction rate               |      3.31%
  mpki                             |       2.12
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23732269
    num misses                     |         22
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   82805000
    num misses                     |     659854
    miss rate                      |      0.80%
    mpki                           |       2.64
  L2 TLB                           |           
    num accesses                   |     659876
    num misses                     |      65425
    miss rate                      |      9.91%
    mpki                           |       0.26
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23732269
    num cache misses               |     120120
    miss rate                      |      0.51%
    mpki                           |       0.48
  Cache L1-D                       |           
    num cache accesses             |   82805000
    num cache misses               |    4663375
    miss rate                      |      5.63%
    mpki                           |      18.65
  Cache L2                         |           
    num cache accesses             |    5371897
    num cache misses               |    2523330
    miss rate                      |     46.97%
    mpki                           |      10.09
  Cache L3                         |           
    num cache accesses             |    3132847
    num cache misses               |    2364779
    miss rate                      |     75.48%
    mpki                           |       9.46
DRAM summary                       |           
  num dram accesses                |    3277972
  average dram access latency (ns) |      50.39
  average dram queueing delay      |       0.38
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
