                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  493593072 |  1387396928 |  249999898 |  813206245 |  1211536097 |  1303860160 |  419224008 |  729699039
  Cycles                             |  860582981 |   860582810 |  860579793 |  860582863 |   860582957 |   860582892 |  860583000 |  860583104
  IPC                                |       0.57 |        1.61 |       0.29 |       0.94 |        1.41 |        1.52 |       0.49 |       0.85
  Time (ns)                          |  286860994 |   286860937 |  286859931 |  286860954 |   286860986 |   286860964 |  286861000 |  286861035
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   74926832 |    92541700 |    4856955 |   17221603 |   106543554 |    60034364 |   22371299 |   57883061
  num incorrect                      |   16240280 |    15840360 |    6669357 |    2552300 |    17784380 |      498245 |     523285 |    4735365
  misprediction rate                 |     17.81% |      14.62% |     57.86% |     12.91% |      14.30% |       0.82% |      2.29% |      7.56%
  mpki                               |      32.90 |       11.42 |      26.68 |       3.14 |       14.68 |        0.38 |       1.25 |       6.49
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   68346157 |   168217988 |   27532058 |   78051056 |   137318473 |    99742810 |   42090888 |   61222049
    num misses                       |        171 |          18 |         14 |         70 |         491 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  191714054 |   584537143 |   93614435 |  408563426 |   507293411 |   750289659 |  148385826 |  200916257
    num misses                       |    1021010 |     4117300 |     661938 |     980033 |      271352 |      100374 |     227970 |     982560
    miss rate                        |      0.53% |       0.70% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.49%
    mpki                             |       2.07 |        2.97 |       2.65 |       1.21 |        0.22 |        0.08 |       0.54 |       1.35
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |    1021181 |     4117318 |     661952 |     980103 |      271843 |      100417 |     228017 |     982602
    num misses                       |     101215 |       31236 |     661946 |      13775 |        8762 |       29751 |      71710 |     305518
    miss rate                        |      9.91% |       0.76% |    100.00% |      1.41% |       3.22% |      29.63% |     31.45% |     31.09%
    mpki                             |       0.21 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.42
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   68346157 |   168217988 |   27532058 |   78051056 |   137318473 |    99742810 |   42090888 |   61222049
    num cache misses                 |    3990481 |     1515254 |      18786 |     148388 |     1911551 |       89057 |      43512 |     116295
    miss rate                        |      5.84% |       0.90% |      0.07% |      0.19% |       1.39% |       0.09% |      0.10% |      0.19%
    mpki                             |       8.08 |        1.09 |       0.08 |       0.18 |        1.58 |        0.07 |       0.10 |       0.16
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  191714054 |   584537143 |   93614435 |  408563426 |   507293411 |   750289659 |  148385826 |  200916257
    num cache misses                 |    4328281 |     2907608 |    7294921 |    6630635 |     4687706 |     7050202 |    5244758 |   10752484
    miss rate                        |      2.26% |       0.50% |      7.79% |      1.62% |       0.92% |       0.94% |      3.53% |      5.35%
    mpki                             |       8.77 |        2.10 |      29.18 |       8.15 |        3.87 |        5.41 |      12.51 |      14.74
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    8545989 |     4472222 |    8258527 |    6873680 |     6611397 |     7145005 |    6010361 |   10900174
    num cache misses                 |    4248103 |      628964 |    7313707 |    3417931 |     2637062 |     4933458 |    4315978 |   10073517
    miss rate                        |     49.71% |      14.06% |     88.56% |     49.72% |      39.89% |      69.05% |     71.81% |     92.42%
    mpki                             |       8.61 |        0.45 |      29.25 |       4.20 |        2.18 |        3.78 |      10.30 |      13.81
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    4475555 |      678844 |    8258527 |    3512663 |     2649632 |     4939496 |    5054364 |   10105048
    num cache misses                 |    1325254 |      267379 |    7293647 |     665716 |      258262 |     1684427 |    3842861 |    2069284
    miss rate                        |     29.61% |      39.39% |     88.32% |     18.95% |       9.75% |      34.10% |     76.03% |     20.48%
    mpki                             |       2.68 |        0.19 |      29.17 |       0.82 |        0.21 |        1.29 |       9.17 |       2.84
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   24735104 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     172.27 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      62.26 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     86.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
