                                     | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7       | Core 8       | Core 9       | Core 10      | Core 11      | Core 12      | Core 13      | Core 14      | Core 15     
  Instructions                       |   1996103315 |   7660852677 |   8551611795 |   3399011605 |   4274815884 |    249999989 |  19725998380 |   7447759834 |    838716687 |   1292006311 |   5180405765 |    893437306 |   3720147397 |   1273878027 |   4465313572 |   2229736698
  Cycles                             |  10909363981 |  10909364445 |  10909363292 |  10909364855 |  10909363295 |  10909357349 |  10909363290 |  10909363290 |  10909364681 |  10909364367 |  10909363728 |  10909364785 |  10909364274 |  10909364208 |  10909363290 |  10909365052
  IPC                                |         0.18 |         0.70 |         0.78 |         0.31 |         0.39 |         0.02 |         1.81 |         0.68 |         0.08 |         0.12 |         0.47 |         0.08 |         0.34 |         0.12 |         0.41 |         0.20
  Time (ns)                          |   3636454661 |   3636454815 |   3636454431 |   3636454952 |   3636454432 |   3636452450 |   3636454430 |   3636454430 |   3636454894 |   3636454789 |   3636454576 |   3636454929 |   3636454758 |   3636454736 |   3636454430 |   3636455018
Branch predictor stats               |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  num correct                        |     67881295 |    352778284 |   1307286727 |     77907527 |    259885552 |     43244780 |   3640441823 |    137426028 |    136656949 |    102406092 |    563218784 |    122779674 |    566329695 |     24907829 |      5812615 |    137997208
  num incorrect                      |     31690165 |      2933851 |    335095505 |      1388093 |    156386020 |     11689069 |    248345660 |     20885001 |      8736435 |      8369626 |     85788202 |     16880771 |    121688393 |     34384816 |        98506 |      4752408
  misprediction rate                 |       31.83% |        0.82% |       20.40% |        1.75% |       37.57% |       21.28% |        6.39% |       13.19% |        6.01% |        7.56% |       13.22% |       12.09% |       17.69% |       57.99% |        1.67% |        3.33%
  mpki                               |        15.88 |         0.38 |        39.19 |         0.41 |        36.58 |        46.76 |        12.59 |         2.80 |        10.42 |         6.48 |        16.56 |        18.89 |        32.71 |        26.99 |         0.02 |         2.13
TLB Summary                          |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
  I-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    156509898 |    586083175 |   1112565948 |    304267989 |    510291258 |     23761816 |   3234565694 |    708707169 |    139534948 |    108441414 |    609872173 |    156506316 |    513668479 |    140982463 |    511496494 |    211835554
    num misses                       |            3 |           43 |           19 |            4 |           10 |            3 |           39 |          174 |            4 |           42 |           10 |          105 |          661 |           14 |            6 |           22
    miss rate                        |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |              |             
    num accesses                     |    861499862 |   4408316597 |   2878615240 |   1337278094 |   1965249638 |     88558906 |   6428661637 |   3786572979 |    257002070 |    355528281 |   2324314312 |    416335783 |   1443256067 |    478142587 |   3340230698 |    739939378
    num misses                       |       894376 |       593839 |     12744122 |       707019 |     13526982 |     21159688 |           23 |      8406509 |       300818 |      1736676 |     23480133 |     16192594 |      7669183 |      3361598 |    120329157 |      5937112
    miss rate                        |        0.10% |        0.01% |        0.44% |        0.05% |        0.69% |       23.89% |        0.00% |        0.22% |        0.12% |        0.49% |        1.01% |        3.89% |        0.53% |        0.70% |        3.60% |        0.80%
    mpki                             |         0.45 |         0.08 |         1.49 |         0.21 |         3.16 |        84.64 |         0.00 |         1.13 |         0.36 |         1.34 |         4.53 |        18.12 |         2.06 |         2.64 |        26.95 |         2.66
