                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7     
  Instructions                       |  473646790 |  1348184292 |  249999898 |  641222452 |  1071997661 |  1088004053 |  415130727 |  1492079748
  Cycles                             |  879450173 |   879449702 |  879446917 |  879449719 |   879449719 |   879449708 |  879449934 |   879449718
  IPC                                |       0.54 |        1.53 |       0.28 |       0.73 |        1.22 |        1.24 |       0.47 |        1.70
  Time (ns)                          |  293150058 |   293149901 |  293148973 |  293149907 |   293149907 |   293149903 |  293149978 |   293149906
Branch predictor stats               |            |             |            |            |             |             |            |            
  num correct                        |   70675387 |    89840749 |    4856955 |   12805499 |    95533123 |    50100026 |   22261852 |   118300964
  num incorrect                      |   16188595 |    15428483 |    6669357 |    1863529 |    16017057 |      416117 |     520762 |     9674770
  misprediction rate                 |     18.64% |      14.66% |     57.86% |     12.70% |      14.36% |       0.82% |      2.29% |       7.56%
  mpki                               |      34.18 |       11.44 |      26.68 |       2.91 |       14.94 |        0.38 |       1.25 |        6.48
TLB Summary                          |            |             |            |            |             |             |            |            
  I-TLB                              |            |             |            |            |             |             |            |            
    num accesses                     |   66765657 |   163509869 |   27532058 |   61346243 |   121805613 |    83237906 |   41651750 |   124880845
    num misses                       |        167 |          18 |         14 |         66 |         448 |          43 |         47 |          42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |        0.00
  D-TLB                              |            |             |            |            |             |             |            |            
    num accesses                     |  184810003 |   568317526 |   93614435 |  324426976 |   448238082 |   626059463 |  147267158 |   410685155
    num misses                       |     991644 |     4033412 |     661938 |     781164 |      232882 |       84032 |     227035 |     2007664
    miss rate                        |      0.54% |       0.71% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |       0.49%
    mpki                             |       2.09 |        2.99 |       2.65 |       1.22 |        0.22 |        0.08 |       0.55 |        1.35
  L2 TLB                             |            |             |            |            |             |             |            |            
    num accesses                     |     991811 |     4033430 |     661952 |     781230 |      233330 |       84075 |     227082 |     2007706
    num misses                       |      95797 |       30593 |     661946 |      10262 |        7533 |       24787 |      70864 |      624363
    miss rate                        |      9.66% |       0.76% |    100.00% |      1.31% |       3.23% |      29.48% |     31.21% |      31.10%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |        0.42
Cache Summary                        |            |             |            |            |             |             |            |            
  Cache L1-I                         |            |             |            |            |             |             |            |            
    num cache accesses               |   66765657 |   163509869 |   27532058 |   61346243 |   121805613 |    83237906 |   41651750 |   124880845
    num cache misses                 |    3899517 |     1431821 |       3248 |      36510 |     1510447 |       31703 |      12436 |      104964
    miss rate                        |      5.84% |       0.88% |      0.01% |      0.06% |       1.24% |       0.04% |      0.03% |       0.08%
    mpki                             |       8.23 |        1.06 |       0.01 |       0.06 |        1.41 |        0.03 |       0.03 |        0.07
  Cache L1-D                         |            |             |            |            |             |             |            |            
    num cache accesses               |  184810003 |   568317526 |   93614435 |  324426976 |   448238082 |   626059463 |  147267158 |   410685155
    num cache misses                 |    3099169 |     2771272 |    7293414 |    5192474 |     3968499 |     5646043 |    5182922 |    21861369
    miss rate                        |      1.68% |       0.49% |      7.79% |      1.60% |       0.89% |       0.90% |      3.52% |       5.32%
    mpki                             |       6.54 |        2.06 |      29.17 |       8.10 |        3.70 |        5.19 |      12.49 |       14.65
  Cache L2                           |            |             |            |            |             |             |            |            
    num cache accesses               |    7217182 |     4281117 |    8241610 |    5508095 |     5511994 |     5691578 |    5924720 |    21994186
    num cache misses                 |    1338319 |      357469 |    7296626 |    1102570 |      635354 |     2867559 |    3844172 |    18096989
    miss rate                        |     18.54% |       8.35% |     88.53% |     20.02% |      11.53% |      50.38% |     64.88% |      82.28%
    mpki                             |       2.83 |        0.27 |      29.19 |       1.72 |        0.59 |        2.64 |       9.26 |       12.13
  Cache L3                           |            |             |            |            |             |             |            |            
    num cache accesses               |    1559259 |      436252 |    8241574 |    1385970 |      681533 |     2887491 |    4613487 |    18125913
    num cache misses                 |    1324562 |      356378 |    7296265 |    1089682 |      621324 |     2244883 |    3840142 |      758127
    miss rate                        |     84.95% |      81.69% |     88.53% |     78.62% |      91.17% |      77.75% |     83.24% |       4.18%
    mpki                             |       2.80 |        0.26 |      29.19 |       1.70 |        0.58 |        2.06 |       9.25 |        0.51
DRAM summary                         |            |             |            |            |             |             |            |            
  num dram accesses                  |   25496184 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  average dram access latency (ns)   |     174.32 |         inf |        inf |        inf |         inf |         inf |        inf |         inf
  average dram queueing delay        |      64.31 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |        0.00
  average dram bandwidth utilization |     87.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |       0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |            
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |           0
