                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  249999898 |  688541548 |  483116951 |  890126694
  Cycles                             |  686543026 |  686545200 |  686545200 |  686545174
  IPC                                |       0.36 |       1.00 |       0.70 |       1.30
  Time (ns)                          |  228847675 |  228848400 |  228848400 |  228848391
Branch predictor stats               |            |            |            |           
  num correct                        |    4856955 |   32093924 |   29357217 |   71650344
  num incorrect                      |    6669357 |   28042874 |   17667462 |   12010078
  misprediction rate                 |     57.86% |     46.63% |     37.57% |     14.36%
  mpki                               |      26.68 |      40.73 |      36.57 |      13.49
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   27532058 |   52817921 |   57630713 |  130453224
    num misses                       |         14 |         52 |         10 |         65
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   93614435 |  198042148 |  222121098 |  426780934
    num misses                       |     661938 |       9363 |    1521763 |    2391969
    miss rate                        |      0.71% |      0.00% |      0.69% |      0.56%
    mpki                             |       2.65 |       0.01 |       3.15 |       2.69
  L2 TLB                             |            |            |            |           
    num accesses                     |     661952 |       9415 |    1521773 |    2392034
    num misses                       |     661946 |       8312 |    1210008 |      14921
    miss rate                        |    100.00% |     88.28% |     79.51% |      0.62%
    mpki                             |       2.65 |       0.01 |       2.50 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   27532058 |   52817921 |   57630713 |  130453224
    num cache misses                 |      13365 |      26430 |      21025 |    3929084
    miss rate                        |      0.05% |      0.05% |      0.04% |      3.01%
    mpki                             |       0.05 |       0.04 |       0.04 |       4.41
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   93614435 |  198042148 |  222121098 |  426780934
    num cache misses                 |    7301031 |     597094 |    3421880 |   14139320
    miss rate                        |      7.80% |      0.30% |      1.54% |      3.31%
    mpki                             |      29.20 |       0.87 |       7.08 |      15.88
  Cache L2                           |            |            |            |           
    num cache accesses               |    8261652 |     658811 |    3718861 |   18083788
    num cache misses                 |    7314366 |     594354 |    2882311 |     403829
    miss rate                        |     88.53% |     90.22% |     77.51% |      2.23%
    mpki                             |      29.26 |       0.86 |       5.97 |       0.45
  Cache L3                           |            |            |            |           
    num cache accesses               |    8261622 |     630256 |    3228638 |     420890
    num cache misses                 |    7304474 |     592664 |     930787 |     355254
    miss rate                        |     88.41% |     94.04% |     28.83% |     84.41%
    mpki                             |      29.22 |       0.86 |       1.93 |       0.40
DRAM summary                         |            |            |            |           
  num dram accesses                  |   13405775 |          0 |          0 |          0
  average dram access latency (ns)   |     131.63 |        inf |        inf |        inf
  average dram queueing delay        |      21.63 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     58.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
