                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  389940510 |  547212856 |  452105591 |  249999984
  Cycles                             |  333441613 |  333441565 |  333441603 |  333439663
  IPC                                |       1.17 |       1.64 |       1.36 |       0.75
  Time (ns)                          |  111147205 |  111147189 |  111147201 |  111146555
Branch predictor stats               |            |            |            |           
  num correct                        |   58902609 |   25193886 |   25979940 |   15199251
  num incorrect                      |    6555028 |     208766 |    4459919 |    9146162
  misprediction rate                 |     10.01% |      0.82% |     14.65% |     37.57%
  mpki                               |      16.81 |       0.38 |       9.86 |      36.58
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   62318934 |   41860018 |   50940630 |   29844534
    num misses                       |       2506 |         43 |         56 |         10
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  156427486 |  314881925 |  211756689 |  114926447
    num misses                       |     845595 |      41788 |     134714 |     791213
    miss rate                        |      0.54% |      0.01% |      0.06% |      0.69%
    mpki                             |       2.17 |       0.08 |       0.30 |       3.16
  L2 TLB                             |            |            |            |           
    num accesses                     |     848101 |      41831 |     134770 |     791223
    num misses                       |     125243 |      12828 |      21181 |     629353
    miss rate                        |     14.77% |     30.67% |     15.72% |     79.54%
    mpki                             |       0.32 |       0.02 |       0.05 |       2.52
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   62318934 |   41860018 |   50940630 |   29844534
    num cache misses                 |    1037809 |      27552 |     101457 |      10575
    miss rate                        |      1.67% |      0.07% |      0.20% |      0.04%
    mpki                             |       2.66 |       0.05 |       0.22 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  156427486 |  314881925 |  211756689 |  114926447
    num cache misses                 |    1357582 |    2867581 |    1263133 |    1768881
    miss rate                        |      0.87% |      0.91% |      0.60% |      1.54%
    mpki                             |       3.48 |       5.24 |       2.79 |       7.08
  Cache L2                           |            |            |            |           
    num cache accesses               |    2444934 |    2898888 |    1366646 |    1917780
    num cache misses                 |     779057 |    1764687 |     769471 |    1486834
    miss rate                        |     31.86% |     60.87% |     56.30% |     77.53%
    mpki                             |       2.00 |       3.22 |       1.70 |       5.95
  Cache L3                           |            |            |            |           
    num cache accesses               |     829008 |    1768665 |     772159 |    1661643
    num cache misses                 |     448681 |     943693 |     556706 |     447809
    miss rate                        |     54.12% |     53.36% |     72.10% |     26.95%
    mpki                             |       1.15 |       1.72 |       1.23 |       1.79
DRAM summary                         |            |            |            |           
  num dram accesses                  |    3937684 |          0 |          0 |          0
  average dram access latency (ns)   |     115.20 |        inf |        inf |        inf
  average dram queueing delay        |       5.19 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     35.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
