                                     | Core 0      | Core 1      | Core 2      | Core 3     
  Instructions                       |   605162346 |   249999973 |   986737570 |   308619345
  Cycles                             |  1018930138 |  1018928038 |  1018929947 |  1018930074
  IPC                                |        0.59 |        0.25 |        0.97 |        0.30
  Time (ns)                          |   339643379 |   339642679 |   339643316 |   339643358
Branch predictor stats               |             |             |             |            
  num correct                        |    36755164 |    40600608 |    52885728 |    51860101
  num incorrect                      |    22117810 |     2521753 |    37655640 |     4727784
  misprediction rate                 |      37.57% |       5.85% |      41.59% |       8.35%
  mpki                               |       36.55 |       10.09 |       38.16 |       15.32
TLB Summary                          |             |             |             |            
  I-TLB                              |             |             |             |            
    num accesses                     |    72167306 |    41868591 |    79719018 |    36115857
    num misses                       |          10 |           4 |          52 |          42
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |            
    num accesses                     |   278570462 |    75636447 |   290119258 |   108912998
    num misses                       |     1894683 |       88470 |       17517 |     1944309
    miss rate                        |       0.68% |       0.12% |       0.01% |       1.79%
    mpki                             |        3.13 |        0.35 |        0.02 |        6.30
  L2 TLB                             |             |             |             |            
    num accesses                     |     1894693 |       88474 |       17569 |     1944351
    num misses                       |     1504372 |       88474 |       15711 |      524658
    miss rate                        |      79.40% |     100.00% |      89.42% |      26.98%
    mpki                             |        2.49 |        0.35 |        0.02 |        1.70
Cache Summary                        |             |             |             |            
  Cache L1-I                         |             |             |             |            
    num cache accesses               |    72167306 |    41868591 |    79719018 |    36115857
    num cache misses                 |       43010 |        7114 |       37386 |       41381
    miss rate                        |       0.06% |       0.02% |       0.05% |       0.11%
    mpki                             |        0.07 |        0.03 |        0.04 |        0.13
  Cache L1-D                         |             |             |             |            
    num cache accesses               |   278570462 |    75636447 |   290119258 |   108912998
    num cache misses                 |     4356850 |     5663835 |     1106749 |    12914600
    miss rate                        |       1.56% |       7.49% |       0.38% |      11.86%
    mpki                             |        7.20 |       22.66 |        1.12 |       41.85
  Cache L2                           |             |             |             |            
    num cache accesses               |     4906660 |     7690599 |     1202565 |    14068148
    num cache misses                 |     4105425 |     5670949 |     1103618 |    11452487
    miss rate                        |      83.67% |      73.74% |      91.77% |      81.41%
    mpki                             |        6.78 |       22.68 |        1.12 |       37.11
  Cache L3                           |             |             |             |            
    num cache accesses               |     4663343 |     7690599 |     1162892 |    12565103
    num cache misses                 |     1743963 |     5660311 |     1096831 |     6462297
    miss rate                        |      37.40% |      73.60% |      94.32% |      51.43%
    mpki                             |        2.88 |       22.64 |        1.11 |       20.94
DRAM summary                         |             |             |             |            
  num dram accesses                  |    21216927 |           0 |           0 |           0
  average dram access latency (ns)   |      136.12 |         inf |         inf |         inf
  average dram queueing delay        |       26.11 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      62.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0
