                                     | Core 0      | Core 1     | Core 2     | Core 3      | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  1186858288 |  559555721 |  959150418 |  1227519543 |  398305009 |  249999888 |  623565623 |  730274075
  Cycles                             |   731034413 |  731034373 |  731034599 |   731034350 |  731034498 |  731031405 |  731034600 |  731034373
  IPC                                |        1.62 |       0.77 |       1.31 |        1.68 |       0.54 |       0.34 |       0.85 |       1.00
  Time (ns)                          |   243678138 |  243678125 |  243678200 |   243678117 |  243678166 |  243677135 |  243678200 |  243678125
Branch predictor stats               |             |            |            |             |            |            |            |           
  num correct                        |   155148198 |   12695116 |   77115987 |    81746796 |   21593775 |   19818647 |     810789 |  110134579
  num incorrect                      |    16147283 |     225128 |   12943588 |    14002480 |     504991 |    1620730 |      13742 |   12359028
  misprediction rate                 |       9.43% |      1.74% |     14.37% |      14.62% |      2.29% |      7.56% |      1.67% |     10.09%
  mpki                               |       13.61 |       0.40 |      13.49 |       11.41 |       1.27 |       6.48 |       0.02 |      16.92
TLB Summary                          |             |            |            |             |            |            |            |           
  I-TLB                              |             |            |            |             |            |            |            |           
    num accesses                     |   179718769 |   50270622 |  140521966 |   148893851 |   40214905 |   20925725 |   71431390 |  116927027
    num misses                       |         835 |          4 |         65 |          18 |         47 |         42 |          6 |       4446
    miss rate                        |       0.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.00 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |             |            |            |             |            |            |            |           
    num accesses                     |   468854459 |  218412054 |  459742957 |   517277379 |  140792164 |   68803936 |  466442566 |  294246314
    num misses                       |      144659 |     110337 |    2573528 |     3632150 |     210458 |     336500 |   16891680 |    1663233
    miss rate                        |       0.03% |      0.05% |      0.56% |       0.70% |      0.15% |      0.49% |      3.62% |      0.57%
    mpki                             |        0.12 |       0.20 |       2.68 |        2.96 |       0.53 |       1.35 |      27.09 |       2.28
  L2 TLB                             |             |            |            |             |            |            |            |           
    num accesses                     |      145494 |     110341 |    2573593 |     3632168 |     210505 |     336542 |   16891686 |    1667679
    num misses                       |        4424 |      59880 |      16166 |       27819 |      67821 |     104711 |   12130297 |     238010
    miss rate                        |       3.04% |     54.27% |      0.63% |       0.77% |     32.22% |     31.11% |     71.81% |     14.27%
    mpki                             |        0.00 |       0.11 |       0.02 |        0.02 |       0.17 |       0.42 |      19.45 |       0.33
Cache Summary                        |             |            |            |             |            |            |            |           
  Cache L1-I                         |             |            |            |             |            |            |            |           
    num cache accesses               |   179718769 |   50270622 |  140521966 |   148893851 |   40214905 |   20925725 |   71431390 |  116927027
    num cache misses                 |     3716938 |       6964 |    4188197 |     1234274 |       8574 |      17871 |      38795 |    2029543
    miss rate                        |       2.07% |      0.01% |      2.98% |       0.83% |      0.02% |      0.09% |      0.05% |      1.74%
    mpki                             |        3.13 |       0.01 |       4.37 |        1.01 |       0.02 |       0.07 |       0.06 |       2.78
  Cache L1-D                         |             |            |            |             |            |            |            |           
    num cache accesses               |   468854459 |  218412054 |  459742957 |   517277379 |  140792164 |   68803936 |  466442566 |  294246314
    num cache misses                 |     5511530 |    5412436 |   15151277 |     2418817 |    4992856 |    3667483 |    5091930 |    2668946
    miss rate                        |       1.18% |      2.48% |      3.30% |       0.47% |      3.55% |      5.33% |      1.09% |      0.91%
    mpki                             |        4.64 |       9.67 |      15.80 |        1.97 |      12.54 |      14.67 |       8.17 |       3.65
  Cache L2                           |             |            |            |             |            |            |            |           
    num cache accesses               |     9273637 |    5423678 |   19350249 |     3678432 |    5662382 |    3716022 |    5132759 |    4809676
    num cache misses                 |      375174 |    3780192 |     263104 |      184399 |    3659055 |    3056615 |    3392364 |     998461
    miss rate                        |       4.05% |     69.70% |      1.36% |       5.01% |     64.62% |     82.26% |     66.09% |     20.76%
    mpki                             |        0.32 |       6.76 |       0.27 |        0.15 |       9.19 |      12.23 |       5.44 |       1.37
  Cache L3                           |             |            |            |             |            |            |            |           
    num cache accesses               |      424799 |    3786075 |     276002 |      210299 |    4344555 |    3104850 |    3405341 |    1111876
    num cache misses                 |      373977 |    3771609 |     262801 |      184327 |    3569674 |    2893681 |    3253792 |     979658
    miss rate                        |      88.04% |     99.62% |     95.22% |      87.65% |     82.16% |     93.20% |     95.55% |     88.11%
    mpki                             |        0.32 |       6.74 |       0.27 |        0.15 |       8.96 |      11.57 |       5.22 |       1.34
DRAM summary                         |             |            |            |             |            |            |            |           
  num dram accesses                  |    19376907 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      151.57 |        inf |        inf |         inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       41.56 |       0.00 |       0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      79.00% |      0.00% |      0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |             |            |            |             |            |            |            |           
  num loads from dram                |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  num loads from dram cache          |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
  num loads from remote cache        |           0 |          0 |          0 |           0 |          0 |          0 |          0 |          0
