                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2062252895 |   895598679 |   994246916 |   377548281 |  1585092598 |   249999973 |  1571596793 |   421927148
  Cycles                             |  1159406529 |  1159406645 |  1159406579 |  1159406700 |  1159406415 |  1159403581 |  1159406648 |  1159406568
  IPC                                |        1.78 |        0.77 |        0.86 |        0.33 |        1.37 |        0.22 |        1.36 |        0.36
  Time (ns)                          |   386468843 |   386468882 |   386468860 |   386468900 |   386468805 |   386467861 |   386468883 |   386468856
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   117276453 |   136964355 |    18199692 |     7141062 |   141104548 |    40600608 |   126444472 |    25621845
  num incorrect                      |    19860010 |    35142399 |     2741450 |     9931114 |    23623923 |     2521753 |    21253357 |    15420112
  misprediction rate                 |      14.48% |      20.42% |      13.09% |      58.17% |      14.34% |       5.85% |      14.39% |      37.57%
  mpki                               |        9.63 |       39.24 |        2.76 |       26.30 |       14.90 |       10.09 |       13.52 |       36.55
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   231437189 |   116565433 |    94490874 |    41526442 |   180113684 |    41868591 |   230289815 |    50281048
    num misses                       |          56 |          19 |          72 |          14 |         612 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   969719690 |   301325211 |   505821825 |   138952950 |   662805785 |    75636447 |   753702982 |   194133138
    num misses                       |      627987 |     1329306 |     1115295 |      993420 |      346134 |       88470 |     4206413 |     1318508
    miss rate                        |       0.06% |       0.44% |       0.22% |       0.71% |       0.05% |       0.12% |       0.56% |       0.68%
    mpki                             |        0.30 |        1.48 |        1.12 |        2.63 |        0.22 |        0.35 |        2.68 |        3.12
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      628043 |     1329325 |     1115367 |      993434 |      346746 |       88474 |     4206478 |     1318518
    num misses                       |       98949 |      278684 |       15116 |      993423 |       11059 |       88474 |       26980 |     1045816
    miss rate                        |      15.76% |      20.96% |       1.36% |     100.00% |       3.19% |     100.00% |       0.64% |      79.32%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.63 |        0.01 |        0.35 |        0.02 |        2.48
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   231437189 |   116565433 |    94490874 |    41526442 |   180113684 |    41868591 |   230289815 |    50281048
    num cache misses                 |      321840 |      693707 |       16239 |        9184 |     2191679 |        7304 |     6737379 |       41203
    miss rate                        |       0.14% |       0.60% |       0.02% |       0.02% |       1.22% |       0.02% |       2.93% |       0.08%
    mpki                             |        0.16 |        0.77 |        0.02 |        0.02 |        1.38 |        0.03 |        4.29 |        0.10
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   969719690 |   301325211 |   505821825 |   138952950 |   662805785 |    75636447 |   753702982 |   194133138
    num cache misses                 |     5793612 |     1371160 |     7749549 |    10675658 |     5889896 |     5660884 |    24909414 |     3049931
    miss rate                        |       0.60% |       0.46% |       1.53% |       7.68% |       0.89% |       7.48% |       3.30% |       1.57%
    mpki                             |        2.81 |        1.53 |        7.79 |       28.28 |        3.72 |       22.64 |       15.85 |        7.23
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     6116456 |     2376551 |     8117090 |    12095231 |     8109280 |     7687908 |    31662492 |     3668606
    num cache misses                 |     2270964 |     1017422 |     1349261 |    10684757 |      533894 |     5668188 |      382835 |     2591102
    miss rate                        |      37.13% |      42.81% |      16.62% |      88.34% |       6.58% |      73.73% |       1.21% |      70.63%
    mpki                             |        1.10 |        1.14 |        1.36 |       28.30 |        0.34 |       22.67 |        0.24 |        6.14
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2280994 |     1336524 |     1715459 |    12095146 |      573249 |     7687908 |      401315 |     3213845
    num cache misses                 |      163831 |     1012104 |     1167982 |    10684392 |      487548 |     5667926 |      374943 |     2530975
    miss rate                        |       7.18% |      75.73% |      68.09% |      88.34% |      85.05% |      73.73% |      93.43% |      78.75%
    mpki                             |        0.08 |        1.13 |        1.17 |       28.30 |        0.31 |       22.67 |        0.24 |        6.00
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    30841602 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      151.46 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       41.45 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      79.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
