                                     | Core 0     | Core 1     | Core 2      | Core 3     
  Instructions                       |  249999888 |  505795431 |  1020106091 |  1144635994
  Cycles                             |  762405902 |  762408300 |   762408253 |   762408159
  IPC                                |       0.33 |       0.66 |        1.34 |        1.50
  Time (ns)                          |  254135301 |  254136100 |   254136085 |   254136053
Branch predictor stats               |            |            |             |            
  num correct                        |   19818647 |   11641642 |    44881877 |   101722441
  num incorrect                      |    1620730 |     207564 |     2551554 |    17070496
  misprediction rate                 |      7.56% |      1.75% |       5.38% |      14.37%
  mpki                               |       6.48 |       0.41 |        2.50 |       14.91
TLB Summary                          |            |            |             |            
  I-TLB                              |            |            |             |            
    num accesses                     |   20925725 |   45205876 |    97279506 |   129973616
    num misses                       |         42 |          4 |           8 |         472
    miss rate                        |      0.00% |      0.00% |       0.00% |       0.00%
    mpki                             |       0.00 |       0.00 |        0.00 |        0.00
  D-TLB                              |            |            |             |            
    num accesses                     |   68803936 |  198523863 |   310759119 |   479005448
    num misses                       |     336397 |     104952 |       98376 |      256159
    miss rate                        |      0.49% |      0.05% |       0.03% |       0.05%
    mpki                             |       1.35 |       0.21 |        0.10 |        0.22
  L2 TLB                             |            |            |             |            
    num accesses                     |     336439 |     104956 |       98384 |      256631
    num misses                       |     104703 |      55029 |        2645 |        8105
    miss rate                        |     31.12% |     52.43% |       2.69% |       3.16%
    mpki                             |       0.42 |       0.11 |        0.00 |        0.01
Cache Summary                        |            |            |             |            
  Cache L1-I                         |            |            |             |            
    num cache accesses               |   20925725 |   45205876 |    97279506 |   129973616
    num cache misses                 |     147331 |     209635 |       26522 |     1623967
    miss rate                        |      0.70% |      0.46% |       0.03% |       1.25%
    mpki                             |       0.59 |       0.41 |        0.03 |        1.42
  Cache L1-D                         |            |            |             |            
    num cache accesses               |   68803936 |  198523863 |   310759119 |   479005448
    num cache misses                 |    3913581 |    5620477 |     8561511 |     4141979
    miss rate                        |      5.69% |      2.83% |       2.76% |       0.86%
    mpki                             |      15.65 |      11.11 |        8.39 |        3.62
  Cache L2                           |            |            |             |            
    num cache accesses               |    4135141 |    6086806 |     8718051 |     5770284
    num cache misses                 |    3986964 |    5297757 |      755919 |      871180
    miss rate                        |     96.42% |     87.04% |       8.67% |      15.10%
    mpki                             |      15.95 |      10.47 |        0.74 |        0.76
  Cache L3                           |            |            |             |            
    num cache accesses               |    4061310 |    5621937 |      888985 |      876014
    num cache misses                 |    3944898 |    5294225 |      717195 |       87316
    miss rate                        |     97.13% |     94.17% |      80.68% |       9.97%
    mpki                             |      15.78 |      10.47 |        0.70 |        0.08
DRAM summary                         |            |            |             |            
  num dram accesses                  |   12200354 |          0 |           0 |           0
  average dram access latency (ns)   |     117.41 |        inf |         inf |         inf
  average dram queueing delay        |       7.40 |       0.00 |        0.00 |        0.00
  average dram bandwidth utilization |     48.00% |      0.00% |       0.00% |       0.00%
Coherency Traffic                    |            |            |             |            
  num loads from dram                |          0 |          0 |           0 |           0
  num loads from dram cache          |          0 |          0 |           0 |           0
  num loads from remote cache        |          0 |          0 |           0 |           0
