                                     | Core 0       | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  12027145338 |  1770571233 |   249999989 |  2311092153 |   845565231 |  7299589683 |  4557324678 |  9814793252
  Cycles                             |   6684440723 |  6684441140 |  6684436656 |  6684441066 |  6684440797 |  6684441141 |  6684441212 |  6684440743
  IPC                                |         1.80 |        0.26 |        0.04 |        0.35 |        0.13 |        1.09 |        0.68 |        1.47
  Time (ns)                          |   2228146908 |  2228147047 |  2228145552 |  2228147022 |  2228146933 |  2228147047 |  2228147071 |  2228146915
Branch predictor stats               |              |             |             |             |             |             |             |            
  num correct                        |    685440880 |    16081429 |    43244780 |   123690085 |   116326852 |   336147385 |   687108794 |   653754115
  num incorrect                      |    115892972 |      107740 |    11689069 |     2893830 |    15967310 |     2796731 |    77294940 |   112259005
  misprediction rate                 |       14.46% |       0.67% |      21.28% |       2.29% |      12.07% |       0.83% |      10.11% |      14.65%
  mpki                               |         9.64 |        0.06 |       46.76 |        1.25 |       18.88 |        0.38 |       16.96 |       11.44
TLB Summary                          |              |             |             |             |             |             |             |            
  I-TLB                              |              |             |             |             |             |             |             |            
    num accesses                     |   1350481143 |   156485823 |    23761816 |   230967765 |   148185068 |   558448769 |   729795734 |  1190912946
    num misses                       |           56 |           3 |           3 |          47 |         101 |          43 |       27121 |          18
    miss rate                        |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |              |             |             |             |             |             |             |            
    num accesses                     |   5651632844 |   482380433 |    88558906 |   801075706 |   394014788 |  4200424875 |  1837082463 |  4138611172
    num misses                       |      3652024 |      862687 |    21160396 |     1227059 |    15350820 |      565532 |    10358399 |    29424809
    miss rate                        |        0.06% |       0.18% |      23.89% |       0.15% |       3.90% |       0.01% |       0.56% |       0.71%
    mpki                             |         0.30 |        0.49 |       84.64 |        0.53 |       18.15 |        0.08 |        2.27 |        3.00
  L2 TLB                             |              |             |             |             |             |             |             |            
    num accesses                     |      3652080 |      862690 |    21160399 |     1227106 |    15350921 |      565575 |    10385520 |    29424827
    num misses                       |       575948 |      862039 |    10898855 |      380911 |     4607047 |      162485 |     1479982 |      224961
    miss rate                        |       15.77% |      99.92% |      51.51% |      31.04% |      30.01% |      28.73% |      14.25% |       0.76%
    mpki                             |         0.05 |        0.49 |       43.60 |        0.16 |        5.45 |        0.02 |        0.32 |        0.02
Cache Summary                        |              |             |             |             |             |             |             |            
  Cache L1-I                         |              |             |             |             |             |             |             |            
    num cache accesses               |   1350481143 |   156485823 |    23761816 |   230967765 |   148185068 |   558448769 |   729795734 |  1190912946
    num cache misses                 |      2148522 |      273801 |       75693 |       95279 |     1983878 |      286833 |    12906843 |    10298296
    miss rate                        |        0.16% |       0.17% |       0.32% |       0.04% |       1.34% |       0.05% |       1.77% |       0.86%
    mpki                             |         0.18 |        0.15 |        0.30 |        0.04 |        2.35 |        0.04 |        2.83 |        1.05
  Cache L1-D                         |              |             |             |             |             |             |             |            
    num cache accesses               |   5651632844 |   482380433 |    88558906 |   801075706 |   394014788 |  4200424875 |  1837082463 |  4138611172
    num cache misses                 |     33797137 |    91017747 |    28831985 |    28277453 |    22101262 |    37988085 |    16802993 |    19796670
    miss rate                        |        0.60% |      18.87% |      32.56% |       3.53% |       5.61% |       0.90% |       0.91% |       0.48%
    mpki                             |         2.81 |       51.41 |      115.33 |       12.24 |       26.14 |        5.20 |        3.69 |        2.02
  Cache L2                           |              |             |             |             |             |             |             |            
    num cache accesses               |     35947739 |    91295355 |    32851527 |    32458080 |    29412018 |    38340694 |    30634352 |    30410020
    num cache misses                 |     18083415 |    55460190 |    21331496 |    21029474 |    18748965 |    21385214 |     8482174 |     2424630
    miss rate                        |       50.30% |      60.75% |      64.93% |      64.79% |      63.75% |      55.78% |      27.69% |       7.97%
    mpki                             |         1.50 |       31.32 |       85.33 |        9.10 |       22.17 |        2.93 |        1.86 |        0.25
  Cache L3                           |              |             |             |             |             |             |             |            
    num cache accesses               |     18087813 |    55463997 |    25346824 |    25319841 |    24097964 |    21473252 |     9419854 |     2748880
    num cache misses                 |       296707 |    55183905 |    20558002 |    20519478 |    17812831 |    10804574 |     7979154 |     2380436
    miss rate                        |        1.64% |      99.50% |      81.11% |      81.04% |      73.92% |      50.32% |      84.71% |      86.60%
    mpki                             |         0.02 |       31.17 |       82.23 |        8.88 |       21.07 |        1.48 |        1.75 |        0.24
DRAM summary                         |              |             |             |             |             |             |             |            
  num dram accesses                  |    209234355 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       241.30 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       131.29 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       93.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |              |             |             |             |             |             |             |            
  num loads from dram                |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
