                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13      | Core 14     | Core 15    
  Instructions                       |  2867321314 |  3712454112 |  2166769575 |   480373431 |  1170099975 |  8589207404 |  3191561700 |  6418582094 |  1753491285 |   249999981 |  6943209564 |   690155543 |  3905466644 |  10194139190 |   874935407 |  1962869536
  Cycles                             |  5576225824 |  5576223300 |  5576224009 |  5576224424 |  5576223301 |  5576223237 |  5576223306 |  5576223300 |  5576223765 |  5576218950 |  5576223352 |  5576223627 |  5576223791 |   5576223316 |  5576225869 |  5576224468
  IPC                                |        0.51 |        0.67 |        0.39 |        0.09 |        0.21 |        1.54 |        0.57 |        1.15 |        0.31 |        0.04 |        1.25 |        0.12 |        0.70 |         1.83 |        0.16 |        0.35
  Time (ns)                          |  1858741942 |  1858741100 |  1858741337 |  1858741475 |  1858741101 |  1858741079 |  1858741102 |  1858741100 |  1858741255 |  1858739650 |  1858741118 |  1858741209 |  1858741264 |   1858741106 |  1858741957 |  1858741490
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  num correct                        |   310715817 |   200001046 |   131700348 |    66061051 |    62372709 |   572222399 |   410528972 |   516212819 |    40440830 |    58565837 |   306141506 |    12698359 |   179836448 |   1881333616 |     7930787 |   297985107
  num incorrect                      |    47337742 |   141209902 |    79251443 |     9073115 |     1459213 |    98245747 |    96013232 |    86699769 |      721396 |     6500447 |    17392980 |    17720922 |     1494296 |    128342198 |       53098 |    64607783
  misprediction rate                 |      13.22% |      41.38% |      37.57% |      12.08% |       2.29% |      14.65% |      18.95% |      14.38% |       1.75% |       9.99% |       5.38% |      58.26% |       0.82% |        6.39% |       0.67% |      17.82%
  mpki                               |       16.51 |       38.04 |       36.58 |       18.89 |        1.25 |       11.44 |       30.08 |       13.51 |        0.41 |       26.00 |        2.51 |       25.68 |        0.38 |        12.59 |        0.06 |       32.91
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |   337396087 |   301045751 |   258572238 |    84143848 |   116863056 |  1042191537 |   447597595 |   940291684 |   156695970 |    21135842 |   661521558 |    74520878 |   298775657 |   1671582379 |    77327135 |   271364038
    num misses                       |          10 |          52 |          10 |          92 |          47 |          18 |         237 |          65 |           4 |       17441 |           8 |          14 |          43 |           39 |           3 |         394
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |  1288259876 |  1093061134 |   996264131 |   223883150 |   408547065 |  3621809785 |  1248356932 |  3077439847 |   688722704 |    86633855 |  2112572945 |   250635269 |  2247344470 |   3322251802 |   238151459 |   762167416
    num misses                       |    13072143 |       66119 |     6840659 |     8720244 |      627307 |    25751078 |     2209168 |    17174491 |      368113 |     1331685 |      677825 |     1730312 |      302207 |           23 |      424969 |     4048953
    miss rate                        |       1.01% |       0.01% |       0.69% |       3.89% |       0.15% |       0.71% |       0.18% |       0.56% |       0.05% |       1.54% |       0.03% |       0.69% |       0.01% |        0.00% |       0.18% |       0.53%
    mpki                             |        4.56 |        0.02 |        3.16 |       18.15 |        0.54 |        3.00 |        0.69 |        2.68 |        0.21 |        5.33 |        0.10 |        2.51 |        0.08 |         0.00 |        0.49 |        2.06
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num accesses                     |    13072153 |       66171 |     6840669 |     8720336 |      627354 |    25751096 |     2209405 |    17174556 |      368117 |     1349126 |      677833 |     1730326 |      302250 |           62 |      424972 |     4049347
    num misses                       |     1164228 |       59021 |     5436989 |     2607345 |      194172 |      196687 |      354137 |      109024 |      191297 |     1140470 |       16771 |     1730307 |       87615 |           62 |      424651 |      377088
    miss rate                        |       8.91% |      89.19% |      79.48% |      29.90% |      30.95% |       0.76% |      16.03% |       0.63% |      51.97% |      84.53% |       2.47% |     100.00% |      28.99% |      100.00% |      99.92% |       9.31%
    mpki                             |        0.41 |        0.02 |        2.51 |        5.43 |        0.17 |        0.02 |        0.11 |        0.02 |        0.11 |        4.56 |        0.00 |        2.51 |        0.02 |         0.00 |        0.49 |        0.19
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
    num cache accesses               |   337396087 |   301045751 |   258572238 |    84143848 |   116863056 |  1042191537 |   447597595 |   940291684 |   156695970 |    21135842 |   661521558 |    74520878 |   298775657 |   1671582379 |    77327135 |   271364038
    num cache misses                 |       61010 |       57561 |       58376 |     1001879 |       39116 |     8625617 |    12893238 |    27738131 |       51827 |      345445 |       37858 |       14823 |      143816 |     15733450 |      121889 |    15567261
    miss rate                        |       0.02% |       0.02% |       0.02% |       1.19% |       0.03% |       0.83% |       2.88% |       2.95% |       0.03% |       1.63% |       0.01% |       0.02% |       0.05% |        0.94% |       0.16% |       5.74%
    mpki                             |        0.02 |        0.02 |        0.03 |        2.09 |        0.03 |        1.00 |        4.04 |        4.32 |        0.03 |        1.38 |        0.01 |        0.02 |        0.04 |         1.54 |        0.14 |        7.93
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |              |             |            
