                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  411722570 |  499137213 |  249999979 |  378162250
  Cycles                             |  253694401 |  253694393 |  253691247 |  253694400
  IPC                                |       1.62 |       1.97 |       0.99 |       1.49
  Time (ns)                          |   84564800 |   84564798 |   84563749 |   84564800
Branch predictor stats               |            |            |            |           
  num correct                        |   17469681 |   92115712 |   38222132 |   34231072
  num incorrect                      |    1006144 |    6284099 |    9793313 |    5867841
  misprediction rate                 |      5.45% |      6.39% |     20.40% |     14.63%
  mpki                               |       2.44 |      12.59 |      39.17 |      15.52
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   39781838 |   81846610 |   32523298 |   43168984
    num misses                       |          8 |         39 |         19 |        221
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |  127911763 |  162668379 |   84159510 |  158331339
    num misses                       |      36179 |         23 |     372580 |      86362
    miss rate                        |      0.03% |      0.00% |      0.44% |      0.05%
    mpki                             |       0.09 |       0.00 |       1.49 |       0.23
  L2 TLB                             |            |            |            |           
    num accesses                     |      36187 |         62 |     372599 |      86583
    num misses                       |       1106 |         62 |      78123 |       2752
    miss rate                        |      3.06% |    100.00% |     20.97% |      3.18%
    mpki                             |       0.00 |       0.00 |       0.31 |       0.01
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   39781838 |   81846610 |   32523298 |   43168984
    num cache misses                 |        400 |     760995 |     102739 |     540634
    miss rate                        |      0.00% |      0.93% |      0.32% |      1.25%
    mpki                             |       0.00 |       1.52 |       0.41 |       1.43
  Cache L1-D                         |            |            |            |           
    num cache accesses               |  127911763 |  162668379 |   84159510 |  158331339
    num cache misses                 |    3455191 |        747 |     308143 |    1156147
    miss rate                        |      2.70% |      0.00% |      0.37% |      0.73%
    mpki                             |       8.39 |       0.00 |       1.23 |       3.06
  Cache L2                           |            |            |            |           
    num cache accesses               |    3463397 |     761818 |     475946 |    1697929
    num cache misses                 |      37975 |       1912 |      92675 |      26537
    miss rate                        |      1.10% |      0.25% |     19.47% |      1.56%
    mpki                             |       0.09 |       0.00 |       0.37 |       0.07
  Cache L3                           |            |            |            |           
    num cache accesses               |      45805 |       1988 |     158890 |      27765
    num cache misses                 |      34363 |       1912 |      85159 |      24032
    miss rate                        |     75.02% |     96.18% |     53.60% |     86.56%
    mpki                             |       0.08 |       0.00 |       0.34 |       0.06
DRAM summary                         |            |            |            |           
  num dram accesses                  |     195878 |          0 |          0 |          0
  average dram access latency (ns)   |     110.41 |        inf |        inf |        inf
  average dram queueing delay        |       0.40 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
