                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  5189007486 |  3342837388 |  3233850821 |  4801162939 |  1051852671 |  1988291225 |  5971395364 |   249999989
  Cycles                             |  4336330899 |  4336330893 |  4336330957 |  4336331105 |  4336330917 |  4336331006 |  4336330856 |  4336327284
  IPC                                |        1.20 |        0.77 |        0.75 |        1.11 |        0.24 |        0.46 |        1.38 |        0.06
  Time (ns)                          |  1445443633 |  1445443631 |  1445443653 |  1445443702 |  1445443639 |  1445443669 |  1445443619 |  1445442428
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   458968948 |   362082257 |   416561097 |   273243778 |   177490957 |   120872061 |   274985453 |    43244780
  num incorrect                      |    76550820 |    55157390 |    97164720 |    46178770 |    16387834 |    72736376 |     2288142 |    11689069
  misprediction rate                 |      14.29% |      13.22% |      18.91% |      14.46% |       8.45% |      37.57% |       0.83% |      21.28%
  mpki                               |       14.75 |       16.50 |       30.05 |        9.62 |       15.58 |       36.58 |        0.38 |       46.76
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   588920006 |   393427220 |   453510309 |   538770306 |   122099895 |   237325125 |   456838355 |    23761816
    num misses                       |        1793 |          10 |         238 |          56 |          42 |          10 |          43 |           3
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2170463263 |  1502198133 |  1263160849 |  2257225264 |   366523302 |   914044839 |  3436139336 |    88558906
    num misses                       |     1148734 |    15255189 |     2267944 |     1459975 |     6311969 |     6287080 |      463713 |    21160068
    miss rate                        |       0.05% |       1.02% |       0.18% |       0.06% |       1.72% |       0.69% |       0.01% |      23.89%
    mpki                             |        0.22 |        4.56 |        0.70 |        0.30 |        6.00 |        3.16 |        0.08 |       84.64
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1150527 |    15255199 |     2268182 |     1460031 |     6312011 |     6287090 |      463756 |    21160071
    num misses                       |       36358 |     1356677 |      360763 |      230114 |     1708260 |     4999659 |      132871 |    10898478
    miss rate                        |       3.16% |       8.89% |      15.91% |      15.76% |      27.06% |      79.52% |      28.65% |      51.50%
    mpki                             |        0.01 |        0.41 |        0.11 |        0.05 |        1.62 |        2.51 |        0.02 |       43.59
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   588920006 |   393427220 |   453510309 |   538770306 |   122099895 |   237325125 |   456838355 |    23761816
    num cache misses                 |     8332175 |      292497 |    14380848 |     1622854 |      139548 |      137474 |      413177 |      195106
    miss rate                        |       1.41% |       0.07% |       3.17% |       0.30% |       0.11% |       0.06% |       0.09% |       0.82%
    mpki                             |        1.61 |        0.09 |        4.45 |        0.34 |        0.13 |        0.07 |        0.07 |        0.78
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2170463263 |  1502198133 |  1263160849 |  2257225264 |   366523302 |   914044839 |  3436139336 |    88558906
    num cache misses                 |    20341050 |    48183200 |    16030889 |    13940561 |    42912420 |    14197153 |    32306597 |    28779165
    miss rate                        |       0.94% |       3.21% |       1.27% |       0.62% |      11.71% |       1.55% |       0.94% |      32.50%
    mpki                             |        3.92 |       14.41 |        4.96 |        2.90 |       40.80 |        7.14 |        5.41 |      115.12
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    28856950 |    49019935 |    31535174 |    15592354 |    46877956 |    16110573 |    32749877 |    32722916
    num cache misses                 |    11916380 |    33953466 |    14544369 |    11152603 |    38006912 |    13427818 |    22616727 |    24417973
    miss rate                        |      41.29% |      69.26% |      46.12% |      71.53% |      81.08% |      83.35% |      69.06% |      74.62%
    mpki                             |        2.30 |       10.16 |        4.50 |        2.32 |       36.13 |        6.75 |        3.79 |       97.67
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    12108341 |    34524791 |    15675336 |    11184090 |    41834477 |    15373364 |    22647968 |    28191284
    num cache misses                 |     3320855 |    10120948 |     4798954 |     7202708 |    22014006 |     7290789 |    10092845 |    18269972
    miss rate                        |      27.43% |      29.32% |      30.61% |      64.40% |      52.62% |      47.42% |      44.56% |      64.81%
    mpki                             |        0.64 |        3.03 |        1.48 |        1.50 |       20.93 |        3.67 |        1.69 |       73.08
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   120914207 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      177.21 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       67.20 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      83.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
