                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  5154587190 |  5545906598 |   269400210 |   410157227 |   275211526 |   564853427 |   667234207 |   249999886 |  3500158448 |   668560505 |  1953767748 |   509411662 |  3220489269 |  1342158521 |  2014768183 |  4087986185
  Cycles                             |  3765192901 |  3765192000 |  3765192189 |  3765192716 |  3765192000 |  3765192604 |  3765192690 |  3765188277 |  3765192055 |  3765192052 |  3765192581 |  3765192000 |  3765192000 |  3765192023 |  3765192000 |  3765191946
  IPC                                |        1.37 |        1.47 |        0.07 |        0.11 |        0.07 |        0.15 |        0.18 |        0.07 |        0.93 |        0.18 |        0.52 |        0.14 |        0.86 |        0.36 |        0.54 |        1.09
  Time (ns)                          |  1255064301 |  1255064000 |  1255064063 |  1255064239 |  1255064000 |  1255064202 |  1255064230 |  1255062759 |  1255064019 |  1255064018 |  1255064194 |  1255064000 |  1255064000 |  1255064008 |  1255064000 |  1255063982
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   408641949 |  1023500612 |    46180105 |     7505815 |    44922142 |    34318324 |    40821422 |    34399075 |   154593463 |    19760584 |   213682869 |     4626287 |   258938709 |     1753344 |   114372280 |   544381295
  num incorrect                      |    33434046 |    69822474 |     4112411 |    10514719 |     2737148 |    20651406 |     1517861 |     4720676 |     8775234 |     9570248 |    32559642 |       30994 |    43495413 |       29714 |    19354240 |    54955897
  misprediction rate                 |       7.56% |       6.39% |       8.18% |      58.35% |       5.74% |      37.57% |       3.58% |      12.07% |       5.37% |      32.63% |      13.22% |       0.67% |      14.38% |       1.67% |      14.47% |       9.17%
  mpki                               |        6.49 |       12.59 |       15.27 |       25.64 |        9.95 |       36.56 |        2.27 |       18.88 |        2.51 |       14.31 |       16.67 |        0.06 |       13.51 |        0.02 |        9.61 |       13.44
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   431453592 |   909391574 |    31441151 |    44371517 |    46405528 |    67390212 |    63545773 |    43801034 |   333286664 |    51871465 |   229797188 |    45022549 |   471755798 |   153724722 |   225852812 |   612864491
    num misses                       |          42 |          39 |          42 |          14 |           4 |          10 |          22 |          84 |           8 |           3 |          10 |           3 |          65 |           6 |          56 |        2712
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1418707142 |  1807407257 |    93149197 |   148363588 |    82571112 |   259953019 |   224205151 |   116504258 |  1063960540 |   305275413 |   871457224 |   138778835 |  1543967053 |  1004049378 |   947974169 |  1595467637
    num misses                       |     6940768 |          23 |     1547572 |     1032459 |       97335 |     1776579 |     1804526 |     4540171 |      341081 |      309181 |     8976818 |      248182 |     8614651 |    36357560 |      609708 |      504005
    miss rate                        |       0.49% |       0.00% |       1.66% |       0.70% |       0.12% |       0.68% |       0.80% |       3.90% |       0.03% |       0.10% |       1.03% |       0.18% |       0.56% |       3.62% |       0.06% |       0.03%
    mpki                             |        1.35 |        0.00 |        5.74 |        2.52 |        0.35 |        3.15 |        2.70 |       18.16 |        0.10 |        0.46 |        4.59 |        0.49 |        2.67 |       27.09 |        0.30 |        0.12
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     6940810 |          62 |     1547614 |     1032473 |       97339 |     1776589 |     1804548 |     4540255 |      341089 |      309184 |     8976828 |      248185 |     8614716 |    36357566 |      609764 |      506717
    num misses                       |     2159657 |          62 |      425583 |     1032462 |       97339 |     1412228 |      164559 |     1361632 |        8595 |      203874 |      791902 |      247999 |       54830 |    25944283 |       96508 |       14720
    miss rate                        |      31.12% |     100.00% |      27.50% |     100.00% |     100.00% |      79.49% |       9.12% |      29.99% |       2.52% |      65.94% |       8.82% |      99.93% |       0.64% |      71.36% |      15.83% |       2.90%
    mpki                             |        0.42 |        0.00 |        1.58 |        2.52 |        0.35 |        2.50 |        0.25 |        5.45 |        0.00 |        0.30 |        0.41 |        0.49 |        0.02 |       19.33 |        0.05 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   431453592 |   909391574 |    31441151 |    44371517 |    46405528 |    67390212 |    63545773 |    43801034 |   333286664 |    51871465 |   229797188 |    45022549 |   471755798 |   153724722 |   225852812 |   612864491
    num cache misses                 |      818767 |     8944628 |       37693 |       36571 |        8597 |       41425 |      448379 |     1011417 |      104653 |       81847 |      176680 |      356922 |    15956681 |      702968 |      727019 |    12727755
    miss rate                        |       0.19% |       0.98% |       0.12% |       0.08% |       0.02% |       0.06% |       0.71% |       2.31% |       0.03% |       0.16% |       0.08% |       0.79% |       3.38% |       0.46% |       0.32% |       2.08%
    mpki                             |        0.16 |        1.61 |        0.14 |        0.09 |        0.03 |        0.07 |        0.67 |        4.05 |        0.03 |        0.12 |        0.09 |        0.70 |        4.95 |        0.52 |        0.36 |        3.11
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  1418707142 |  1807407257 |    93149197 |   148363588 |    82571112 |   259953019 |   224205151 |   116504258 |  1063960540 |   305275413 |   871457224 |   138778835 |  1543967053 |  1004049378 |   947974169 |  1595467637
    num cache misses                 |    75925380 |      196217 |    11102120 |    11278680 |     6231388 |     4101388 |    12844326 |     6708132 |    28466846 |    14915706 |    28754315 |    26217522 |    52189468 |    11072001 |     5888284 |    21835049
    miss rate                        |       5.35% |       0.01% |      11.92% |       7.60% |       7.55% |       1.58% |       5.73% |       5.76% |       2.68% |       4.89% |       3.30% |      18.89% |       3.38% |       1.10% |       0.62% |       1.37%
    mpki                             |       14.73 |        0.04 |       41.21 |       27.50 |       22.64 |        7.26 |       19.25 |       26.83 |        8.13 |       22.31 |       14.72 |       51.47 |       16.21 |        8.25 |        2.92 |        5.34
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    76790377 |     9174247 |    12688758 |    12725401 |     8345855 |     4914139 |    14227346 |     9255717 |    28771525 |    15795474 |    29241998 |    26575144 |    68204205 |    11786919 |     6645116 |    34784789
    num cache misses                 |    71170605 |      676628 |     9870535 |    11315251 |     6239985 |     3890421 |     6287080 |     6650555 |     1624993 |    13220441 |    20312274 |    17288529 |    11576986 |     8285260 |     4814169 |     2313381
    miss rate                        |      92.68% |       7.38% |      77.79% |      88.92% |      74.77% |      79.17% |      44.19% |      71.85% |       5.65% |      83.70% |      69.46% |      65.06% |      16.97% |      70.29% |      72.45% |       6.65%
    mpki                             |       13.81 |        0.12 |       36.64 |       27.59 |       22.67 |        6.89 |        9.42 |       26.60 |        0.46 |       19.77 |       10.40 |       33.94 |        3.59 |        6.17 |        2.39 |        0.57
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    71216994 |      710030 |    11419980 |    12725401 |     8345855 |     4709171 |     7236649 |     8189428 |     1833459 |    14018362 |    20639770 |    17289229 |    11646071 |     8297420 |     4846953 |     2537281
    num cache misses                 |     1619880 |      664468 |     7576308 |    11279296 |     6229276 |     3298057 |     3743751 |     5146606 |     1365889 |    13056021 |     3429747 |    15860558 |     1279290 |     7286193 |     3686544 |     1734375
    miss rate                        |       2.27% |      93.58% |      66.34% |      88.64% |      74.64% |      70.03% |      51.73% |      62.84% |      74.50% |      93.14% |      16.62% |      91.74% |      10.98% |      87.81% |      76.06% |      68.36%
    mpki                             |        0.31 |        0.12 |       28.12 |       27.50 |       22.63 |        5.84 |        5.61 |       20.59 |        0.39 |       19.53 |        1.76 |       31.14 |        0.40 |        5.43 |        1.83 |        0.42
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |   121752682 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      485.84 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |      375.83 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      97.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
