                                   | Core 0    
  Instructions                     |  499999890
  Cycles                           |  514204284
  IPC                              |       0.97
  Time (ns)                        |  171401428
Branch predictor stats             |           
  num correct                      |    8844123
  num incorrect                    |    1389904
  misprediction rate               |     13.58%
  mpki                             |       2.78
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   47373602
    num misses                     |         62
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  253196027
    num misses                     |     555291
    miss rate                      |      0.22%
    mpki                           |       1.11
  L2 TLB                           |           
    num accesses                   |     555353
    num misses                     |       7406
    miss rate                      |      1.33%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   47373602
    num cache misses               |      92624
    miss rate                      |      0.20%
    mpki                           |       0.19
  Cache L1-D                       |           
    num cache accesses             |  253196027
    num cache misses               |    3788287
    miss rate                      |      1.50%
    mpki                           |       7.58
  Cache L2                         |           
    num cache accesses             |    4082972
    num cache misses               |    2098765
    miss rate                      |     51.40%
    mpki                           |       4.20
  Cache L3                         |           
    num cache accesses             |    2300954
    num cache misses               |     963385
    miss rate                      |     41.87%
    mpki                           |       1.93
DRAM summary                       |           
  num dram accesses                |    1258808
  average dram access latency (ns) |      69.52
  average dram queueing delay      |       4.50
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
