                                   | Core 0    
  Instructions                     |  499999910
  Cycles                           |  611388771
  IPC                              |       0.82
  Time (ns)                        |  203796257
Branch predictor stats             |           
  num correct                      |   29744671
  num incorrect                    |     763553
  misprediction rate               |      2.50%
  mpki                             |       1.53
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49761683
    num misses                     |         14
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  150085290
    num misses                     |    2680916
    miss rate                      |      1.79%
    mpki                           |       5.36
  L2 TLB                           |           
    num accesses                   |    2680930
    num misses                     |     173666
    miss rate                      |      6.48%
    mpki                           |       0.35
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49761683
    num cache misses               |      58475
    miss rate                      |      0.12%
    mpki                           |       0.12
  Cache L1-D                       |           
    num cache accesses             |  150085290
    num cache misses               |   12527927
    miss rate                      |      8.35%
    mpki                           |      25.06
  Cache L2                         |           
    num cache accesses             |   12710876
    num cache misses               |    4563635
    miss rate                      |     35.90%
    mpki                           |       9.13
  Cache L3                         |           
    num cache accesses             |    4693310
    num cache misses               |    4439348
    miss rate                      |     94.59%
    mpki                           |       8.88
DRAM summary                       |           
  num dram accesses                |    5814229
  average dram access latency (ns) |     114.74
  average dram queueing delay      |      29.70
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
