                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |   249999973 |   841789013 |  1941660299 |  1524906700 |   928384078 |   627997343 |  1208664799 |  1855571538
  Cycles                             |  1088270472 |  1088273142 |  1088273263 |  1088273190 |  1088273412 |  1088273184 |  1088273498 |  1088273107
  IPC                                |        0.23 |        0.77 |        1.78 |        1.40 |        0.85 |        0.58 |        1.11 |        1.71
  Time (ns)                          |   362756824 |   362757714 |   362757755 |   362757730 |   362757804 |   362757728 |   362757833 |   362757703
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    40600608 |    19141958 |   111112686 |    67137890 |     1214109 |    38143434 |   182299750 |   246267055
  num incorrect                      |     2521753 |      339350 |    18817858 |     3817078 |       20576 |    22952947 |    20469621 |    24957849
  misprediction rate                 |       5.85% |       1.74% |      14.48% |       5.38% |       1.67% |      37.57% |      10.10% |       9.20%
  mpki                               |       10.09 |        0.40 |        9.69 |        2.50 |        0.02 |       36.55 |       16.94 |       13.45
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    41868591 |    76000520 |   218373765 |   145381766 |   106329115 |    74888626 |   193493103 |   278937135
    num misses                       |           4 |           4 |          56 |           8 |           6 |          10 |        7273 |        1281
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    75636447 |   330758979 |   911087920 |   464347787 |   694523689 |   289004052 |   486718619 |   726294398
    num misses                       |       88470 |      168395 |      588299 |      147043 |    25177256 |     1967735 |     2729611 |      233907
    miss rate                        |       0.12% |       0.05% |       0.06% |       0.03% |       3.63% |       0.68% |       0.56% |       0.03%
    mpki                             |        0.35 |        0.20 |        0.30 |        0.10 |       27.12 |        3.13 |        2.26 |        0.13
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |       88474 |      168399 |      588355 |      147051 |    25177262 |     1967745 |     2736884 |      235188
    num misses                       |       88474 |       92688 |       92715 |        3845 |    18032856 |     1562113 |      392596 |        6836
    miss rate                        |     100.00% |      55.04% |      15.76% |       2.61% |      71.62% |      79.39% |      14.34% |       2.91%
    mpki                             |        0.35 |        0.11 |        0.05 |        0.00 |       19.42 |        2.49 |        0.32 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    41868591 |    76000520 |   218373765 |   145381766 |   106329115 |    74888626 |   193493103 |   278937135
    num cache misses                 |        4004 |       50349 |      439263 |       24562 |      233524 |       29229 |     3379210 |     5727141
    miss rate                        |       0.01% |       0.07% |       0.20% |       0.02% |       0.22% |       0.04% |       1.75% |       2.05%
    mpki                             |        0.02 |        0.06 |        0.23 |        0.02 |        0.25 |        0.05 |        2.80 |        3.09
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |    75636447 |   330758979 |   911087920 |   464347787 |   694523689 |   289004052 |   486718619 |   726294398
    num cache misses                 |     5662057 |     8319337 |     5479992 |    12444137 |     7622850 |     4504113 |     4394422 |     9536498
    miss rate                        |       7.49% |       2.52% |       0.60% |       2.68% |       1.10% |       1.56% |       0.90% |       1.31%
    mpki                             |       22.65 |        9.88 |        2.82 |        8.16 |        8.21 |        7.17 |        3.64 |        5.14
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7683017 |     8385930 |     5919995 |    12560196 |     7863753 |     5076025 |     7914516 |    15317480
    num cache misses                 |     5666061 |     5928835 |     3318268 |      590822 |     5336221 |     3856690 |     2415054 |      752723
    miss rate                        |      73.75% |      70.70% |      56.05% |       4.70% |      67.86% |      75.98% |      30.51% |       4.91%
    mpki                             |       22.66 |        7.04 |        1.71 |        0.39 |        5.75 |        6.14 |        2.00 |        0.41
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     7683017 |     5950740 |     3319136 |      684643 |     5343728 |     4490474 |     2557118 |      808680
    num cache misses                 |     5649545 |     5875869 |      146241 |      565930 |     5046634 |     1763710 |     1291930 |      437539
    miss rate                        |      73.53% |      98.74% |       4.41% |      82.66% |      94.44% |      39.28% |      50.52% |      54.11%
    mpki                             |       22.60 |        6.98 |        0.08 |        0.37 |        5.44 |        2.81 |        1.07 |        0.24
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    27416362 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      146.53 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       36.52 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      75.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
