                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1586038092 |  1075108521 |  1141356027 |   375776486 |  1639837819 |   249999973 |  1612513114 |   792089349
  Cycles                             |  1125198300 |  1125198300 |  1125198300 |  1125198322 |  1125198132 |  1125194965 |  1125198186 |  1125198301
  IPC                                |        1.41 |        0.96 |        1.01 |        0.33 |        1.46 |        0.22 |        1.43 |        0.70
  Time (ns)                          |   375066100 |   375066100 |   375066100 |   375066108 |   375066044 |   375064989 |   375066062 |   375066101
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    90326148 |   164284074 |    22027914 |     7121244 |   145797265 |    40600608 |   129708954 |    48141563
  num incorrect                      |    15317469 |    42203829 |     3271811 |     9899405 |    24430767 |     2521753 |    21772698 |    28969614
  misprediction rate                 |      14.50% |      20.44% |      12.93% |      58.16% |      14.35% |       5.85% |      14.37% |      37.57%
  mpki                               |        9.66 |       39.26 |        2.87 |       26.34 |       14.90 |       10.09 |       13.50 |       36.57
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   178562749 |   139927418 |   108928576 |    41371861 |   186239602 |    41868591 |   236231857 |    94526538
    num misses                       |          56 |          19 |          74 |          14 |         636 |           4 |          65 |          10
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   745428617 |   361712797 |   578589931 |   138441644 |   685920324 |    75636447 |   773104464 |   364304643
    num misses                       |      481199 |     1600785 |     1343630 |      991298 |      365404 |       88470 |     4316813 |     2501803
    miss rate                        |       0.06% |       0.44% |       0.23% |       0.72% |       0.05% |       0.12% |       0.56% |       0.69%
    mpki                             |        0.30 |        1.49 |        1.18 |        2.64 |        0.22 |        0.35 |        2.68 |        3.16
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      481255 |     1600804 |     1343704 |      991312 |      366040 |       88474 |     4316878 |     2501813
    num misses                       |       75700 |      334848 |       17988 |      991301 |       11534 |       88474 |       27424 |     1988602
    miss rate                        |      15.73% |      20.92% |       1.34% |     100.00% |       3.15% |     100.00% |       0.64% |      79.49%
    mpki                             |        0.05 |        0.31 |        0.02 |        2.64 |        0.01 |        0.35 |        0.02 |        2.51
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   178562749 |   139927418 |   108928576 |    41371861 |   186239602 |    41868591 |   236231857 |    94526538
    num cache misses                 |      516314 |      706463 |      201073 |       34979 |     2577302 |        7090 |     7817793 |       52874
    miss rate                        |       0.29% |       0.50% |       0.18% |       0.08% |       1.38% |       0.02% |       3.31% |       0.06%
    mpki                             |        0.33 |        0.66 |        0.18 |        0.09 |        1.57 |        0.03 |        4.85 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   745428617 |   361712797 |   578589931 |   138441644 |   685920324 |    75636447 |   773104464 |   364304643
    num cache misses                 |     4566283 |     1478165 |     9046308 |    10661974 |     6134760 |     5663694 |    26070419 |     5642759
    miss rate                        |       0.61% |       0.41% |       1.56% |       7.70% |       0.89% |       7.49% |       3.37% |       1.55%
    mpki                             |        2.88 |        1.37 |        7.93 |       28.37 |        3.74 |       22.65 |       16.17 |        7.12
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     5087454 |     2474172 |     9332384 |    12106655 |     8721904 |     7690470 |    33894603 |     6126630
    num cache misses                 |     3580246 |      978336 |     4752866 |    10696937 |     3430915 |     5670784 |     5215842 |     5305659
    miss rate                        |      70.37% |      39.54% |      50.93% |      88.36% |      39.34% |      73.74% |      15.39% |      86.60%
    mpki                             |        2.26 |        0.91 |        4.16 |       28.47 |        2.09 |       22.68 |        3.23 |        6.70
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     3585495 |     1272776 |     4837982 |    12106639 |     3440905 |     7690470 |     5223750 |     5800061
    num cache misses                 |     1235704 |      408691 |      665331 |    10661922 |      227577 |     5660127 |      148811 |     1366352
    miss rate                        |      34.46% |      32.11% |      13.75% |      88.07% |       6.61% |      73.60% |       2.85% |      23.56%
    mpki                             |        0.78 |        0.38 |        0.58 |       28.37 |        0.14 |       22.64 |        0.09 |        1.72
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    29325291 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      148.62 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       38.61 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      78.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
