                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7       | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15     
  Instructions                       |  2052961242 |  7003241157 |   984371640 |  5230217555 |  3817263956 |  9624446226 |  2055519570 |  16123935831 |  6229960914 |  4799553647 |  4134282526 |  3431772772 |  1268921380 |   249999989 |  6697457966 |  11179390929
  Cycles                             |  8653779649 |  8653780075 |  8653779314 |  8653779302 |  8653779300 |  8653779527 |  8653779300 |   8653779308 |  8653780173 |  8653779453 |  8653779449 |  8653779300 |  8653779312 |  8653770786 |  8653779314 |   8653779676
  IPC                                |        0.24 |        0.81 |        0.11 |        0.60 |        0.44 |        1.11 |        0.24 |         1.86 |        0.72 |        0.55 |        0.48 |        0.40 |        0.15 |        0.03 |        0.77 |         1.29
  Time (ns)                          |  2884593216 |  2884593358 |  2884593105 |  2884593101 |  2884593100 |  2884593176 |  2884593100 |   2884593103 |  2884593391 |  2884593151 |  2884593150 |  2884593100 |  2884593104 |  2884590262 |  2884593105 |   2884593225
Branch predictor stats               |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  num correct                        |    18642270 |   399101565 |   166839088 |   673796614 |     4980341 |   853544297 |   127260268 |   2975680194 |   339195581 |    90790763 |   448266992 |   522455229 |   100600032 |    43244780 |  1024131977 |    493115719
  num incorrect                      |      124886 |    67487227 |    15396413 |   157129786 |       84402 |   142510361 |     4295582 |    202997037 |   235355473 |    13808224 |    68353689 |   112234724 |     8223000 |    11689069 |   262326342 |     28011166
  misprediction rate                 |       0.67% |      14.46% |       8.45% |      18.91% |       1.67% |      14.31% |       3.27% |        6.39% |      40.96% |      13.20% |      13.23% |      17.68% |       7.56% |      21.28% |      20.39% |        5.38%
  mpki                               |        0.06 |        9.64 |       15.64 |       30.04 |        0.02 |       14.81 |        2.09 |        12.59 |       37.78 |        2.88 |       16.53 |       32.70 |        6.48 |       46.76 |       39.17 |         2.51
TLB Summary                          |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  I-TLB                              |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   181443659 |   786363159 |   114180883 |   733465660 |   437230470 |  1093112109 |   195213012 |   2643920049 |   509069212 |   457477162 |   486719637 |   473241452 |   106368918 |    23761816 |   871296957 |   1064985281
    num misses                       |           3 |          56 |          42 |         326 |           6 |        3255 |          22 |           39 |          52 |         134 |          10 |         617 |          42 |           3 |          19 |            8
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  D-TLB                              |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num accesses                     |   559260778 |  3290999530 |   341140208 |  2042722717 |  2855576526 |  4024386381 |   680258192 |   5254761690 |  1839616960 |  2437688103 |  1857537859 |  1331568220 |   349299826 |    88558906 |  2254485169 |   3400751399
    num misses                       |      999934 |     2125014 |     5787372 |     3669833 |   103122756 |     2122581 |     5518647 |           23 |      111939 |     5429704 |    18748288 |     7054056 |     1706034 |    21159777 |     9975848 |      1089091
    miss rate                        |       0.18% |       0.06% |       1.70% |       0.18% |       3.61% |       0.05% |       0.81% |        0.00% |       0.01% |       0.22% |       1.01% |       0.53% |       0.49% |      23.89% |       0.44% |        0.03%
    mpki                             |        0.49 |        0.30 |        5.88 |        0.70 |       27.01 |        0.22 |        2.68 |         0.00 |        0.02 |        1.13 |        4.53 |        2.06 |        1.34 |       84.64 |        1.49 |         0.10
  L2 TLB                             |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num accesses                     |      999937 |     2125070 |     5787414 |     3670159 |   103122762 |     2125836 |     5518669 |           62 |      111991 |     5429838 |    18748298 |     7054673 |     1706076 |    21159780 |     9975867 |      1089099
    num misses                       |      999183 |      335291 |     1570667 |      583480 |    73555788 |       66912 |      535801 |           62 |       99948 |       74802 |     1665110 |      671992 |      530781 |    10898636 |     2089116 |        26912
    miss rate                        |      99.92% |      15.78% |      27.14% |      15.90% |      71.33% |       3.15% |       9.71% |      100.00% |      89.25% |       1.38% |       8.88% |       9.53% |      31.11% |      51.51% |      20.94% |        2.47%
    mpki                             |        0.49 |        0.05 |        1.60 |        0.11 |       19.27 |        0.01 |        0.26 |         0.00 |        0.02 |        0.02 |        0.40 |        0.20 |        0.42 |       43.59 |        0.31 |         0.00
Cache Summary                        |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  Cache L1-I                         |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   181443659 |   786363159 |   114180883 |   733465660 |   437230470 |  1093112109 |   195213012 |   2643920049 |   509069212 |   457477162 |   486719637 |   473241452 |   106368918 |    23761816 |   871296957 |   1064985281
    num cache misses                 |     1410176 |     2337738 |      131431 |    23040154 |     2102256 |    15201887 |     1326730 |     24867269 |      121538 |      887544 |      363710 |    27649239 |      208003 |      192382 |     4743525 |       203076
    miss rate                        |       0.78% |       0.30% |       0.12% |       3.14% |       0.48% |       1.39% |       0.68% |        0.94% |       0.02% |       0.19% |       0.07% |       5.84% |       0.20% |       0.81% |       0.54% |        0.02%
    mpki                             |        0.69 |        0.33 |        0.13 |        4.41 |        0.55 |        1.58 |        0.65 |         1.54 |        0.02 |        0.18 |        0.09 |        8.06 |        0.16 |        0.77 |        0.71 |         0.02
  Cache L1-D                         |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   559260778 |  3290999530 |   341140208 |  2042722717 |  2855576526 |  4024386381 |   680258192 |   5254761690 |  1839616960 |  2437688103 |  1857537859 |  1331568220 |   349299826 |    88558906 |  2254485169 |   3400751399
    num cache misses                 |   105636463 |    20262477 |    39884796 |    25744270 |    31584586 |    37374888 |    39489196 |       166787 |     6868806 |    37917331 |    59605480 |    30872541 |    18712782 |    28773373 |     9539623 |     90297122
    miss rate                        |      18.89% |       0.62% |      11.69% |       1.26% |       1.11% |       0.93% |       5.81% |        0.00% |       0.37% |       1.56% |       3.21% |       2.32% |       5.36% |      32.49% |       0.42% |        2.66%
    mpki                             |       51.46 |        2.89 |       40.52 |        4.92 |        8.27 |        3.88 |       19.21 |         0.01 |        1.10 |        7.90 |       14.42 |        9.00 |       14.75 |      115.09 |        1.42 |         8.08
  Cache L2                           |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |   107046682 |    22635554 |    44067894 |    50391407 |    33723242 |    52771988 |    43876481 |     25055588 |     7158910 |    40299606 |    60648132 |    59854761 |    19102376 |    32708976 |    16171403 |     90888619
    num cache misses                 |    69598549 |    16043708 |    35341500 |    22844386 |    24429185 |    21283293 |    19684062 |       463694 |     6684566 |    21009327 |    42030235 |    30238696 |    17577446 |    24399513 |     6740914 |      3205745
    miss rate                        |      65.02% |      70.88% |      80.20% |      45.33% |      72.44% |      40.33% |      44.86% |        1.85% |      93.37% |      52.13% |      69.30% |      50.52% |      92.02% |      74.60% |      41.68% |        3.53%
    mpki                             |       33.90 |        2.29 |       35.90 |        4.37 |        6.40 |        2.21 |        9.58 |         0.03 |        1.07 |        4.38 |       10.17 |        8.81 |       13.85 |       97.60 |        1.01 |         0.29
  Cache L3                           |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
    num cache accesses               |    69598592 |    16082548 |    39394691 |    24459326 |    24466161 |    21485246 |    22772019 |       485226 |     6856290 |    22504835 |    42742259 |    31574212 |    17759422 |    28167442 |     8663820 |      3604385
    num cache misses                 |    45865653 |     9225529 |    22327559 |     5760046 |    21541588 |     3661469 |    11923197 |       452622 |     6633519 |     6287818 |    12651332 |     7780898 |    15443803 |    17924528 |     3262746 |      2191860
    miss rate                        |      65.90% |      57.36% |      56.68% |      23.55% |      88.05% |      17.04% |      52.36% |       93.28% |      96.75% |      27.94% |      29.60% |      24.64% |      86.96% |      63.64% |      37.66% |       60.81%
    mpki                             |       22.34 |        1.32 |       22.68 |        1.10 |        5.64 |        0.38 |        5.80 |         0.03 |        1.06 |        1.31 |        3.06 |        2.27 |       12.17 |       71.70 |        0.49 |         0.20
DRAM summary                         |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  num dram accesses                  |   275763349 |           0 |           0 |           0 |           0 |           0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  average dram access latency (ns)   |      364.50 |         inf |         inf |         inf |         inf |         inf |         inf |          inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |          inf
  average dram queueing delay        |      254.49 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |         0.00
  average dram bandwidth utilization |      95.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |        0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |              |             |             |             |             |             |             |             |             
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |            0
