                                   | Core 0    
  Instructions                     |  499999978
  Cycles                           |  365478928
  IPC                              |       1.37
  Time (ns)                        |  121826310
Branch predictor stats             |           
  num correct                      |   75184359
  num incorrect                    |    8433234
  misprediction rate               |     10.09%
  mpki                             |      16.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   79977756
    num misses                     |       3035
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |  200753915
    num misses                     |    1048931
    miss rate                      |      0.52%
    mpki                           |       2.10
  L2 TLB                           |           
    num accesses                   |    1051966
    num misses                     |     152871
    miss rate                      |     14.53%
    mpki                           |       0.31
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   79977756
    num cache misses               |    1445137
    miss rate                      |      1.81%
    mpki                           |       2.89
  Cache L1-D                       |           
    num cache accesses             |  200753915
    num cache misses               |    1769147
    miss rate                      |      0.88%
    mpki                           |       3.54
  Cache L2                         |           
    num cache accesses             |    3290532
    num cache misses               |    1712235
    miss rate                      |     52.04%
    mpki                           |       3.42
  Cache L3                         |           
    num cache accesses             |    1788816
    num cache misses               |     608891
    miss rate                      |     34.04%
    mpki                           |       1.22
DRAM summary                       |           
  num dram accesses                |     720796
  average dram access latency (ns) |      56.66
  average dram queueing delay      |       1.65
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
