                                   | Core 0    
  Instructions                     |  499999882
  Cycles                           |  375738175
  IPC                              |       1.33
  Time (ns)                        |  125246058
Branch predictor stats             |           
  num correct                      |   42276330
  num incorrect                    |    6969949
  misprediction rate               |     14.15%
  mpki                             |      13.94
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   61159538
    num misses                     |        174
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  190148716
    num misses                     |     463231
    miss rate                      |      0.24%
    mpki                           |       0.93
  L2 TLB                           |           
    num accesses                   |     463405
    num misses                     |       4910
    miss rate                      |      1.06%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   61159538
    num cache misses               |     579028
    miss rate                      |      0.95%
    mpki                           |       1.16
  Cache L1-D                       |           
    num cache accesses             |  190148716
    num cache misses               |    3085029
    miss rate                      |      1.62%
    mpki                           |       6.17
  Cache L2                         |           
    num cache accesses             |    3757055
    num cache misses               |    1952587
    miss rate                      |     51.97%
    mpki                           |       3.91
  Cache L3                         |           
    num cache accesses             |    2048548
    num cache misses               |    1216020
    miss rate                      |     59.36%
    mpki                           |       2.43
DRAM summary                       |           
  num dram accesses                |    1979860
  average dram access latency (ns) |      77.90
  average dram queueing delay      |      12.88
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
