                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  269070183 |  304733571 |  249999876 |  422491261
  Cycles                             |  498886820 |  498886811 |  498884542 |  498886582
  IPC                                |       0.54 |       0.61 |       0.50 |       0.85
  Time (ns)                          |  166295607 |  166295604 |  166294847 |  166295527
Branch predictor stats               |            |            |            |           
  num correct                        |   14976633 |   46011862 |    8515508 |     545051
  num incorrect                      |     349635 |   10129056 |    3973583 |       9238
  misprediction rate                 |      2.28% |     18.04% |     31.82% |      1.67%
  mpki                               |       1.30 |      33.24 |      15.89 |       0.02
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   27287500 |   42396484 |   19582128 |   48410100
    num misses                       |         47 |        140 |          3 |          6
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   93511438 |  118652754 |  107816592 |  315991260
    num misses                       |     153802 |     640223 |     111349 |   11376052
    miss rate                        |      0.16% |      0.54% |      0.10% |      3.60%
    mpki                             |       0.57 |       2.10 |       0.45 |      26.93
  L2 TLB                             |            |            |            |           
    num accesses                     |     153849 |     640363 |     111352 |   11376058
    num misses                       |      47399 |      55383 |      76686 |    8171499
    miss rate                        |     30.81% |      8.65% |     68.87% |     71.83%
    mpki                             |       0.18 |       0.18 |       0.31 |      19.34
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   27287500 |   42396484 |   19582128 |   48410100
    num cache misses                 |       6159 |    2493297 |       3997 |      40138
    miss rate                        |      0.02% |      5.88% |      0.02% |      0.08%
    mpki                             |       0.02 |       8.18 |       0.02 |       0.10
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   93511438 |  118652754 |  107816592 |  315991260
    num cache misses                 |    3382178 |    2403438 |    5518984 |    3443059
    miss rate                        |      3.62% |      2.03% |      5.12% |      1.09%
    mpki                             |      12.57 |       7.89 |      22.08 |       8.15
  Cache L2                           |            |            |            |           
    num cache accesses               |    3886169 |    5027139 |    5920917 |    3486625
    num cache misses                 |    2555074 |     821143 |    4914851 |    2319867
    miss rate                        |     65.75% |     16.33% |     83.01% |     66.54%
    mpki                             |       9.50 |       2.69 |      19.66 |       5.49
  Cache L3                           |            |            |            |           
    num cache accesses               |    3073160 |     954402 |    5312787 |    2324710
    num cache misses                 |    2540944 |     797421 |    4909951 |    2288440
    miss rate                        |     82.68% |     83.55% |     92.42% |     98.44%
    mpki                             |       9.44 |       2.62 |      19.64 |       5.42
DRAM summary                         |            |            |            |           
  num dram accesses                  |   13006986 |          0 |          0 |          0
  average dram access latency (ns)   |     147.31 |        inf |        inf |        inf
  average dram queueing delay        |      37.30 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     78.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
