                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  526431937 |  340288038 |  468936219 |  540500531 |  249999884 |  890664588 |  385489244 |  373681117
  Cycles                             |  504904218 |  504904326 |  504904321 |  504904214 |  504901542 |  504904221 |  504904221 |  504904210
  IPC                                |       1.04 |       0.67 |       0.93 |       1.07 |       0.50 |       1.76 |       0.76 |       0.74
  Time (ns)                          |  168301406 |  168301442 |  168301440 |  168301405 |  168300514 |  168301407 |  168301407 |  168301403
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   69180889 |    7594756 |   37687204 |   35714707 |   13325983 |   70657563 |     506688 |   56345178
  num incorrect                      |    6972835 |     133358 |    6322936 |    6177227 |     311809 |    5786823 |       8588 |    6307043
  misprediction rate                 |      9.16% |      1.73% |     14.37% |     14.75% |      2.29% |      7.57% |      1.67% |     10.07%
  mpki                               |      13.25 |       0.39 |      13.48 |      11.43 |       1.25 |       6.50 |       0.02 |      16.88
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   78655556 |   31191127 |   68705480 |   65472417 |   24892730 |   74740846 |   44143223 |   59775585
    num misses                       |        486 |          4 |         65 |         18 |         47 |         42 |          6 |       2506
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |  206863464 |  133598895 |  224720844 |  227556125 |   86640605 |  245211146 |  288409784 |  150514894
    num misses                       |      83385 |      63067 |    1259445 |    1596699 |     133129 |    1204786 |   10566003 |     843285
    miss rate                        |      0.04% |      0.05% |      0.56% |      0.70% |      0.15% |      0.49% |      3.66% |      0.56%
    mpki                             |       0.16 |       0.19 |       2.69 |       2.95 |       0.53 |       1.35 |      27.41 |       2.26
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      83871 |      63071 |    1259510 |    1596717 |     133176 |    1204828 |   10566009 |     845791
    num misses                       |       2452 |      37880 |       7933 |      12426 |      40813 |     376507 |    7605026 |     125044
    miss rate                        |      2.92% |     60.06% |      0.63% |      0.78% |     30.65% |     31.25% |     71.98% |     14.78%
    mpki                             |       0.00 |       0.11 |       0.02 |       0.02 |       0.16 |       0.42 |      19.73 |       0.33
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   78655556 |   31191127 |   68705480 |   65472417 |   24892730 |   74740846 |   44143223 |   59775585
    num cache misses                 |    1825608 |      46510 |    2432690 |     813857 |      30519 |     143131 |     244560 |    1212141
    miss rate                        |      2.32% |      0.15% |      3.54% |      1.24% |      0.12% |      0.19% |      0.55% |      2.03%
    mpki                             |       3.47 |       0.14 |       5.19 |       1.51 |       0.12 |       0.16 |       0.63 |       3.24
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |  206863464 |  133598895 |  224720844 |  227556125 |   86640605 |  245211146 |  288409784 |  150514894
    num cache misses                 |    2958458 |    3261096 |    7720706 |    1526497 |    3082528 |   13144504 |    3220956 |    1511118
    miss rate                        |      1.43% |      2.44% |      3.44% |      0.67% |      3.56% |      5.36% |      1.12% |      1.00%
    mpki                             |       5.62 |       9.58 |      16.46 |       2.82 |      12.33 |      14.76 |       8.36 |       4.04
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    4866041 |    3329036 |   10184487 |    2429588 |    3594393 |   13297333 |    3473353 |    2831239
    num cache misses                 |     810927 |    2585011 |    2199641 |     982902 |    2613424 |   12315357 |    2609307 |    1655379
    miss rate                        |     16.67% |     77.65% |     21.60% |     40.46% |     72.71% |     92.62% |     75.12% |     58.47%
    mpki                             |       1.54 |       7.60 |       4.69 |       1.82 |      10.45 |      13.83 |       6.77 |       4.43
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     893271 |    2614752 |    2235349 |    1074975 |    3110219 |   12325117 |    2617184 |    1763973
    num cache misses                 |     732504 |    2514185 |     577533 |     719747 |    2412053 |     408113 |    2341908 |     897184
    miss rate                        |     82.00% |     96.15% |     25.84% |     66.95% |     77.55% |      3.31% |     89.48% |     50.86%
    mpki                             |       1.39 |       7.39 |       1.23 |       1.33 |       9.65 |       0.46 |       6.08 |       2.40
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   13675945 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     160.72 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      50.71 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     81.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
