                                     | Core 0     | Core 1      | Core 2     | Core 3     | Core 4      | Core 5      | Core 6     | Core 7    
  Instructions                       |  473613722 |  1426595035 |  249999898 |  609211525 |  1021543736 |  1158290464 |  419672035 |  537871050
  Cycles                             |  930619940 |   930619594 |  930616571 |  930619800 |   930619884 |   930619551 |  930619554 |  930619957
  IPC                                |       0.51 |        1.53 |       0.27 |       0.65 |        1.10 |        1.24 |       0.45 |       0.58
  Time (ns)                          |  310206647 |   310206531 |  310205524 |  310206600 |   310206628 |   310206517 |  310206518 |  310206652
Branch predictor stats               |            |             |            |            |             |             |            |           
  num correct                        |   70669634 |    95399038 |    4856955 |   12736410 |    91090975 |    53329127 |   22383278 |   42642572
  num incorrect                      |   16186113 |    16239315 |    6669357 |    1858673 |    15227041 |      441623 |     523561 |    3482007
  misprediction rate                 |     18.64% |      14.55% |     57.86% |     12.73% |      14.32% |       0.82% |      2.29% |      7.55%
  mpki                               |      34.18 |       11.38 |      26.68 |       3.05 |       14.91 |        0.38 |       1.25 |       6.47
TLB Summary                          |            |             |            |            |             |             |            |           
  I-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |   66762291 |   172963006 |   27532058 |   58421638 |   115956188 |    88606651 |   42138954 |   45286598
    num misses                       |        167 |          18 |         14 |         66 |         429 |          43 |         47 |         42
    miss rate                        |      0.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  D-TLB                              |            |             |            |            |             |             |            |           
    num accesses                     |  184792642 |   600824805 |   93614435 |  306333281 |   426883784 |   666525088 |  148508267 |  148013452
    num misses                       |     991475 |     4188153 |     661938 |     746891 |      221786 |       89288 |     227984 |     722103
    miss rate                        |      0.54% |       0.70% |      0.71% |      0.24% |       0.05% |       0.01% |      0.15% |      0.49%
    mpki                             |       2.09 |        2.94 |       2.65 |       1.23 |        0.22 |        0.08 |       0.54 |       1.34
  L2 TLB                             |            |             |            |            |             |             |            |           
    num accesses                     |     991642 |     4188171 |     661952 |     746957 |      222215 |       89331 |     228031 |     722145
    num misses                       |      95749 |       31667 |     661946 |      10147 |        7238 |       26814 |      71805 |     226058
    miss rate                        |      9.66% |       0.76% |    100.00% |      1.36% |       3.26% |      30.02% |     31.49% |     31.30%
    mpki                             |       0.20 |        0.02 |       2.65 |       0.02 |        0.01 |        0.02 |       0.17 |       0.42
Cache Summary                        |            |             |            |            |             |             |            |           
  Cache L1-I                         |            |             |            |            |             |             |            |           
    num cache accesses               |   66762291 |   172963006 |   27532058 |   58421638 |   115956188 |    88606651 |   42138954 |   45286598
    num cache misses                 |    3941797 |     1488145 |       7213 |      22529 |     1448940 |       42895 |      16534 |      44903
    miss rate                        |      5.90% |       0.86% |      0.03% |      0.04% |       1.25% |       0.05% |      0.04% |      0.10%
    mpki                             |       8.32 |        1.04 |       0.03 |       0.04 |        1.42 |        0.04 |       0.04 |       0.08
  Cache L1-D                         |            |             |            |            |             |             |            |           
    num cache accesses               |  184792642 |   600824805 |   93614435 |  306333281 |   426883784 |   666525088 |  148508267 |  148013452
    num cache misses                 |    3095437 |     2943178 |    7294353 |    4992752 |     3912519 |     6019236 |    5241504 |    7878554
    miss rate                        |      1.68% |       0.49% |      7.79% |      1.63% |       0.92% |       0.90% |      3.53% |      5.32%
    mpki                             |       6.54 |        2.06 |      29.18 |       8.20 |        3.83 |        5.20 |      12.49 |      14.65
  Cache L2                           |            |             |            |            |             |             |            |           
    num cache accesses               |    7250984 |     4480789 |    8246505 |    5388210 |     5414602 |     6071031 |    5964132 |    7949399
    num cache misses                 |    2394571 |      377381 |    7301509 |    1288326 |      919449 |     3354984 |    3897084 |    6687727
    miss rate                        |     33.02% |       8.42% |     88.54% |     23.91% |      16.98% |      55.26% |     65.34% |     84.13%
    mpki                             |       5.06 |        0.26 |      29.21 |       2.11 |        0.90 |        2.90 |       9.29 |      12.43
  Cache L3                           |            |             |            |            |             |             |            |           
    num cache accesses               |    2609691 |      428354 |    8246448 |    1664744 |      986059 |     3365702 |    4640290 |    6715724
    num cache misses                 |    1327139 |      376336 |    7296873 |    1180233 |      867405 |     2227250 |    3832182 |    2307231
    miss rate                        |     50.85% |      87.86% |     88.49% |     70.90% |      87.97% |      66.17% |     82.58% |     34.36%
    mpki                             |       2.80 |        0.26 |      29.19 |       1.94 |        0.85 |        1.92 |       9.13 |       4.29
DRAM summary                         |            |             |            |            |             |             |            |           
  num dram accesses                  |   27640858 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  average dram access latency (ns)   |     187.80 |         inf |        inf |        inf |         inf |         inf |        inf |        inf
  average dram queueing delay        |      77.79 |        0.00 |       0.00 |       0.00 |        0.00 |        0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     89.00% |       0.00% |      0.00% |      0.00% |       0.00% |       0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |             |            |            |             |             |            |           
  num loads from dram                |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from dram cache          |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
  num loads from remote cache        |          0 |           0 |          0 |          0 |           0 |           0 |          0 |          0
