                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |   869534815 |  1133007164 |  2194931511 |  1141198789 |  2148380053 |   425474050 |  1623399436 |  1242645170 |  2410772622 |   475133370 |  9650414321 |  8731762697 |   249999981 |  1782430079 |   588754075 |  2935337949
  Cycles                             |  4844620566 |  4844620297 |  4844620806 |  4844620522 |  4844620500 |  4844620676 |  4844620561 |  4844620784 |  4844620300 |  4844620593 |  4844620252 |  4844620249 |  4844615773 |  4844620251 |  4844620501 |  4844620312
  IPC                                |        0.18 |        0.23 |        0.45 |        0.24 |        0.44 |        0.09 |        0.34 |        0.26 |        0.50 |        0.10 |        1.99 |        1.80 |        0.05 |        0.37 |        0.12 |        0.61
  Time (ns)                          |  1614873522 |  1614873432 |  1614873602 |  1614873507 |  1614873500 |  1614873559 |  1614873520 |  1614873595 |  1614873433 |  1614873531 |  1614873417 |  1614873416 |  1614871924 |  1614873417 |  1614873500 |  1614873437
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    52830111 |    36155454 |     2853792 |    70301831 |   122876938 |    58506799 |    70770592 |    22747560 |   444910175 |    78611635 |   765056964 |   402111003 |    58565837 |    40966274 |    89117345 |   195886237
  num incorrect                      |    31790935 |    17153728 |       48364 |     2491308 |    20798698 |     8054838 |     4024485 |     3427289 |    30351686 |     4730039 |    62578209 |     3347376 |     6500447 |      730159 |    19492304 |    33506118
  misprediction rate                 |      37.57% |      32.18% |       1.67% |       3.42% |      14.48% |      12.10% |       5.38% |      13.09% |       6.39% |       5.68% |       7.56% |       0.83% |       9.99% |       1.75% |      17.95% |      14.61%
  mpki                               |       36.56 |       15.14 |        0.02 |        2.18 |        9.68 |       18.93 |        2.48 |        2.76 |       12.59 |        9.96 |        6.48 |        0.38 |       26.00 |        0.41 |       33.11 |       11.41
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   103730412 |    88279047 |   251436717 |   108538067 |   241646514 |    74521900 |   155386406 |   118090933 |   395307266 |    81535879 |   807770104 |   668027202 |    21135842 |   159323266 |    81618461 |   356081840
    num misses                       |          10 |           3 |           6 |          22 |          56 |          92 |           8 |          75 |          39 |           4 |          42 |          43 |       17441 |           4 |         178 |          18
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.08% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.07 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   400065543 |   502396874 |  1641861536 |   379804069 |  1008728198 |   198281575 |   497093031 |   632213765 |   785670682 |   146400083 |  2656036396 |  5024533867 |    86633855 |   699253360 |   228933977 |  1237190703
    num misses                       |     2731756 |      514938 |    59126277 |     3045758 |      644378 |     7720564 |      148617 |     1394832 |          23 |      174168 |    12987369 |      677684 |     1331643 |      370111 |     1216863 |     8718842
    miss rate                        |       0.68% |       0.10% |       3.60% |       0.80% |       0.06% |       3.89% |       0.03% |       0.22% |       0.00% |       0.12% |       0.49% |       0.01% |       1.54% |       0.05% |       0.53% |       0.70%
    mpki                             |        3.14 |        0.45 |       26.94 |        2.67 |        0.30 |       18.15 |        0.09 |        1.12 |        0.00 |        0.37 |        1.35 |        0.08 |        5.33 |        0.21 |        2.07 |        2.97
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     2731766 |      514941 |    59126283 |     3045780 |      644434 |     7720656 |      148625 |     1394907 |          62 |      174172 |    12987411 |      677727 |     1349084 |      370115 |     1217041 |     8718860
    num misses                       |     2169971 |      346615 |    42179695 |      288312 |      102262 |     2304932 |        3967 |       18932 |          62 |      174172 |     4039877 |      193928 |     1140464 |      193498 |      108540 |       66486
    miss rate                        |      79.43% |      67.31% |      71.34% |       9.47% |      15.87% |      29.85% |       2.67% |       1.36% |     100.00% |     100.00% |      31.11% |      28.61% |      84.54% |      52.28% |       8.92% |       0.76%
    mpki                             |        2.50 |        0.31 |       19.22 |        0.25 |        0.05 |        5.42 |        0.00 |        0.02 |        0.00 |        0.37 |        0.42 |        0.02 |        4.56 |        0.11 |        0.18 |        0.02
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   103730412 |    88279047 |   251436717 |   108538067 |   241646514 |    74521900 |   155386406 |   118090933 |   395307266 |    81535879 |   807770104 |   668027202 |    21135842 |   159323266 |    81618461 |   356081840
    num cache misses                 |       64741 |      134923 |     1169396 |      761176 |     1361163 |     1762812 |      354293 |      408170 |     6731587 |       14630 |     1532981 |      604973 |      465306 |      249035 |     6911096 |     4896238
    miss rate                        |       0.06% |       0.15% |       0.47% |       0.70% |       0.56% |       2.37% |       0.23% |       0.35% |       1.70% |       0.02% |       0.19% |       0.09% |       2.20% |       0.16% |       8.47% |       1.38%
    mpki                             |        0.07 |        0.12 |        0.53 |        0.67 |        0.63 |        4.14 |        0.22 |        0.33 |        2.79 |        0.03 |        0.16 |        0.07 |        1.86 |        0.14 |       11.74 |        1.67
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   400065543 |   502396874 |  1641861536 |   379804069 |  1008728198 |   198281575 |   497093031 |   632213765 |   785670682 |   146400083 |  2656036396 |  5024533867 |    86633855 |   699253360 |   228933977 |  1237190703
    num cache misses                 |     6601718 |    25172255 |    18067693 |    21789904 |     7318069 |    11425447 |    16411376 |    10150786 |     1140289 |    11150392 |   142105990 |    47248333 |     7577198 |    18087204 |     6203078 |     8530549
    miss rate                        |       1.65% |       5.01% |       1.10% |       5.74% |       0.73% |       5.76% |       3.30% |       1.61% |       0.15% |       7.62% |       5.35% |       0.94% |       8.75% |       2.59% |       2.71% |       0.69%
    mpki                             |        7.59 |       22.22 |        8.23 |       19.09 |        3.41 |       26.85 |       10.11 |        8.17 |        0.47 |       23.47 |       14.73 |        5.41 |       30.31 |       10.15 |       10.54 |        2.91
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     7886424 |    26901302 |    19257764 |    24280108 |     8818400 |    15934015 |    17618629 |    12687437 |     8077014 |    15026856 |   143658394 |    47860431 |     8085841 |    18389440 |    13707364 |    13924975
    num cache misses                 |     6371537 |    22466996 |    13503245 |    11041021 |     7782353 |    11391405 |     6555193 |     7523545 |     4241092 |    11165022 |   133223406 |    33082605 |     7772005 |    12879546 |     9305343 |     5960439
    miss rate                        |      80.79% |      83.52% |      70.12% |      45.47% |      88.25% |      71.49% |      37.21% |      59.30% |      52.51% |      74.30% |      92.74% |      69.12% |      96.12% |      70.04% |      67.89% |      42.80%
    mpki                             |        7.33 |       19.83 |        6.15 |        9.67 |        3.62 |       26.77 |        4.04 |        6.05 |        1.76 |       23.50 |       13.80 |        3.79 |       31.09 |        7.23 |       15.81 |        2.03
