                                   | Core 0    
  Instructions                     |   99999982
  Cycles                           |  283415987
  IPC                              |       0.35
  Time (ns)                        |   94471996
Branch predictor stats             |           
  num correct                      |   10548855
  num incorrect                    |    2724377
  misprediction rate               |     20.53%
  mpki                             |      27.24
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   12176733
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   45335675
    num misses                     |     534881
    miss rate                      |      1.18%
    mpki                           |       5.35
  L2 TLB                           |           
    num accesses                   |     534899
    num misses                     |     292161
    miss rate                      |     54.62%
    mpki                           |       2.92
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   12176733
    num cache misses               |      10286
    miss rate                      |      0.08%
    mpki                           |       0.10
  Cache L1-D                       |           
    num cache accesses             |   45335675
    num cache misses               |    1587869
    miss rate                      |      3.50%
    mpki                           |      15.88
  Cache L2                         |           
    num cache accesses             |    2145071
    num cache misses               |    1416493
    miss rate                      |     66.03%
    mpki                           |      14.16
  Cache L3                         |           
    num cache accesses             |    1964148
    num cache misses               |    1314233
    miss rate                      |     66.91%
    mpki                           |      13.14
DRAM summary                       |           
  num dram accesses                |    2278575
  average dram access latency (ns) |     127.20
  average dram queueing delay      |      42.16
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
